End,Open,High,Low,Close,Volume,Market Cap
2018-03-23,0.318841998,0.323793082,0.302516987,0.307586,6437.163120142474,2411158.6130073834
2018-03-22,0.319967607,0.334948456,0.310920068,0.319103544,9359.890678639213,2555237.542824872
2018-03-21,0.301283707,0.334720704,0.295817598,0.319446487,14000.414041031068,2951181.4123693
2018-03-20,0.270619604,0.303999367,0.267486008,0.300178386,8686.138318332738,2196893.654725695
2018-03-19,0.264242775,0.272427055,0.241752966,0.267607765,22319.92455995288,1992285.8098330216
2018-03-18,0.288251026,0.294168397,0.260317725,0.264168546,37981.56785528185,2123604.398304111
2018-03-17,0.326797508,0.32775328,0.287558297,0.28803169,34533.314202682384,2394205.520680678
2018-03-16,0.321537772,0.336176361,0.291998616,0.326380495,20994.734394352163,2446559.2506977785
2018-03-15,0.396701218,0.402890931,0.305001798,0.321782972,17152.59786890629,2812444.510676952
2018-03-14,0.400772918,0.53999994,0.392568609,0.396766423,10633.148812513457,3092292.363517184
2018-03-13,0.422655907,0.53999994,0.386210747,0.402300434,9584.72036181508,3219383.7286332306
2018-03-12,0.389619715,0.425767792,0.370618878,0.422318249,17890.17203395533,3044718.2350660497
2018-03-11,0.414486787,0.419339589,0.381051787,0.391283757,28069.86002289781,3092968.3377100285
2018-03-10,0.390371374,0.41270109,0.356567748,0.411984103,23811.364928790557,2888750.910396571
2018-03-09,0.421529323,0.52735,0.30000007,0.391243929,16758.454364199377,3153800.383339547
2018-03-08,0.451497163,0.473196103,0.415650623,0.420163869,16308.12317482544,3463619.0659174
2018-03-07,0.496359005,0.523334058,0.448854931,0.450490723,19202.569022855678,3690394.449631812
2018-03-06,0.532852927,0.543984337,0.498759414,0.499322566,16496.454554839187,4028599.5229820814
2018-03-05,0.554977964,0.573291115,0.515509886,0.533488352,21589.8221151272,4105592.064273808
2018-03-04,0.557899349,0.582243785,0.540885966,0.554849347,36071.02667544294,4346893.706107708
2018-03-03,0.512289331,0.581763439,0.30000001,0.557887397,38643.70125164172,4246646.818051132
2018-03-02,0.463857926,0.525160018,0.3,0.512715909,23497.814624097475,3763673.774897275
2018-03-01,0.497532803,0.516271386,0.463201174,0.463344121,42114.8921417752,3761162.3974633366
2018-02-28,0.522683113,0.539954358,0.478926406,0.497818134,181173.92301226145,3883336.727292607
2018-02-27,0.416440241,0.622397163,0.415680836,0.522009762,86003.61187449546,3634792.977019616
2018-02-26,0.417035838,0.439389706,0.36990947,0.416282541,20049.933233945103,2831439.701366698
2018-02-25,0.428561887,0.46647028,0.40123926,0.416983294,30282.382500170545,3280925.441247192
2018-02-24,0.402022527,0.472106207,0.389864362,0.429217649,23156.557669793277,3294988.934771988
2018-02-23,0.451703041,0.483581738,0.32,0.402603996,23142.70119428201,3309763.2141357004
2018-02-22,0.456273726,0.475715245,0.37018836,0.43860322,36454.97451234933,3345645.608802405
2018-02-21,0.473843233,0.83953759,0.456508702,0.456670382,39626.9870925409,4002155.088754296
2018-02-20,0.456577664,0.493666422,0.454513806,0.473595384,13857.612801907013,3599384.2718140027
2018-02-19,0.532164356,0.532164356,0.456820749,0.457555189,24835.913507734014,3730213.995653429
2018-02-18,0.483337151,0.542104821,0.480351952,0.531068833,28185.136761585494,4009446.289653988
2018-02-17,0.489363967,0.507006679,0.451,0.483754967,19690.75892325761,3744221.760584504
2018-02-16,0.480956919,0.509406883,0.471617297,0.490583787,17095.306540753867,3777178.652029608
2018-02-15,0.440884605,0.492416211,0.43189391,0.481356793,22228.632381867723,3547982.004375186
2018-02-14,0.47037492,0.479983993,0.433916653,0.441547204,27791.246488507997,3535269.609574968
2018-02-13,0.450874141,0.494871708,0.431089039,0.470609088,45932.32120666702,3561711.8240809077
2018-02-12,0.502066872,0.502066872,0.442941309,0.450275483,19289.888999446277,3552656.351152611
2018-02-11,0.498446935,0.516080092,0.470692414,0.502065732,36866.73097667872,3837508.03612192
2018-02-10,0.465789389,0.512703139,0.418859671,0.497688393,246268.51520706623,3651958.1121569662
2018-02-09,0.378262515,0.593717688,0.368434784,0.465218479,183224.90921262067,3439329.637067172
2018-02-08,0.378702653,0.420658529,0.34120902,0.377756509,71584.4738915878,3002289.9734232686
2018-02-07,0.303112384,0.402352868,0.261011313,0.381504606,67107.09183097542,2495381.618102378
2018-02-06,0.425768918,0.43081453,0.298580675,0.301690707,36889.525273107305,2844708.071818008
2018-02-05,0.528820214,0.544236245,0.414585733,0.427897786,30743.15138280589,3783994.147776501
2018-02-04,0.489343258,0.565085706,0.472578636,0.527199607,66386.20824035011,3993884.8534443807
2018-02-03,0.542891574,0.543454498,0.402871051,0.491065961,164744.19379730982,3648015.0090592136
2018-02-02,0.758301386,0.76213165,0.525076356,0.546048226,136996.08314587848,4975475.924331055
2018-02-01,0.736999474,0.775319644,0.71143006,0.755388794,202677.17711582125,5594099.773449662
2018-01-31,0.975469331,0.989595825,0.737699893,0.754496071,781522.3768208761,6438084.709256273
2018-01-30,0.920011386,1.10752808,0.883779004,0.976877904,422595.9627980393,7433266.254298379
2018-01-29,0.871451535,0.916542651,0.867036942,0.916542651,54395.76228911905,6840877.193145601
2018-01-28,0.83913841,0.894180244,0.815537967,0.867949741,52156.09043336353,6579522.798994596
2018-01-27,0.830056863,0.877306269,0.741355501,0.840139948,74692.38711075218,6367033.645996896
2018-01-26,0.920601881,0.948026413,0.82636482,0.830866047,116244.66014433112,6846445.418969511
2018-01-25,0.791037471,0.791037471,0.791037471,0.791037471,61073.867711128,6060231.2861802
2018-01-24,0.781308006,0.817805155,0.708395307,0.796585009,83239.82167653603,5885647.644910796
2018-01-23,0.801865713,0.939779401,0.715781462,0.778646161,128919.678087965,6208530.838638698
2018-01-22,0.988858651,1.002650042,0.778269878,0.792953263,81746.20753340673,6829957.912151247
2018-01-21,0.921638238,1.055237575,0.915680201,0.987204697,130169.83267776936,7857344.800923341
2018-01-20,0.892090165,0.998362424,0.826903671,0.902808437,184854.54272117183,6877516.656475031
2018-01-19,0.806357508,0.911826158,0.781268418,0.894828112,102866.98442814156,6490182.432357077
2018-01-18,0.801351354,0.836980696,0.63716902,0.80241567,143352.58982692126,5879287.214096304
2018-01-17,1.237618558,1.294374252,0.703606001,0.803548132,166718.06709813743,7417191.871224094
2018-01-16,1.260407981,1.34890718,1.210243729,1.210243729,208596.88869638008,9747176.689900495
2018-01-15,1.36910655,1.36910655,1.175209093,1.262916408,469275.5643200701,9585165.455888037
2018-01-14,1.257991451,1.555051147,1.239566457,1.37445085,410549.2110605299,10579129.90112856
2018-01-13,1.161658291,1.324371629,1.121808344,1.233210588,256403.90904729007,9490483.05559488
2018-01-12,1.479091872,1.482218177,1.141819454,1.15568584,473199.0447935874,9858725.93748078
2018-01-11,1.410424828,1.497133215,1.233838205,1.473649534,641261.0588030335,10430818.134784743
2018-01-10,1.506383198,1.587158681,1.341245829,1.399743503,963772.6167245152,11176800.302429892
2018-01-09,1.449010413,1.672064383,1.359572086,1.51894771,1019093.61861429,11743681.572285753
2018-01-08,1.570175167,1.570175167,1.427740432,1.496717457,1012901.9827526278,11207254.750461308
2018-01-07,1.59012535,1.686915405,1.470737141,1.571922061,1148284.7318518537,12282116.030454949
2018-01-06,1.567642661,1.749485939,1.353688386,1.611105078,1238173.4516243385,11629166.54487116
2018-01-05,1.667993427,1.842087824,1.402281246,1.56944753,2659620.9964282857,12008349.403850684
2018-01-04,1.45005062,1.902165809,1.361544364,1.662289029,2480510.398111876,12111317.02304692
2018-01-03,1.237547177,1.512065623,1.161154008,1.463546821,1094776.7482290107,10014591.683928031
2018-01-02,1.318340165,1.318340165,1.115815672,1.231424652,1474982.5631286523,9332438.501143498
2018-01-01,1.167941992,1.370805332,1.034315154,1.307149419,2422400.47382258,9226246.446890833
2017-12-31,1.501192023,1.551974696,0.98090269,1.181309603,4675472.314558979,9237720.741632588
2017-12-30,1.584439881,2.145231396,1.422547399,1.481635955,20690272.86263545,13412265.634557094
2017-12-29,0.762279235,2.568392621,0.711385286,1.542655283,4101781.577123746,8712853.917992039
2017-12-28,0.80754118,0.854355274,0.73904174,0.785242937,578348.2541648735,6027351.713343834
2017-12-27,0.716709304,0.834501142,0.663862926,0.811140255,948600.129575978,5959900.498362528
2017-12-26,0.601827796,0.771075441,0.552386556,0.732622462,414202.4029955881,5002711.308043953
2017-12-25,0.534965621,0.599552219,0.484216424,0.599552219,524655.3111059952,4324855.725966775
2017-12-24,0.46697029,0.647033833,0.462262203,0.532445237,439365.1420327853,4165706.813343536
2017-12-23,0.562172445,0.618229598,0.391331728,0.46405987,467493.02907024487,3897148.8070107577
2017-12-22,0.535278361,0.564495755,0.479690312,0.559525161,193602.3945399959,3982855.7480027145
2017-12-21,0.538087701,0.564655851,0.492061241,0.526856756,207517.84275797207,4058070.986722004
2017-12-20,0.548530235,0.610182895,0.519719915,0.537746741,512397.5547067588,4354989.61082625
2017-12-19,0.507418702,0.630388269,0.485672583,0.550917445,206893.8249345897,3986599.1215756647
2017-12-18,0.517678862,0.545253376,0.489249754,0.506501632,62730.70810478625,3906451.5499447095
2017-12-17,0.461787439,0.522693936,0.454287145,0.518966419,74785.3962667168,3650942.93220909
2017-12-16,0.467529671,0.476707729,0.436330014,0.4614315,140860.30233209964,3491142.560704893
2017-12-15,0.452829054,0.473943791,0.422982407,0.469380038,117987.40303479834,3389245.876263285
2017-12-14,0.436422762,0.475429332,0.408522791,0.452265722,501751.176666908,3446095.1795522813
2017-12-13,0.395447647,0.637300285,0.369250035,0.435877449,329659.33814085496,3299955.976789521
2017-12-12,0.377335792,0.434996692,0.377335792,0.394195104,57598.86679364663,3076127.1190216616
2017-12-11,0.440224284,0.441870436,0.351720977,0.389756153,98179.01273801892,2911945.941141474
2017-12-10,0.462480692,0.480536443,0.411570972,0.443005812,136064.4003654338,3366102.985818126
2017-12-09,0.524757223,0.546906925,0.39785783,0.469690339,312022.4876486691,3244324.1333493185
2017-12-08,0.433931155,0.573039778,0.420967391,0.531292451,225502.46300398407,3495614.118222394
2017-12-07,0.372953047,0.448363261,0.372953047,0.448363261,104746.1906282739,2965980.960713431
2017-12-06,0.377997791,0.390177482,0.360739365,0.371872379,500304.7798235968,2821338.8569717435
2017-12-05,0.334994892,0.475796451,0.330210424,0.372619451,408610.2377243149,2751222.1392284534
2017-12-04,0.322598986,0.353998021,0.320200025,0.334571588,27464.72963461735,2531390.862732028
2017-12-03,0.323571105,0.338591507,0.31948615,0.325713932,22052.87516027259,2484727.7129406123
2017-12-02,0.308314843,0.330601733,0.29267813,0.323883531,40563.68993950015,2318323.269196847
2017-12-01,0.295770362,0.328579393,0.2744917,0.310069067,65373.63676953191,2268782.74407696
2017-11-30,0.346674488,0.377105846,0.282644108,0.291094261,123698.38114502688,2538555.142263706
2017-11-29,0.302268214,0.354417138,0.297375663,0.346540311,60315.31505673225,2431607.8009188334
2017-11-28,0.2863481,0.308189718,0.2863481,0.301869405,36383.19562170485,2276137.626699
2017-11-27,0.291524808,0.293963109,0.275891528,0.285921797,58669.47087870606,2144933.8569489047
2017-11-26,0.263377624,0.290997754,0.259541762,0.290997754,318933.4216632526,2098577.2964283954
2017-11-25,0.253939511,0.330432457,0.243910597,0.263438634,211444.72977891215,1999560.6845785384
2017-11-24,0.252465433,0.26023456,0.247118849,0.251003129,30431.00140698109,1915913.8006427505
2017-11-23,0.246472438,0.263649017,0.243807156,0.252665661,13568.067178384395,1925817.73373544
2017-11-22,0.254116571,0.255360545,0.238218528,0.24624176,72868.94613454671,1881689.300873082
2017-11-21,0.251489085,0.269328942,0.242432511,0.25427876,55767.646022405774,1935768.884350743
2017-11-20,0.265065065,0.266598836,0.244369667,0.25169982,21610.44944152592,1959679.0960123576
2017-11-19,0.258288079,0.26885502,0.244316205,0.265256067,19243.26395447572,1949670.773263028
2017-11-18,0.276748583,0.283932934,0.256226266,0.259338964,40539.44459360803,2054418.2782182845
2017-11-17,0.261846903,0.28394872,0.252025728,0.276854737,19269.37557521797,1998855.9326819184
2017-11-16,0.240079889,0.261263,0.239601504,0.261263,24807.352197549943,1873648.880946863
2017-11-15,0.236405865,0.247782469,0.234218594,0.240074051,22056.948635664277,1802401.039158211
2017-11-14,0.210917677,0.246307684,0.20860839,0.232861648,16669.369283324657,1686611.6096848082
2017-11-13,0.225874938,0.227060391,0.190974969,0.215381539,34982.35314906832,1611879.3888729603
2017-11-12,0.240415577,0.251116858,0.215744185,0.225950821,39148.81333389477,1778645.4946599256
2017-11-11,0.261349349,0.271877855,0.215105247,0.241013375,64820.0607748698,1913196.036370372
2017-11-10,0.244199381,0.266877363,0.239489968,0.260408999,71105.76243544892,1933475.015082444
2017-11-09,0.23701054,0.252039324,0.23345857,0.251681739,52972.873808838194,1821646.8825271567
2017-11-08,0.245446829,0.260415983,0.226315621,0.237266796,180167.0628583587,1824892.3720627928
2017-11-07,0.231859365,0.318971803,0.227706777,0.245397883,138543.5080799641,1840228.3319002488
2017-11-06,0.231202513,0.246144092,0.226133346,0.231468888,35330.49308291492,1767929.579613458
2017-11-05,0.230665986,0.240398145,0.218994591,0.231068647,33643.44089816495,1713158.8996954886
2017-11-04,0.229361854,0.244765462,0.212972378,0.230570393,217112.87137710283,1715410.6060040374
2017-11-03,0.235956568,0.285066782,0.214594385,0.229295328,116017.03450512436,1734002.9350122623
2017-11-02,0.234711004,0.235850169,0.219080228,0.235850169,63034.90468294256,1737959.9593174034
2017-11-01,0.24110996,0.242582165,0.227146096,0.235086868,99219.43070547168,1767737.431995251
2017-10-31,0.244567792,0.286741909,0.227100433,0.242709279,496744.7700286488,1796176.0508233842
2017-10-30,0.203856939,0.346671892,0.200793562,0.248754433,522265.2512755781,1938278.3475039145
2017-10-29,0.202954353,0.219694295,0.197465471,0.203486005,14768.739272166458,1527368.0437952264
2017-10-28,0.206422317,0.216052958,0.191774506,0.202646911,24257.895025258567,1534474.9134467344
2017-10-27,0.207493774,0.22544071,0.202181383,0.206403523,40079.11523641546,1582350.2455513238
2017-10-26,0.211161873,0.23053449,0.198065859,0.207669908,67584.81039732996,1571799.2344363336
2017-10-25,0.197501412,0.225463836,0.184992032,0.211177284,22062.36955117062,1560636.6835718276
2017-10-24,0.213094601,0.213927177,0.194801153,0.198104724,8358.94392689465,1524118.4392130612
2017-10-23,0.216146893,0.222917683,0.200056512,0.21331152,13384.318827730493,1578484.696717714
2017-10-22,0.21584559,0.225184736,0.207860185,0.216148288,25520.44935808154,1635967.3028596514
2017-10-21,0.228571445,0.238339818,0.21420807,0.216196744,19838.49139911316,1707474.503923076
2017-10-20,0.224100856,0.229623079,0.220259949,0.228530402,87161.04045983923,1702498.5757306763
2017-10-19,0.232889822,0.237718364,0.210874801,0.224543885,45300.14365194425,1701259.77403508
2017-10-18,0.24455674,0.248398296,0.228815475,0.232874499,31590.441000033832,1802340.3889413176
2017-10-17,0.278432668,0.289397722,0.235075716,0.244157096,162604.68792109558,1918978.8221279865
2017-10-16,0.234756472,0.301170359,0.23000077,0.277837381,70370.74403225977,1878198.5980933844
2017-10-15,0.240682296,0.258986146,0.230772502,0.233928786,19639.08176267987,1768356.5113923869
2017-10-14,0.244148314,0.283965457,0.232846814,0.240852646,51364.18306518556,1820324.9705272203
2017-10-13,0.216857862,0.270273903,0.213209225,0.243579552,47506.5157346703,1820590.552302925
2017-10-12,0.19914299,0.222753565,0.198622175,0.216683798,28145.30245511095,1567877.2237169729
2017-10-11,0.196423263,0.225843296,0.188071515,0.198925241,54659.89047974471,1515647.875720821
