End,Open,High,Low,Close,Volume,Market Cap
2018-07-31,0.122928577,0.125144283,0.109012708,0.112009425,2972.9710146092457,956824.9183916278
2018-07-30,0.124063247,0.134125312,0.11828883,0.122872047,1600.8518334370422,1029528.4262151172
2018-07-29,0.122943616,0.137037964,0.122761982,0.123520458,2610.9060065263143,1023260.3709058592
2018-07-28,0.131508071,0.134775596,0.122263608,0.122730185,2134.947866845173,1042840.2941899694
2018-07-27,0.135503762,0.142512687,0.124659717,0.132777383,914.3833944667334,1111499.483914305
2018-07-26,0.138618994,0.145234429,0.127051913,0.135774087,4117.957473404848,1090714.5298254192
2018-07-25,0.130160798,0.141697746,0.126693649,0.138618841,2518.3301421571427,1092168.980722931
2018-07-24,0.124201979,0.135310364,0.124201979,0.130160798,645.0974255132173,1057554.0736475617
2018-07-23,0.126908393,0.131500028,0.122696221,0.124201979,450.3294116482672,1034942.0663868366
2018-07-22,0.124959349,0.126908393,0.124203299,0.126908393,3348.7769204801457,1014763.991160468
2018-07-21,0.134267843,0.141934525,0.124959338,0.124959355,2501.6463659424867,1073310.1957808086
2018-07-20,0.130869489,0.14686093,0.130600937,0.134267198,1017.0149286192628,1094092.5077969644
2018-07-19,0.136309321,0.140035951,0.130307651,0.136030715,4464.252326955314,1086716.1323423982
2018-07-18,0.116020526,0.136309321,0.11413436,0.136309321,3017.971626760541,986685.7646358414
2018-07-17,0.111536108,0.122672295,0.110239208,0.116075929,2431.333688145146,940454.8900929032
2018-07-16,0.123627014,0.123627014,0.108252906,0.111536108,2517.123702054154,893815.960234417
2018-07-15,0.109093212,0.123627146,0.108914401,0.123627146,1611.4029653429286,907344.055206074
2018-07-14,0.109204425,0.115275044,0.109093212,0.109093212,800.7354251705877,903522.9671832809
2018-07-13,0.111764845,0.114785978,0.108430153,0.109204425,3438.030792795061,899081.7447065322
2018-07-12,0.114084457,0.117897777,0.111640255,0.111757889,2260.221925210714,923925.0866876144
2018-07-11,0.123003605,0.123003605,0.111513755,0.114084414,4038.323160552939,938487.6212793944
2018-07-10,0.128326636,0.128328691,0.120951372,0.123003605,1448.845350099891,1008725.8884544424
2018-07-09,0.120780324,0.131661751,0.118085434,0.128325978,1984.2232082618211,1005559.1649945552
2018-07-08,0.122469961,0.128128223,0.118857058,0.120780324,1574.1346536492129,992546.133839639
2018-07-07,0.130511372,0.131239543,0.120187883,0.122469961,1269.6260284635205,1024234.7383854196
2018-07-06,0.135227421,0.135227421,0.126991678,0.130510773,2919.70457936173,1073076.719876649
2018-07-05,0.12623182,0.140197749,0.123286366,0.135227421,2575.64942014338,1052560.2666898314
2018-07-04,0.128996363,0.131349667,0.124240632,0.12623182,1972.4007019129465,1027932.6981459646
2018-07-03,0.123809547,0.128997184,0.113145197,0.128984416,2008.886011461926,976487.8872307813
2018-07-02,0.113976281,0.134285085,0.113974258,0.123809547,2458.6417841046573,1002158.0516565208
2018-07-01,0.101719154,0.130403001,0.100499627,0.130403001,2554.090242476006,934263.2859142048
2018-06-30,0.11522407,0.115270433,0.095695163,0.101718137,2788.594915609941,844791.7346212886
2018-06-29,0.122676231,0.126211358,0.107612124,0.115229492,2986.8088185313245,953367.442120855
2018-06-28,0.125237688,0.127789604,0.120635472,0.122676231,1487.5935145272165,992929.6835624586
2018-06-27,0.133495156,0.133943963,0.124947355,0.125242827,1773.208227749498,1044515.6156960512
2018-06-26,0.141276399,0.143887275,0.129068904,0.133495156,1510.7676837543013,1081786.9952893013
2018-06-25,0.142291427,0.14508598,0.122690113,0.141276399,1353.9003380451447,1087076.9514505551
2018-06-24,0.14378985,0.145010695,0.135810521,0.142291427,1656.1247428698846,1137861.882984265
2018-06-23,0.155127208,0.159280362,0.142207735,0.14378985,2476.158417757136,1200587.820094145
2018-06-22,0.154455374,0.167713426,0.153775314,0.155127565,1489.270917910444,1271146.6179070205
2018-06-21,0.154127307,0.157474992,0.151553642,0.154455374,643.2849665537096,1244268.9524516026
2018-06-20,0.154969782,0.157507622,0.153512526,0.154127307,1925.6136106570648,1251773.9334281124
2018-06-19,0.151592984,0.157498836,0.146612772,0.154969782,820.4071723440966,1210514.519744177
2018-06-18,0.156330657,0.156331313,0.15023761,0.151592734,1012.9095987612546,1229750.8619241817
2018-06-17,0.164751217,0.164751217,0.14427214,0.155458092,5895.947052006545,1256358.1306778584
2018-06-16,0.16786563,0.16981103,0.163111794,0.164666659,2901.381076349112,1335675.424784921
2018-06-15,0.158745417,0.167930483,0.155376947,0.167855744,11683.195310214556,1308977.9974294263
2018-06-14,0.183836857,0.19695998,0.143232877,0.158745417,5744.977291846417,1368431.178362035
2018-06-13,0.197689002,0.201004354,0.183833996,0.183836857,4180.261430817517,1539174.4693972724
2018-06-12,0.199330022,0.200675509,0.18793474,0.197878348,2255.7764031135102,1540111.102535342
2018-06-11,0.222271404,0.228637697,0.195316696,0.199330063,2023.6926932748377,1653109.299640025
2018-06-10,0.221842528,0.33686066,0.215916687,0.222273574,6305.99238311264,1796407.5734886725
2018-06-09,0.229124438,0.231064503,0.220948611,0.22184248,8397.767553565809,1818845.6903368
2018-06-08,0.22515879,0.233956019,0.222421041,0.229128167,5836.504007460183,1880400.277314483
2018-06-07,0.232415181,0.238307927,0.223472781,0.225156212,8860.389315093635,1863730.780209296
2018-06-06,0.238802363,0.239642125,0.224956908,0.232415181,3955.850374239905,1866094.144662765
2018-06-05,0.251654274,0.277749222,0.237495968,0.238804622,2734.139717226019,1973291.4178432715
2018-06-04,0.246701955,0.277749222,0.242123594,0.251528967,6818.804723552058,2010245.8612841447
2018-06-03,0.247504015,0.277749222,0.243213242,0.246767425,7020.442077081053,2008918.558708003
2018-06-02,0.238528629,0.277749222,0.233577762,0.247573449,5862.85489468062,1958749.2019830504
2018-06-01,0.230785122,0.277749222,0.229225259,0.238541242,2038.446405452759,1910569.7138219532
2018-05-31,0.239111816,0.277749222,0.228404134,0.230789074,11436.934997569422,1880768.034965449
2018-05-30,0.225772787,0.277749222,0.224498487,0.239046318,8967.553657246355,1889233.8162860807
2018-05-29,0.232377983,0.277749222,0.224583094,0.225910546,14134.938801558905,1852643.1625028916
2018-05-28,0.23333434,0.277749222,0.23034499,0.231934248,2246.49868046933,1880568.714043245
2018-05-27,0.24010844,0.277749222,0.23295337,0.233128888,5709.440344871263,1919561.434888556
2018-05-26,0.249095421,0.277749222,0.23493521,0.240249302,5313.413836079336,1957463.2084060016
2018-05-25,0.251410955,0.257295295,0.241059226,0.24889646,16094.430169432528,2001816.486460154
2018-05-24,0.279985158,0.280303282,0.245917484,0.251821874,14373.230958661765,2122823.2290416434
2018-05-23,0.283200602,0.286988281,0.269851289,0.280319254,8246.994292482457,2246228.8036233103
2018-05-22,0.302903259,0.303270064,0.279098511,0.283297139,26607.136533142195,2342775.509029163
2018-05-21,0.296945763,0.304802927,0.291491406,0.302850507,193088.9279018304,2430896.409568742
2018-05-20,0.289652622,0.470060035,0.276873345,0.296435005,93209.0293731875,2543585.5388934896
2018-05-19,0.279926542,0.289782876,0.269218974,0.289496964,5950.797995338335,2230060.493428804
2018-05-18,0.307772041,0.360802956,0.274735564,0.279993715,5925.617873107529,2456470.7319902745
2018-05-17,0.305956562,0.351482035,0.294085266,0.307793627,5541.912015190742,2458666.447517679
2018-05-16,0.332479363,0.3352284,0.304314117,0.306365677,8006.155594554584,2580411.963498338
2018-05-15,0.319842751,0.336561727,0.301552177,0.332796877,8263.329311132347,2541573.37065255
2018-05-14,0.299976113,0.346755046,0.299976113,0.320267808,9473.067776284468,2494027.779902217
2018-05-13,0.299981694,0.308508297,0.278171727,0.300165,20250.177987706367,2380063.089300168
2018-05-12,0.350814798,0.371669712,0.291291927,0.300063173,39978.263929683904,2591544.1287311167
2018-05-11,0.330472202,0.355835811,0.322934957,0.349213179,12858.614224321736,2708656.811466243
2018-05-10,0.341225164,0.343442398,0.321028435,0.330631774,10727.465959273455,2651755.5506956903
2018-05-09,0.34847366,0.358915331,0.329324777,0.34162821,7477.249549543369,2775794.610698401
2018-05-08,0.3603125,0.367415771,0.339805208,0.348034667,5467.189743945033,2755607.417766002
2018-05-07,0.360818721,0.382104236,0.345628958,0.360211425,8859.210549551568,2848851.908471237
2018-05-06,0.363723126,0.387868599,0.356852677,0.360701175,23658.328111024468,2924512.792180817
2018-05-05,0.378918125,0.383120913,0.349446913,0.363828632,18189.93886773098,2927481.9348359457
2018-05-04,0.368377531,0.385073961,0.355495191,0.379135995,30513.59795819109,2943959.977795746
2018-05-03,0.358717634,0.376427492,0.334022372,0.368184666,29730.465640580205,2827455.594699305
2018-05-02,0.364766166,0.364806754,0.341742463,0.359203045,53597.8716250562,2805443.593946237
2018-05-01,0.400048142,0.407441109,0.361288118,0.364755872,22273.90754043849,3054561.067261663
2018-04-30,0.397340556,0.414486815,0.38071325,0.400174877,29253.180161175573,3157656.5037341216
2018-04-29,0.361595312,0.41641929,0.360106859,0.397125323,29757.510923482456,3067244.1485449546
2018-04-28,0.386776296,0.388442695,0.362786516,0.362786516,27796.626036931782,2958212.663880504
2018-04-27,0.379112848,0.386656543,0.35192034,0.386656543,51894.18704254675,2887866.135125373
2018-04-26,0.438009204,0.451464519,0.359841265,0.377873351,240237.25027365537,3139247.7950359425
2018-04-25,0.365297446,0.540785822,0.364927425,0.439175484,152139.06330954938,3329001.936238731
2018-04-24,0.374737303,0.375640175,0.35663842,0.364989097,27273.961136566377,2879650.8198760147
2018-04-23,0.362768806,0.396037622,0.347408466,0.374915669,29341.77615989548,2938070.281635081
2018-04-22,0.392662186,0.395436567,0.355721937,0.362033957,20889.86091633148,2966349.5172587293
2018-04-21,0.382223428,0.396893732,0.372331428,0.391994649,22850.17359260258,2975543.790350425
2018-04-20,0.365636835,0.382383994,0.356942744,0.382106488,43257.008104960325,2900028.4364895066
2018-04-19,0.316903837,0.365827688,0.312308894,0.365527568,33367.113208797295,2632542.6035005404
2018-04-18,0.313930143,0.334616494,0.313119051,0.316422864,16207.059083471975,2537151.1755334027
2018-04-17,0.351284374,0.354814935,0.30466885,0.313825857,12267.269959074782,2532669.967406269
2018-04-16,0.315016217,0.350979731,0.315016217,0.350979731,15078.232291015158,2639964.5573798288
2018-04-15,0.305082293,0.334350218,0.304299096,0.314504665,26678.45799775203,2484657.7413017484
2018-04-14,0.303076904,0.34489511,0.290944306,0.30473665,23640.871147393496,2444812.824187104
2018-04-13,0.245105122,0.307107528,0.241831884,0.303115909,17849.05910429361,2056787.5662772767
2018-04-12,0.231727175,0.249831215,0.231727175,0.245235371,10342.465519760215,1859476.5467933405
2018-04-11,0.232070292,0.233548693,0.222844813,0.231691702,10635.861108638772,1787864.0401119986
2018-04-10,0.238642312,0.244161598,0.227692894,0.231436398,7185.622530517895,1839515.4194601204
2018-04-09,0.237238493,0.242872844,0.232005106,0.238390327,6103.476039452358,1866264.9693391423
2018-04-08,0.232707046,0.243708267,0.232581586,0.237079876,2346.2844210418184,1861492.2444464888
2018-04-07,0.235492817,0.238080803,0.22644672,0.232543817,8480.277559436829,1802331.0606936745
2018-04-06,0.234389263,0.245220397,0.227441956,0.235366577,12719.623328963278,1818643.4929043583
2018-04-05,0.234886752,0.248325061,0.217324921,0.234406368,10778.536303975769,1790657.6261294207
2018-04-04,0.221840174,0.24545826,0.213645201,0.234950775,9186.760065249258,1788941.9042942838
2018-04-03,0.207315068,0.222052971,0.206248623,0.221638053,8199.875465592617,1665209.592964706
2018-04-02,0.2136911,0.218570955,0.197369891,0.206978849,10448.47473248292,1639206.9343109955
2018-04-01,0.208809059,0.220541306,0.208809059,0.213661564,2813.557910447517,1659623.0469549962
2018-03-31,0.219041409,0.223927503,0.20547721,0.208947628,2822.491651748344,1647028.0967572064
2018-03-30,0.250292688,0.255215982,0.214498395,0.219568739,7494.675740877135,1822084.999850931
2018-03-29,0.254174802,0.256609778,0.24104845,0.250519344,26206.06193117901,1924468.8413999944
2018-03-28,0.285681415,0.289781,0.249566673,0.259813524,17669.944877226735,2074050.9981906065
2018-03-27,0.299115979,0.31001175,0.274500414,0.286226229,6476.571559186721,2267213.984070699
2018-03-26,0.304234523,0.315009595,0.298116798,0.299567087,4536.695942324093,2345233.06372722
2018-03-25,0.317938579,0.320734102,0.306210678,0.307934881,3328.18146369967,2454161.430935004
2018-03-24,0.312764,0.315685514,0.292951252,0.315685514,13942.18286762831,2355411.4332201267
