Open,High,Low,Close,Volume,Market Cap
0.5118450,0.5131800,0.4191760,0.4740450,237,5000000
0.4743410,0.5526650,0.4231770,0.5190800,1500,4300000
0.5192010,0.5503940,0.4605560,0.5361180,1500,4800000
0.5356110,0.5365200,0.3951170,0.4229980,437,5800000
0.4234240,0.4835070,0.3927540,0.4740930,1600,3800000
0.4304530,0.4368400,0.3818520,0.4107610,310,4200000
0.4100110,0.4275820,0.4072090,0.4195850,339,3900000
0.4195850,0.4578760,0.4094520,0.4098190,764,4200000
0.4096550,0.4458260,0.3934040,0.4452000,772,3800000
0.4453560,0.4466830,0.3966580,0.4210850,1300,4400000
0.4213280,0.4486650,0.3817990,0.4411040,1400,3900000
0.4417080,0.4603740,0.4173630,0.4567500,599,4200000
0.4568010,0.4593200,0.4190330,0.4506930,671,4400000
0.4507170,0.4722570,0.4256730,0.4571430,1400,4300000
0.4552280,0.5604150,0.4037740,0.5526990,1800,3900000
0.5524880,0.5533650,0.4058400,0.4526290,1200,5800000
0.4535920,0.5271940,0.4350590,0.4746610,5700,4400000
0.4745950,0.4745950,0.4101800,0.4528870,199,4600000
0.4521200,0.4835700,0.4222330,0.4819570,335,4200000
0.4814140,0.4820350,0.4759730,0.4768010,280,4700000
0.4766960,0.4789570,0.4354610,0.4620560,341,4600000
0.4617290,0.4626270,0.4092160,0.4391580,148,4500000
0.4391750,0.4494950,0.4034570,0.4494950,706,4100000
0.4494590,0.4494590,0.3288440,0.3989360,500,4400000
0.3993010,0.4203280,0.3422840,0.3449400,699,4200000
0.3439410,0.4109300,0.3439410,0.4108050,430,3100000
0.4107150,0.4286910,0.3924010,0.4113230,567,4000000
0.4118040,0.4917930,0.4107770,0.4838850,346,3700000
0.4853180,0.5603880,0.4658990,0.5562880,678,4400000
0.5558480,0.5730810,0.5558480,0.5656860,689,5400000
0.4925470,0.4933600,0.4830380,0.4836580,11,4800000
0.4835590,0.4854740,0.3984460,0.4295740,631,4900000
0.4302110,0.4773600,0.2857370,0.4203700,2000,4000000
0.4127020,0.4216510,0.3143590,0.3552340,340,4300000
0.3549140,0.4370060,0.3143970,0.3172970,627,3900000
0.3168960,0.4240170,0.3153710,0.3643180,104,3000000
0.3650740,0.4413810,0.3358710,0.3809630,1200,3600000
0.3824180,0.4133740,0.3824180,0.4086570,343,3600000
0.4089380,0.4108170,0.3691170,0.3833500,420,4100000
0.3826480,0.3826480,0.3544310,0.3605520,796,3800000
0.3606300,0.3682760,0.3090660,0.3133700,748,3800000
0.3391060,0.3767020,0.3028400,0.3441870,29,3300000
0.3241494,928.17,0.3127468,0.3553754,33,192100000
0.3551422,0.3567872,0.3098704,0.3100758,141,3400000
0.3098251,0.3191375,0.2951735,0.3019161,1200,3000000
0.3019516,0.4287067,0.2672141,0.3503797,2400,3100000
0.3506826,850.19,0.3504751,0.6569902,10700,75100000
0.6568844,842.00,0.5007633,0.5007633,6800,74800000
0.5008852,793.37,0.4986426,0.6270230,7000,731000000
0.6269936,0.6768115,0.5648805,0.6290160,5400,6000000
0.6285066,0.8046910,0.6285066,0.6543689,8300,6600000
0.6541689,0.8190947,0.6509626,0.8094223,4,7400000
0.8086374,0.8198316,0.8050389,0.8076645,4,7900000
0.8104778,0.8153140,0.7691801,0.7732508,3,7800000
0.7701290,0.7722676,0.7165331,0.7380489,3,7100000
0.7383050,0.7642131,0.6613973,0.6647370,2,7000000
0.6642564,0.7742463,0.6587175,0.7487830,3,6900000
0.7480062,0.8144150,0.7480062,0.8137040,4,7600000
0.8139407,0.8258917,0.7693664,0.7761640,3,7800000
0.7780146,0.7907992,0.7710445,0.7866950,3,7600000
0.7875862,0.8050629,0.7566770,0.7566770,3,7600000
0.7567150,0.7750785,0.7518081,0.7715081,3,7500000
0.7713226,0.7966627,0.7583786,0.7599859,9,7600000
0.7599859,0.7599859,0.7599859,0.7599859,26,7400000
0.7599859,0.7599859,0.6848864,0.6848864,14,6800000
0.6848864,0.6848864,0.6848864,0.6848864,10,6700000
0.6848864,0.7715904,0.6848864,0.7715361,8,7400000
0.7715361,0.7840673,0.7715361,0.7830364,11,7600000
0.7830364,0.7830364,0.7830364,0.7830364,16,7700000
0.7830364,0.7830364,0.7830364,0.7830364,17,7700000
0.7830364,0.7830364,0.7830364,0.7830364,12,7700000
0.7830364,0.7830364,0.7830364,0.7830364,30,7700000
0.7830364,0.7830364,0.7830364,0.7830364,21,7700000
0.7830364,0.7830364,0.7830364,0.7830364,53,7700000
0.7830364,0.7830364,0.7830364,0.7830364,11,7700000
0.7830364,0.7830364,0.7830364,0.7830364,32,7700000
0.7830364,0.7830364,0.7830364,0.7830364,12,7700000
0.7830364,sty.13,0.7830364,sty.13,29,10500000
sty.13,sty.13,sty.13,sty.13,34,11000000
sty.13,sty.13,sty.13,sty.13,48,11000000
sty.13,sty.25,sty.13,sty.25,27,11300000
sty.25,sty.25,sty.25,sty.25,27,12200000
sty.25,sty.25,sty.25,sty.25,23,12200000
sty.25,sty.25,sty.25,sty.25,52,12200000
sty.25,sty.25,sty.25,sty.25,52,12200000
sty.25,sty.25,sty.25,sty.25,31,12200000
sty.25,sty.25,sty.25,sty.25,10,12200000
sty.25,sty.25,sty.25,sty.25,59,12200000
sty.25,sty.25,sty.25,sty.25,27,12200000
sty.25,sty.25,sty.25,sty.25,53,12200000
sty.25,sty.25,sty.25,sty.25,28,12200000
sty.25,sty.25,sty.25,sty.25,29,12200000
sty.25,sty.25,sty.25,sty.25,26,12200000
sty.25,sty.25,sty.25,sty.25,33,12200000
