Date,Unnamed: 0,compound,negative,neutral,positive,likes,retweets,Close,market_cap,Volume,order_number,risk_of_PAD
2021-01-27,27,0,0.0545897435897435,0.861,0.0843846153846153,2.333333333333333,0.2051282051282051,0.0014993113189385,0.0,2138905.2549190302,9,0
2021-01-28,28,0,0.0693939393939394,0.8656969696969697,0.0649393939393939,3.6666666666666665,0.5757575757575758,0.0013787686136336,0.0,2218495.4432063666,9,0
2021-01-29,29,0,0.0426818181818181,0.8782954545454547,0.0790227272727272,6.7727272727272725,0.5681818181818182,0.0016464906816413,0.0,2224296.596005591,9,0
2021-01-30,30,0,0.0317857142857142,0.8918571428571428,0.0763809523809523,8.80952380952381,0.6428571428571429,0.0015157596695987,0.0,1977743.080005961,9,0
2021-01-31,31,0,0.0602564102564102,0.861923076923077,0.0778717948717948,9.923076923076923,1.8974358974358967,0.0015218346879035,0.0,1230016.1510045675,9,0
2021-02-01,32,0,0.0456944444444444,0.8601666666666667,0.0941666666666666,3.111111111111111,0.1944444444444444,0.0014961906754416,0.0,1783383.6668415023,9,1
2021-02-02,33,0,0.0481176470588235,0.8292647058823529,0.1226176470588235,9.735294117647058,0.8529411764705882,0.001585226891167,0.0,2270171.532678573,9,1
2021-02-03,34,0,0.0463513513513513,0.8554054054054053,0.0982162162162162,8.567567567567568,2.783783783783784,0.0015447997887348,0.0,2378495.37388209,9,1
2021-02-04,35,0,0.06804,0.84312,0.08884,16.42,2.14,0.0015446051253225,0.0,2320928.180616463,9,1
2021-02-05,36,0,0.0480217391304347,0.8350869565217391,0.116891304347826,5.217391304347826,0.8043478260869565,0.0015267603581747,0.0,1932730.117230513,9,1
2021-02-06,37,0,0.0399523809523809,0.8680952380952381,0.092,7.928571428571429,1.3571428571428572,0.0015521947294608,0.0,39063.56268551487,9,1
2021-02-07,38,0,0.0500555555555555,0.8540833333333333,0.0958888888888888,16.666666666666668,1.6388888888888888,0.0015393961849583,0.0,2602815.209869148,9,1
2021-02-08,39,0,0.0463658536585365,0.8612439024390244,0.092390243902439,11.21951219512195,0.8536585365853658,0.0015013376467647,0.0,2280431.379143216,9,1
2021-02-09,40,0,0.0528095238095238,0.8332142857142857,0.1139523809523809,7.952380952380952,1.880952380952381,0.0016069535398954,0.0,2786041.2337490423,9,1
2021-02-10,41,0,0.0472121212121212,0.8498787878787879,0.1029393939393939,5.9393939393939394,0.3333333333333333,0.0016708048421715,0.0,3117943.8191343825,9,1
2021-02-11,42,0,0.0322363636363636,0.8777999999999999,0.0899454545454545,49.63636363636363,8.690909090909091,0.0017373253684124,0.0,2618934.5411584675,9,1
2021-02-12,43,1,0.0328571428571428,0.8606190476190476,0.1066190476190476,14.428571428571429,1.3333333333333333,0.0017766434684472,0.0,2765354.2250434924,9,1
2021-02-13,44,0,0.04325,0.868825,0.087975,12.75,1.175,0.001919794492955,0.0,2982123.257252776,9,1
2021-02-14,45,0,0.04621875,0.8390625,0.11471875,45.1875,10.375,0.0021488843989599,0.0,2849698.728794659,9,1
2021-02-15,46,0,0.0635555555555555,0.8544666666666667,0.0819555555555555,18.177777777777777,1.9777777777777776,0.0021947620292054,0.0,3294856.926533543,9,1
2021-02-16,47,0,0.042025641025641,0.8703589743589745,0.0876153846153846,4.358974358974359,0.6153846153846154,0.0021115794711262,0.0,1454235.3921781308,9,1
2021-02-17,48,0,0.0376111111111111,0.8915833333333334,0.0708055555555555,5.277777777777778,0.3888888888888889,0.0021541874664328,0.0,1142776.339946342,9,1
2021-02-18,49,0,0.0308461538461538,0.8620769230769232,0.1071025641025641,8.256410256410257,0.5128205128205128,0.0022547236550351,0.0,2040252.704174464,9,1
2021-02-19,50,0,0.068906976744186,0.8562790697674418,0.074860465116279,22.627906976744185,1.3488372093023255,0.0022335067957478,0.0,2135422.535503324,9,1
2021-02-20,51,0,0.0387272727272727,0.8564242424242424,0.1048181818181818,10.090909090909092,0.5151515151515151,0.0027357427871646,0.0,3946760.104603632,9,1
2021-02-21,52,0,0.05575,0.82645,0.117825,20.525,4.825,0.0066322308259835,0.0,5397171.787895885,9,1
2021-02-22,53,0,0.0783243243243243,0.8181621621621621,0.1035675675675675,9.243243243243244,1.054054054054054,0.0060078768962484,0.0,4540472.226862293,9,1
2021-02-23,54,0,0.0597631578947368,0.8332894736842105,0.1069473684210526,5.868421052631579,1.1578947368421053,0.0050758746289857,0.0,3469679.162364529,9,1
2021-02-24,55,0,0.0613076923076923,0.8295384615384614,0.1091025641025641,5.435897435897436,0.4615384615384615,0.0045662769272485,0.0,2345443.424628136,9,1
2021-02-25,56,0,0.0434615384615384,0.8665384615384616,0.0899743589743589,7.82051282051282,1.1538461538461535,0.0043680220150571,0.0,252234.8002663396,9,1
2021-02-26,57,0,0.0535,0.8391578947368421,0.1074736842105263,13.921052631578949,3.131578947368421,0.0046053511160178,0.0,2680414.0599386147,9,1
2021-02-27,58,0,0.0485625,0.84046875,0.11096875,5.65625,0.6875,0.0040979739300297,0.0,2641460.512767644,9,1
2021-02-28,59,0,0.0422894736842105,0.8727105263157894,0.0850263157894736,17.57894736842105,2.1052631578947367,0.0038124954574633,0.0,2189930.294336456,9,1
2021-03-01,60,0,0.0422631578947368,0.8837894736842106,0.0740263157894736,13.052631578947368,1.7105263157894737,0.0035755633991583,0.0,1976018.429696603,9,1
2021-03-02,61,0,0.0322121212121212,0.8971818181818182,0.0706666666666666,15.93939393939394,2.1515151515151514,0.0041900694333835,0.0,2800875.490406748,9,1
2021-03-03,62,0,0.0711904761904761,0.8671428571428572,0.0615952380952381,7.309523809523809,1.119047619047619,0.0041670494801047,0.0,1739368.2551269596,9,1
2021-03-04,63,0,0.0394878048780487,0.8718292682926828,0.0886829268292683,9.707317073170731,0.975609756097561,0.0043231200728991,0.0,1981828.8081334897,9,1
2021-03-05,64,0,0.04334375,0.8603125,0.09625,5.4375,0.90625,0.0040233642019185,0.0,2827116.1014904124,9,1
2021-03-06,65,0,0.0493191489361702,0.8758085106382978,0.0748510638297872,2.3617021276595747,0.3829787234042553,0.0039945795894956,0.0,2496228.3714337363,9,1
2021-03-07,66,0,0.0400555555555555,0.8459444444444445,0.1139444444444444,7.972222222222222,1.3055555555555556,0.0040303188100852,0.0,2124920.2718371777,9,1
2021-03-08,67,0,0.0678181818181818,0.8542500000000001,0.0779090909090909,6.25,0.9318181818181818,0.0038242250268695,0.0,2081693.252113517,9,1
2021-03-09,68,0,0.053925,0.8670249999999999,0.0790749999999999,13.125,2.85,0.003817504400692,0.0,3117234.4341374342,9,1
2021-03-10,69,0,0.0463043478260869,0.8783478260869565,0.0753478260869565,9.804347826086955,0.8913043478260869,0.004229018623414,0.0,3412568.011173804,9,1
2021-03-11,70,0,0.046,0.8652,0.0887777777777777,8.71111111111111,1.3777777777777778,0.0040235994105739,0.0,3982270.757568628,9,1
2021-03-12,71,0,0.0586388888888888,0.8580277777777777,0.0833611111111111,8.055555555555555,1.0,0.0044756761191218,0.0,3732984.309267104,9,1
2021-03-13,72,0,0.0260526315789473,0.8991052631578946,0.0748157894736842,10.5,1.0789473684210529,0.0040201483091833,0.0,4443173.536722233,9,1
2021-03-14,73,0,0.0502857142857142,0.8591836734693877,0.0905510204081632,6.6938775510204085,0.7142857142857143,0.0043181437890486,0.0,1819458.9676876653,9,1
2021-03-15,74,0,0.0319714285714285,0.8922,0.0758285714285714,4.914285714285715,0.3428571428571428,0.0043197601642921,0.0,5055615.865749901,9,1
2021-03-16,75,0,0.056025,0.8363250000000001,0.107625,5.25,1.075,0.0041775562381589,0.0,5000320.561537311,9,1
2021-03-17,76,0,0.0494761904761904,0.8488809523809524,0.1015714285714285,4.619047619047619,0.3571428571428571,0.0041418052376368,0.0,5347159.185655529,9,1
2021-03-18,77,0,0.0359117647058823,0.845764705882353,0.1182647058823529,43.02941176470589,4.205882352941177,0.0045314110005815,0.0,5979846.929940989,9,1
2021-03-19,78,0,0.0535869565217391,0.8650434782608696,0.0814130434782608,9.304347826086955,0.782608695652174,0.0042999486214925,0.0,2534581.832383155,9,1
2021-03-20,79,0,0.0548181818181818,0.849939393939394,0.0952424242424242,21.424242424242426,1.5151515151515151,0.0043109640364209,0.0,59182.28301644308,9,1
2021-03-21,80,0,0.0470731707317073,0.8613170731707317,0.0916097560975609,14.097560975609756,1.0731707317073171,0.0041442340140656,0.0,69793.17845530591,9,1
2021-03-22,81,0,0.0492608695652173,0.8568260869565217,0.093891304347826,7.3478260869565215,0.5869565217391305,0.0040175662696793,0.0,59114.16573137918,9,1
2021-03-23,82,0,0.0376571428571428,0.8652571428571428,0.097,10.742857142857142,2.057142857142857,0.0039490815347936,0.0,60982.9403216025,9,1
2021-03-24,83,0,0.0469761904761904,0.8811428571428572,0.0717857142857142,12.023809523809524,1.2857142857142858,0.0039643612926374,0.0,27541.106997450144,9,1
2021-03-25,84,0,0.0459375,0.85190625,0.1021875,5.9375,0.71875,0.0036111200091298,0.0,81457.78189005025,9,1
2021-03-26,85,0,0.0631875,0.8725,0.0643333333333333,15.854166666666666,2.7291666666666665,0.0034333190996384,0.0,36296.45778522463,9,1
2021-03-27,86,0,0.0275227272727272,0.8774318181818181,0.0950909090909091,10.545454545454543,2.25,0.0036722332965246,0.0,30874.87623989853,9,1
2021-03-28,87,1,0.0355714285714285,0.8469761904761904,0.1174523809523809,17.023809523809526,2.6904761904761907,0.0038148607685875,0.0,49138.35533009944,9,1
2021-03-29,88,1,0.0447179487179487,0.8329743589743589,0.1223333333333333,19.56410256410257,4.230769230769231,0.0040233538660222,0.0,56228.54571000704,9,1
2021-03-30,89,1,0.0380487804878048,0.8361707317073171,0.1257317073170731,9.75609756097561,1.1219512195121952,0.0042100147303816,0.0,89359.84096792799,9,1
2021-03-31,90,0,0.0367368421052631,0.8456842105263158,0.1176052631578947,22.23684210526316,3.263157894736842,0.0049141316470402,0.0,170024.0080797175,9,1
2021-04-01,91,0,0.0656829268292683,0.8435853658536586,0.0906829268292682,12.78048780487805,1.4878048780487805,0.0045486171637681,0.0,106599.00433830197,9,1
2021-04-02,92,0,0.0549787234042553,0.8258297872340425,0.1191702127659574,3.74468085106383,0.4042553191489361,0.0054661434283948,0.0,691526.4791750374,9,1
2021-04-03,93,0,0.0448787878787878,0.8674242424242424,0.0876969696969697,5.545454545454546,0.9696969696969696,0.005180484704315,0.0,299797.76134376635,9,1
2021-04-04,94,1,0.0427586206896551,0.8522758620689656,0.1048965517241379,9.448275862068966,1.4137931034482758,0.004863623676185,0.0,160592.88811519233,9,1
2021-04-05,95,0,0.0459183673469387,0.8595510204081633,0.0945510204081632,10.877551020408164,1.469387755102041,0.0050281718426396,0.0,65716.30554825474,9,1
2021-04-06,96,0,0.0607142857142857,0.8514761904761905,0.0878095238095238,4.642857142857143,0.8571428571428571,0.0051803789752199,0.0,127978.60611221798,9,1
2021-04-07,97,0,0.0575813953488372,0.8401860465116279,0.1021627906976744,7.6976744186046515,0.9767441860465116,0.0049250957210394,0.0,149847.17363063036,9,1
2021-04-08,98,0,0.037125,0.879175,0.0837,10.8,2.075,0.0046101703658691,0.0,177778.50172874358,9,1
2021-04-09,99,0,0.0416666666666666,0.8835277777777778,0.0748055555555555,11.88888888888889,1.25,0.0045839039683132,0.0,56420.97363775696,9,1
2021-04-10,100,0,0.0626279069767441,0.8268372093023256,0.1104883720930232,17.46511627906977,1.5116279069767442,0.0043263063655716,0.0,74674.19582676204,9,1
2021-04-11,101,0,0.0375428571428571,0.8844285714285715,0.0780285714285714,13.2,3.342857142857143,0.0043630663367329,0.0,105478.75105669595,9,1
2021-04-12,102,1,0.0272,0.8533333333333333,0.1194222222222222,16.31111111111111,1.8,0.0044772707794902,0.0,97600.28712283644,9,1
2021-04-13,103,0,0.0569729729729729,0.8797297297297296,0.0632972972972973,51.86486486486486,5.4324324324324325,0.004554763685866,0.0,160994.84363595038,9,1
2021-04-14,104,0,0.0590576923076923,0.8335384615384616,0.1074423076923076,11.961538461538462,0.9423076923076924,0.0045609827574504,0.0,182385.9617815122,9,1
2021-04-15,105,0,0.0464444444444444,0.8476666666666666,0.1058611111111111,25.58333333333333,3.2777777777777777,0.0044351928470501,0.0,184516.5849682137,9,1
2021-04-16,106,0,0.0353,0.86992,0.09474,25.48,4.1,0.0042489955685623,0.0,113019.3049761541,9,1
2021-04-17,107,0,0.0725,0.80653125,0.1209375,40.03125,5.0,0.0042644577267042,0.0,215432.6667312947,9,1
2021-04-18,108,0,0.0456976744186046,0.839953488372093,0.1143488372093023,12.023255813953488,2.7209302325581395,0.0040896243625984,0.0,107384.72959979792,9,1
2021-04-19,109,0,0.0562307692307692,0.8484102564102565,0.0952564102564102,36.71794871794872,2.743589743589744,0.0038965085200062,0.0,177272.3774047838,9,1
2021-04-20,110,0,0.039076923076923,0.8492820512820513,0.1116410256410256,140.4102564102564,41.15384615384615,0.0037995902622764,0.0,68218.79231024058,9,1
2021-04-21,111,0,0.0356279069767441,0.8710232558139535,0.0933720930232558,5.5813953488372094,0.6976744186046512,0.0037457097094401,0.0,106699.18720969673,9,1
2021-04-22,112,0,0.049953488372093,0.8400232558139535,0.1100465116279069,6.8604651162790695,0.8604651162790697,0.0037186513244708,0.0,47956.849177934055,9,1
2021-04-23,113,0,0.0430526315789473,0.8709210526315789,0.0860526315789473,52.81578947368421,3.973684210526316,0.0033476856162592,0.0,96236.75940989546,9,1
2021-04-24,114,0,0.0359,0.8838250000000001,0.080275,3.45,0.875,0.0032598535867348,0.0,159625.98648530338,9,1
2021-04-25,115,0,0.0567777777777777,0.8448222222222223,0.0984,9.22222222222222,1.6888888888888889,0.0031025046073557,0.0,23938.52278303415,9,1
2021-04-26,116,0,0.045170731707317,0.8522439024390244,0.1026585365853658,254.0,74.46341463414635,0.0030266537408985,0.0,24535.96519341587,9,1
2021-04-27,117,0,0.0386666666666666,0.8878333333333334,0.0734722222222222,12.305555555555555,1.2222222222222223,0.0032923446556297,0.0,44052.33206525126,9,1
2021-04-28,118,0,0.0423783783783783,0.8742432432432433,0.0832972972972972,51.08108108108108,6.648648648648648,0.003470304757995,0.0,78228.43557648272,9,1
2021-04-29,119,0,0.043,0.8827209302325582,0.0742093023255813,22.53488372093023,4.116279069767442,0.0032254084957419,0.0,115673.83369476708,9,1
2021-04-30,120,0,0.0515121951219512,0.863731707317073,0.0847560975609756,5.487804878048781,0.2926829268292683,0.0031450048616813,0.0,55668.710421616895,9,1
2021-05-01,121,0,0.0537948717948717,0.8231794871794872,0.1229743589743589,8.846153846153847,1.2820512820512822,0.0033081961620003,0.0,40125.94276400792,9,1
2021-05-02,122,0,0.056325,0.85925,0.0844,6.05,0.9,0.0032809915155447,0.0,56485.97885563919,9,1
2021-05-03,123,0,0.04355,0.8605499999999999,0.0959,21.225,2.225,0.0032633522294201,0.0,35456.34863293706,9,1
2021-05-04,124,0,0.0424523809523809,0.8742380952380954,0.0832857142857143,67.66666666666667,9.571428571428571,0.0031678486046089,0.0,32361.40069651842,9,1
2021-05-05,125,0,0.0485111111111111,0.8606222222222223,0.0908444444444444,23.044444444444444,1.711111111111111,0.002962657975134,0.0,190200.6498531292,9,1
2021-05-06,126,0,0.0748222222222222,0.8427777777777777,0.0824444444444444,12.88888888888889,2.088888888888889,0.0031216164693172,0.0,97686.03159038036,9,1
2021-05-07,127,0,0.047047619047619,0.8366904761904761,0.1163809523809523,16.0,1.2857142857142858,0.0035898655555015,0.0,202252.95018856216,9,1
2021-05-08,128,0,0.0350232558139534,0.8442093023255814,0.1207441860465116,31.2093023255814,4.348837209302325,0.0036735275946555,0.0,57457.84472749675,9,1
2021-05-09,129,0,0.0540277777777777,0.8293055555555555,0.1166944444444444,13.166666666666666,1.6111111111111112,0.0032261416235259,0.0,104306.86750460631,9,1
2021-05-10,130,0,0.0512545454545454,0.8462181818181819,0.1025272727272727,48.92727272727273,8.763636363636364,0.0034390386344815,0.0,93647.43381472662,9,1
2021-05-11,131,0,0.07,0.829625,0.1003125,9.5625,0.75,0.0032732748735625,0.0,117329.8163476032,9,1
2021-05-12,132,0,0.0463684210526315,0.8576315789473685,0.096,15.236842105263158,2.6842105263157894,0.0034984661358596,0.0,129827.9365335977,9,1
2021-05-13,133,0,0.0626590909090909,0.8534772727272727,0.083840909090909,9.977272727272728,1.5454545454545454,0.0037564671032915,0.0,357290.7197164462,9,1
2021-05-14,134,0,0.0697222222222222,0.8323611111111111,0.0979444444444444,13.61111111111111,3.5277777777777777,0.0054235259120336,0.0,1295383.795359843,9,1
2021-05-15,135,0,0.0516976744186046,0.8390697674418605,0.1092558139534883,17.441860465116278,4.0,0.0054086630672255,0.0,607008.0413213432,9,1
2021-05-16,136,0,0.0509782608695652,0.8641739130434783,0.0848695652173913,38.23913043478261,4.956521739130435,0.0046899971182133,0.0,190277.75451990688,9,1
2021-05-17,137,0,0.0506486486486486,0.8345135135135134,0.1147837837837837,11.08108108108108,1.1891891891891893,0.0044261546925484,0.0,183356.39923657163,9,1
2021-05-18,138,0,0.0712,0.8629600000000001,0.06588,13.5,2.56,0.0038798696323767,0.0,121435.9472420893,9,1
2021-05-19,139,1,0.0422333333333333,0.8371666666666666,0.1206,18.83333333333333,2.1666666666666665,0.003772719864076,0.0,44526.34151590541,9,1
2021-05-20,140,0,0.0659787234042553,0.8401914893617021,0.0938936170212766,4.787234042553192,0.9787234042553192,0.0030276307640887,0.0,233024.75645937023,9,1
2021-05-21,141,0,0.0774615384615384,0.8364615384615385,0.086076923076923,56.84615384615385,4.358974358974359,0.0031253641690358,0.0,100670.63744580896,9,1
2021-05-22,142,0,0.0408205128205128,0.8661794871794871,0.093,8.846153846153847,1.1538461538461535,0.0027753395794547,0.0,98194.40972203758,9,1
2021-05-23,143,0,0.0579361702127659,0.8552127659574468,0.0868085106382978,8.191489361702128,1.6595744680851063,0.0026732020092604,0.0,55992.71642533598,9,1
2021-05-24,144,0,0.0313548387096774,0.869,0.0996129032258064,11.935483870967742,1.5161290322580645,0.0023048382668185,0.0,167626.81624286616,9,1
2021-05-25,145,1,0.0457441860465116,0.8219302325581395,0.1323720930232558,23.162790697674417,2.395348837209302,0.0025329075837255,0.0,84969.50632543767,9,1
2021-05-26,146,0,0.0602790697674418,0.8591627906976744,0.0805581395348837,17.837209302325583,2.372093023255814,0.0025436403838454,0.0,84992.1794463018,9,1
2021-05-27,147,0,0.04021875,0.88278125,0.077,16.21875,3.0625,0.0026186787401047,0.0,55167.359939487775,9,1
2021-05-28,148,0,0.04765,0.8900500000000001,0.062325,13.925,2.725,0.0026055224997984,0.0,36842.62849848315,9,1
2021-05-29,149,0,0.0499230769230769,0.8247692307692307,0.1253333333333333,5.384615384615385,0.7692307692307693,0.0025592067831026,0.0,46875.15062759811,9,1
2021-05-30,150,0,0.0508863636363636,0.8756136363636364,0.0734545454545454,3.6818181818181817,0.25,0.0025114927292482,0.0,31127.350115469817,9,1
2021-05-31,151,0,0.03605,0.88445,0.0795749999999999,10.9,2.0,0.0025664694987299,0.0,17121.57583782438,9,1
2021-06-01,152,0,0.0478125,0.84853125,0.1036875,14.34375,2.65625,0.0025639778333072,0.0,21093.502702572463,9,1
2021-06-02,153,0,0.0526458333333333,0.8255416666666666,0.1218541666666666,54.54166666666666,9.583333333333334,0.002482434368018,0.0,27142.22869105179,9,1
2021-06-03,154,0,0.046975,0.8763,0.076675,23.6,3.7,0.0024989650366442,0.0,12341.04305210342,9,1
2021-06-04,155,1,0.0429512195121951,0.8258536585365853,0.1311219512195122,48.90243902439025,10.902439024390244,0.0025491322776358,0.0,16961.416198141356,9,1
2021-06-05,156,0,0.065188679245283,0.8527735849056605,0.082,9.320754716981131,1.9433962264150944,0.0023952107781992,0.0,41867.548463221785,9,1
2021-06-06,157,0,0.0560967741935483,0.8683548387096774,0.0755806451612903,8.806451612903226,1.5806451612903225,0.0024105358086372,0.0,22632.12169890865,9,1
2021-06-07,158,0,0.0808222222222222,0.8304888888888888,0.0887333333333333,15.0,2.511111111111111,0.0023527321373985,0.0,17714.30875136321,9,1
2021-06-08,159,0,0.0505675675675675,0.8385405405405405,0.1108648648648648,6.243243243243243,1.027027027027027,0.002347882174356,0.0,22710.892539004013,9,1
2021-06-09,160,0,0.0781111111111111,0.8357777777777777,0.0861111111111111,9.962962962962964,0.9629629629629628,0.0024370556857054,0.0,58845.95242093611,9,1
2021-06-10,161,0,0.0503090909090909,0.8287636363636364,0.1209454545454545,8.781818181818181,6.090909090909091,0.0023957772550192,0.0,28813.520850561054,9,1
2021-06-11,162,0,0.075,0.816780487804878,0.1082926829268292,42.21951219512195,15.365853658536585,0.0023550157390799,0.0,14427.275454720782,9,1
2021-06-12,163,0,0.0556756756756756,0.8341351351351352,0.1101351351351351,8.594594594594595,1.4054054054054057,0.0023344432465486,0.0,13162.986833299065,9,1
2021-06-13,164,0,0.0577727272727272,0.8237272727272728,0.1185454545454545,3.772727272727273,0.4090909090909091,0.0022585805586697,0.0,17749.73162810686,9,1
2021-06-14,165,0,0.0781590909090909,0.8230909090909091,0.0987499999999999,7.204545454545454,0.8863636363636364,0.0022897496094855,0.0,12225.606209086603,9,1
2021-06-15,166,0,0.0463809523809523,0.8672857142857143,0.0864047619047619,14.023809523809524,3.0,0.0021679001853163,0.0,90252.6869774292,9,1
2021-06-16,167,0,0.0469444444444444,0.8580000000000001,0.0950277777777777,4.805555555555555,0.4444444444444444,0.0022345545514396,0.0,5256.0092387013165,9,0
2021-06-17,168,0,0.0523414634146341,0.8898292682926828,0.0578536585365853,22.902439024390244,5.073170731707317,0.0022158047297835,0.0,4443.002127427145,9,0
2021-06-18,169,0,0.0512894736842105,0.8698684210526316,0.0788421052631579,10.0,2.526315789473684,0.0022115476853525,0.0,5638.796385676389,9,0
2021-06-19,170,1,0.0489523809523809,0.8268809523809524,0.1241904761904762,4.880952380952381,0.5714285714285714,0.0021576923253311,0.0,18793.29284542268,9,0
2021-06-20,171,0,0.0628709677419354,0.8305161290322581,0.1067096774193548,2.5161290322580645,0.6774193548387096,0.0021696146572775,0.0,8391.383201763765,9,0
2021-06-21,172,0,0.0513157894736842,0.8636578947368422,0.0850526315789473,29.71052631578948,5.052631578947368,0.0022011236151568,0.0,30797.17397352508,9,0
2021-06-22,173,0,0.0637317073170731,0.8273170731707318,0.1089756097560975,5.097560975609756,1.8780487804878048,0.0019101411666319,0.0,49113.24893642969,9,0
2021-06-23,174,0,0.053078947368421,0.8358947368421052,0.1109473684210526,77.73684210526316,21.36842105263158,0.0016741529115067,0.0,42405.81566136247,9,0
2021-06-24,175,0,0.0413846153846153,0.8418461538461539,0.1167435897435897,17.025641025641026,1.4871794871794872,0.0016670857494115,0.0,25957.48035728176,9,0
2021-06-25,176,0,0.0715192307692307,0.8198076923076923,0.1087115384615384,10.961538461538462,1.865384615384616,0.0016326644768825,0.0,13523.578579129227,9,0
2021-06-26,177,0,0.080258064516129,0.8260645161290323,0.0936774193548387,10.258064516129032,2.774193548387097,0.0016004475193503,0.0,13541.800555030277,9,0
2021-06-27,178,0,0.06318,0.8447,0.09212,2.8,0.2,0.0015755491551293,0.0,7497.094075847132,9,0
2021-06-28,179,0,0.05090625,0.8624375,0.0866875,13.6875,0.46875,0.0015898636995977,0.0,10230.064744624417,9,0
2021-06-29,180,0,0.0488775510204081,0.8450408163265305,0.1061428571428571,5.081632653061225,1.0408163265306123,0.0015883068344101,0.0,27494.41915551099,9,0
2021-06-30,181,0,0.0396129032258064,0.8769354838709676,0.0834516129032258,13.96774193548387,0.2903225806451613,0.0015882325754972,0.0,19855.627677121352,9,0
