Date,Open,High,Low,Close,Volume,Market Cap,Time Open,Time High,Time Low,Time Close
2023-07-20,7.819921e-12,7.837988e-12,7.819921e-12,7.831263e-12,0.97,0,2023-07-20T00:00:00.000Z,2023-07-20T23:26:00.000Z,2023-07-20T00:00:00.000Z,2023-07-20T23:59:59.999Z
2023-07-19,7.728823e-12,7.824604e-12,7.724953e-12,7.818578e-12,43.56,0,2023-07-19T00:00:00.000Z,2023-07-19T14:05:00.000Z,2023-07-19T09:52:00.000Z,2023-07-19T23:59:59.999Z
2023-07-18,7.865375e-12,1.2221901e-11,7.726431e-12,7.729233e-12,7630.53,0,2023-07-18T00:00:00.000Z,2023-07-18T09:58:00.000Z,2023-07-18T22:08:00.000Z,2023-07-18T23:59:59.999Z
2023-07-17,7.845052e-12,7.87036e-12,7.837868e-12,7.864554e-12,9.39,0,2023-07-17T00:00:00.000Z,2023-07-17T23:05:00.000Z,2023-07-17T02:03:00.000Z,2023-07-17T23:59:59.999Z
2023-07-16,7.828121e-12,7.858509e-12,7.826987e-12,7.843912e-12,6.91,0,2023-07-16T00:00:00.000Z,2023-07-16T13:16:00.000Z,2023-07-16T00:01:00.000Z,2023-07-16T23:59:59.999Z
2023-07-15,7.945375e-12,7.950331e-12,7.824269e-12,7.82701e-12,89.13,0,2023-07-15T00:00:00.000Z,2023-07-15T02:59:00.000Z,2023-07-15T14:37:00.000Z,2023-07-15T23:59:59.999Z
2023-07-14,8.165222e-12,8.391805e-12,7.941922e-12,7.945253e-12,416.31,0,2023-07-14T00:00:00.000Z,2023-07-14T17:45:00.000Z,2023-07-14T23:27:00.000Z,2023-07-14T23:59:59.999Z
2023-07-13,8.126846e-12,8.18217e-12,8.10262e-12,8.164943e-12,44.72,0,2023-07-13T00:00:00.000Z,2023-07-13T12:36:00.000Z,2023-07-13T00:22:00.000Z,2023-07-13T23:59:59.999Z
2023-07-12,9.54176e-12,9.579277e-12,8.126012e-12,8.127762e-12,680.07,0,2023-07-12T00:00:00.000Z,2023-07-12T13:29:00.000Z,2023-07-12T23:35:00.000Z,2023-07-12T23:59:59.999Z
2023-07-11,1.0235029e-11,1.0376644e-11,9.54004e-12,9.543398e-12,239.79,0,2023-07-11T00:00:00.000Z,2023-07-11T09:37:00.000Z,2023-07-11T21:54:00.000Z,2023-07-11T23:59:59.999Z
2023-07-10,1.0039695e-11,1.2024222e-11,9.909433e-12,1.0235028e-11,2602.46,0,2023-07-10T00:00:00.000Z,2023-07-10T07:58:00.000Z,2023-07-10T03:06:00.000Z,2023-07-10T23:59:59.999Z
2023-07-09,1.040989e-11,1.055481e-11,9.836332e-12,1.0039515e-11,1353.54,0,2023-07-09T00:00:00.000Z,2023-07-09T21:18:00.000Z,2023-07-09T16:42:00.000Z,2023-07-09T23:59:59.999Z
2023-07-08,1.0088151e-11,1.0973306e-11,8.775611e-12,1.0408869e-11,2899.55,0,2023-07-08T00:00:00.000Z,2023-07-08T19:24:00.000Z,2023-07-08T13:30:00.000Z,2023-07-08T23:59:59.999Z
2023-07-07,4.641585e-12,2.1959407e-11,4.20015e-12,1.008943e-11,69601.62,0,2023-07-07T00:00:00.000Z,2023-07-07T18:55:00.000Z,2023-07-07T17:55:00.000Z,2023-07-07T23:59:59.999Z
2023-07-06,5.916044e-12,5.951202e-12,2.865101e-12,4.641609e-12,3.85,0,2023-07-06T00:00:00.000Z,2023-07-06T09:33:00.000Z,2023-07-06T20:06:00.000Z,2023-07-06T23:59:59.999Z
2023-07-05,6.140413e-12,6.140556e-12,3.398374e-12,5.917333e-12,104.89,0,2023-07-05T00:00:00.000Z,2023-07-05T00:01:00.000Z,2023-07-05T12:49:00.000Z,2023-07-05T23:59:59.999Z
2023-07-04,6.235944e-12,8.003685e-12,5.788848e-12,6.139182e-12,69.01,0,2023-07-04T00:00:00.000Z,2023-07-04T03:06:00.000Z,2023-07-04T21:40:00.000Z,2023-07-04T23:59:59.999Z
2023-07-03,6.241437e-12,1.1302917e-11,5.000569e-12,8.000402e-12,2143.76,0,2023-07-03T00:00:00.000Z,2023-07-03T00:03:00.000Z,2023-07-03T19:45:00.000Z,2023-07-03T23:59:59.999Z
