,Date,compound,negative,neutral,positive,likes,retweets
0,2020-12-31,0,0.05888235294117646,0.8343529411764705,0.10676470588235294,3.3823529411764706,0.4117647058823529
1,2021-01-01,0,0.0728,0.8355777777777778,0.09166666666666666,7.933333333333334,0.6
2,2021-01-02,0,0.08594285714285714,0.8311428571428572,0.0828857142857143,6.3428571428571425,0.3142857142857143
3,2021-01-03,0,0.0617,0.8707,0.0676,4.325,0.925
4,2021-01-04,0,0.06428947368421052,0.835578947368421,0.10013157894736842,17.263157894736842,1.4736842105263157
5,2021-01-05,0,0.053476190476190476,0.8605238095238096,0.08595238095238095,6.880952380952381,0.5952380952380952
6,2021-01-06,0,0.04453658536585366,0.8360243902439025,0.11948780487804878,22.365853658536587,1.7560975609756098
7,2021-01-07,0,0.06168181818181818,0.8389545454545455,0.09938636363636365,2.477272727272727,0.18181818181818182
8,2021-01-08,0,0.05384210526315789,0.8647368421052631,0.08139473684210526,3.8421052631578947,0.5526315789473685
9,2021-01-09,0,0.04547368421052631,0.8572368421052632,0.0973157894736842,11.81578947368421,0.8157894736842105
10,2021-01-10,0,0.0484054054054054,0.8829729729729731,0.06864864864864866,2.2162162162162162,0.13513513513513514
11,2021-01-11,0,0.05342222222222222,0.8412888888888889,0.1053111111111111,32.31111111111111,15.4
12,2021-01-12,0,0.07244736842105264,0.8193947368421053,0.10807894736842105,5.078947368421052,0.18421052631578946
13,2021-01-13,0,0.05028571428571429,0.8512571428571428,0.09845714285714287,6.057142857142857,1.1714285714285715
14,2021-01-14,0,0.039384615384615386,0.8672051282051282,0.09343589743589743,3.7435897435897436,0.717948717948718
15,2021-01-15,0,0.05646341463414634,0.8687560975609756,0.0747560975609756,8.439024390243903,0.36585365853658536
16,2021-01-16,0,0.04684090909090909,0.8503181818181819,0.10279545454545454,6.25,0.5681818181818182
17,2021-01-17,0,0.0568,0.87668,0.06648,3.28,0.28
18,2021-01-18,1,0.03371794871794872,0.8673076923076923,0.09897435897435897,11.615384615384615,0.6923076923076923
19,2021-01-19,0,0.0911578947368421,0.8238157894736842,0.08513157894736842,3.0789473684210527,0.47368421052631576
20,2021-01-20,0,0.0722,0.8267142857142856,0.10105714285714286,1.4857142857142858,0.37142857142857144
21,2021-01-21,0,0.07161538461538462,0.8351794871794872,0.09315384615384616,6.256410256410256,0.8717948717948718
22,2021-01-22,0,0.060275,0.846575,0.0931,1.425,0.125
23,2021-01-23,0,0.04435714285714286,0.8767857142857144,0.07888095238095238,16.0,3.0476190476190474
24,2021-01-24,0,0.046425,0.8739750000000001,0.079625,3.525,0.5
25,2021-01-25,0,0.04694594594594595,0.8708918918918919,0.08213513513513514,4.918918918918919,0.24324324324324326
26,2021-01-26,0,0.06332499999999999,0.833075,0.1036,6.575,0.375
27,2021-01-27,0,0.05458974358974359,0.861,0.08438461538461538,2.3333333333333335,0.20512820512820512
28,2021-01-28,0,0.0693939393939394,0.8656969696969697,0.06493939393939394,3.6666666666666665,0.5757575757575758
29,2021-01-29,0,0.04268181818181818,0.8782954545454547,0.07902272727272727,6.7727272727272725,0.5681818181818182
30,2021-01-30,0,0.031785714285714285,0.8918571428571428,0.07638095238095238,8.80952380952381,0.6428571428571429
31,2021-01-31,0,0.06025641025641026,0.861923076923077,0.07787179487179487,9.923076923076923,1.8974358974358974
32,2021-02-01,0,0.04569444444444445,0.8601666666666667,0.09416666666666668,3.111111111111111,0.19444444444444445
33,2021-02-02,0,0.04811764705882353,0.8292647058823529,0.12261764705882351,9.735294117647058,0.8529411764705882
34,2021-02-03,0,0.04635135135135136,0.8554054054054053,0.0982162162162162,8.567567567567568,2.7837837837837838
35,2021-02-04,0,0.06804,0.84312,0.08884,16.42,2.14
36,2021-02-05,0,0.04802173913043478,0.8350869565217391,0.11689130434782609,5.217391304347826,0.8043478260869565
37,2021-02-06,0,0.03995238095238095,0.8680952380952381,0.092,7.928571428571429,1.3571428571428572
38,2021-02-07,0,0.050055555555555555,0.8540833333333333,0.09588888888888888,16.666666666666668,1.6388888888888888
39,2021-02-08,0,0.046365853658536585,0.8612439024390244,0.09239024390243904,11.21951219512195,0.8536585365853658
40,2021-02-09,0,0.052809523809523806,0.8332142857142857,0.11395238095238094,7.9523809523809526,1.880952380952381
41,2021-02-10,0,0.04721212121212121,0.8498787878787879,0.10293939393939393,5.9393939393939394,0.3333333333333333
42,2021-02-11,0,0.03223636363636364,0.8777999999999999,0.08994545454545455,49.63636363636363,8.690909090909091
43,2021-02-12,1,0.03285714285714286,0.8606190476190476,0.10661904761904761,14.428571428571429,1.3333333333333333
44,2021-02-13,0,0.04325,0.868825,0.087975,12.75,1.175
45,2021-02-14,0,0.04621875,0.8390625,0.11471875,45.1875,10.375
46,2021-02-15,0,0.06355555555555556,0.8544666666666667,0.08195555555555556,18.177777777777777,1.9777777777777779
47,2021-02-16,0,0.042025641025641026,0.8703589743589745,0.08761538461538461,4.358974358974359,0.6153846153846154
48,2021-02-17,0,0.037611111111111116,0.8915833333333334,0.07080555555555555,5.277777777777778,0.3888888888888889
49,2021-02-18,0,0.03084615384615385,0.8620769230769232,0.1071025641025641,8.256410256410257,0.5128205128205128
50,2021-02-19,0,0.06890697674418605,0.8562790697674418,0.07486046511627907,22.627906976744185,1.3488372093023255
51,2021-02-20,0,0.03872727272727273,0.8564242424242424,0.10481818181818182,10.090909090909092,0.5151515151515151
52,2021-02-21,0,0.05575,0.82645,0.117825,20.525,4.825
53,2021-02-22,0,0.07832432432432433,0.8181621621621621,0.10356756756756756,9.243243243243244,1.054054054054054
54,2021-02-23,0,0.05976315789473684,0.8332894736842105,0.10694736842105264,5.868421052631579,1.1578947368421053
55,2021-02-24,0,0.061307692307692306,0.8295384615384614,0.1091025641025641,5.435897435897436,0.46153846153846156
56,2021-02-25,0,0.04346153846153846,0.8665384615384616,0.08997435897435897,7.82051282051282,1.1538461538461537
57,2021-02-26,0,0.0535,0.8391578947368421,0.1074736842105263,13.921052631578947,3.1315789473684212
58,2021-02-27,0,0.0485625,0.84046875,0.11096875,5.65625,0.6875
59,2021-02-28,0,0.04228947368421052,0.8727105263157894,0.08502631578947369,17.57894736842105,2.1052631578947367
60,2021-03-01,0,0.042263157894736836,0.8837894736842106,0.07402631578947369,13.052631578947368,1.7105263157894737
61,2021-03-02,0,0.03221212121212121,0.8971818181818182,0.07066666666666666,15.93939393939394,2.1515151515151514
62,2021-03-03,0,0.07119047619047619,0.8671428571428572,0.0615952380952381,7.309523809523809,1.119047619047619
63,2021-03-04,0,0.03948780487804878,0.8718292682926828,0.0886829268292683,9.707317073170731,0.975609756097561
64,2021-03-05,0,0.04334375,0.8603125,0.09625,5.4375,0.90625
65,2021-03-06,0,0.04931914893617021,0.8758085106382978,0.07485106382978723,2.3617021276595747,0.3829787234042553
66,2021-03-07,0,0.04005555555555555,0.8459444444444445,0.11394444444444446,7.972222222222222,1.3055555555555556
67,2021-03-08,0,0.06781818181818182,0.8542500000000001,0.07790909090909091,6.25,0.9318181818181818
68,2021-03-09,0,0.053925,0.8670249999999999,0.07907499999999999,13.125,2.85
69,2021-03-10,0,0.04630434782608695,0.8783478260869565,0.07534782608695653,9.804347826086957,0.8913043478260869
70,2021-03-11,0,0.046,0.8652,0.08877777777777777,8.71111111111111,1.3777777777777778
71,2021-03-12,0,0.05863888888888889,0.8580277777777777,0.08336111111111111,8.055555555555555,1.0
72,2021-03-13,0,0.02605263157894737,0.8991052631578946,0.07481578947368421,10.5,1.0789473684210527
73,2021-03-14,0,0.05028571428571429,0.8591836734693877,0.09055102040816328,6.6938775510204085,0.7142857142857143
74,2021-03-15,0,0.031971428571428574,0.8922,0.07582857142857143,4.914285714285715,0.34285714285714286
75,2021-03-16,0,0.056025000000000005,0.8363250000000001,0.107625,5.25,1.075
76,2021-03-17,0,0.04947619047619047,0.8488809523809524,0.10157142857142858,4.619047619047619,0.35714285714285715
77,2021-03-18,0,0.03591176470588235,0.845764705882353,0.11826470588235294,43.029411764705884,4.205882352941177
78,2021-03-19,0,0.05358695652173913,0.8650434782608696,0.08141304347826087,9.304347826086957,0.782608695652174
79,2021-03-20,0,0.054818181818181815,0.849939393939394,0.09524242424242425,21.424242424242426,1.5151515151515151
80,2021-03-21,0,0.04707317073170732,0.8613170731707317,0.09160975609756097,14.097560975609756,1.0731707317073171
81,2021-03-22,0,0.04926086956521739,0.8568260869565217,0.09389130434782608,7.3478260869565215,0.5869565217391305
82,2021-03-23,0,0.03765714285714286,0.8652571428571428,0.097,10.742857142857142,2.057142857142857
83,2021-03-24,0,0.04697619047619048,0.8811428571428572,0.07178571428571429,12.023809523809524,1.2857142857142858
84,2021-03-25,0,0.0459375,0.85190625,0.1021875,5.9375,0.71875
85,2021-03-26,0,0.0631875,0.8725,0.06433333333333334,15.854166666666666,2.7291666666666665
86,2021-03-27,0,0.027522727272727275,0.8774318181818181,0.0950909090909091,10.545454545454545,2.25
87,2021-03-28,1,0.03557142857142857,0.8469761904761904,0.11745238095238095,17.023809523809526,2.6904761904761907
88,2021-03-29,1,0.044717948717948715,0.8329743589743589,0.12233333333333334,19.564102564102566,4.230769230769231
89,2021-03-30,1,0.03804878048780488,0.8361707317073171,0.12573170731707317,9.75609756097561,1.1219512195121952
90,2021-03-31,0,0.03673684210526316,0.8456842105263158,0.11760526315789474,22.236842105263158,3.263157894736842
91,2021-04-01,0,0.0656829268292683,0.8435853658536586,0.09068292682926829,12.78048780487805,1.4878048780487805
92,2021-04-02,0,0.054978723404255324,0.8258297872340425,0.11917021276595745,3.74468085106383,0.40425531914893614
93,2021-04-03,0,0.04487878787878788,0.8674242424242424,0.0876969696969697,5.545454545454546,0.9696969696969697
94,2021-04-04,1,0.04275862068965517,0.8522758620689656,0.10489655172413792,9.448275862068966,1.4137931034482758
95,2021-04-05,0,0.04591836734693878,0.8595510204081633,0.09455102040816327,10.877551020408163,1.469387755102041
96,2021-04-06,0,0.06071428571428571,0.8514761904761905,0.08780952380952381,4.642857142857143,0.8571428571428571
97,2021-04-07,0,0.05758139534883721,0.8401860465116279,0.10216279069767441,7.6976744186046515,0.9767441860465116
98,2021-04-08,0,0.037125000000000005,0.879175,0.0837,10.8,2.075
99,2021-04-09,0,0.041666666666666664,0.8835277777777778,0.07480555555555556,11.88888888888889,1.25
100,2021-04-10,0,0.06262790697674418,0.8268372093023256,0.11048837209302326,17.46511627906977,1.5116279069767442
101,2021-04-11,0,0.03754285714285714,0.8844285714285715,0.07802857142857142,13.2,3.342857142857143
102,2021-04-12,1,0.0272,0.8533333333333333,0.11942222222222222,16.31111111111111,1.8
103,2021-04-13,0,0.05697297297297298,0.8797297297297296,0.0632972972972973,51.86486486486486,5.4324324324324325
104,2021-04-14,0,0.05905769230769231,0.8335384615384616,0.10744230769230768,11.961538461538462,0.9423076923076923
105,2021-04-15,0,0.04644444444444445,0.8476666666666666,0.10586111111111111,25.583333333333332,3.2777777777777777
106,2021-04-16,0,0.0353,0.86992,0.09474,25.48,4.1
107,2021-04-17,0,0.0725,0.80653125,0.1209375,40.03125,5.0
108,2021-04-18,0,0.04569767441860465,0.839953488372093,0.11434883720930232,12.023255813953488,2.7209302325581395
109,2021-04-19,0,0.05623076923076923,0.8484102564102565,0.09525641025641025,36.717948717948715,2.7435897435897436
110,2021-04-20,0,0.03907692307692308,0.8492820512820513,0.11164102564102564,140.4102564102564,41.15384615384615
111,2021-04-21,0,0.035627906976744186,0.8710232558139535,0.0933720930232558,5.5813953488372094,0.6976744186046512
112,2021-04-22,0,0.04995348837209303,0.8400232558139535,0.11004651162790698,6.8604651162790695,0.8604651162790697
113,2021-04-23,0,0.04305263157894737,0.8709210526315789,0.08605263157894737,52.81578947368421,3.973684210526316
114,2021-04-24,0,0.0359,0.8838250000000001,0.080275,3.45,0.875
115,2021-04-25,0,0.05677777777777778,0.8448222222222223,0.0984,9.222222222222221,1.6888888888888889
116,2021-04-26,0,0.04517073170731708,0.8522439024390244,0.10265853658536585,254.0,74.46341463414635
117,2021-04-27,0,0.03866666666666666,0.8878333333333334,0.07347222222222222,12.305555555555555,1.2222222222222223
118,2021-04-28,0,0.04237837837837838,0.8742432432432433,0.08329729729729729,51.08108108108108,6.648648648648648
119,2021-04-29,0,0.043,0.8827209302325582,0.07420930232558139,22.53488372093023,4.116279069767442
120,2021-04-30,0,0.051512195121951224,0.863731707317073,0.08475609756097562,5.487804878048781,0.2926829268292683
