Date,Price,market_cap,Volume
2021-04-09,0.0045839039683132,0.0,56420.97363775696
2021-04-10,0.0043263063655716,0.0,74674.19582676204
2021-04-11,0.0043630663367329,0.0,105478.75105669595
2021-04-12,0.0044772707794902,0.0,97600.28712283644
2021-04-13,0.004554763685866,0.0,160994.84363595038
2021-04-14,0.0045609827574504,0.0,182385.9617815122
2021-04-15,0.0044351928470501,0.0,184516.58496821372
2021-04-16,0.0042489955685623,0.0,113019.3049761541
2021-04-17,0.0042644577267042,0.0,215432.6667312947
2021-04-18,0.0040896243625984,0.0,107384.72959979792
2021-04-19,0.0038965085200062,0.0,177272.3774047838
2021-04-20,0.0037995902622764,0.0,68218.79231024058
2021-04-21,0.0037457097094401,0.0,106699.18720969673
2021-04-22,0.0037186513244708,0.0,47956.849177934055
2021-04-23,0.0033476856162592,0.0,96236.75940989546
2021-04-24,0.0032598535867348,0.0,159625.98648530338
2021-04-25,0.0031025046073557,0.0,23938.52278303415
2021-04-26,0.0030266537408985,0.0,24535.96519341587
2021-04-27,0.0032923446556297,0.0,44052.33206525126
2021-04-28,0.003470304757995,0.0,78228.43557648272
2021-04-29,0.0032254084957419,0.0,115673.83369476708
2021-04-30,0.0031450048616813,0.0,55668.710421616895
2021-05-01,0.0033081961620003,0.0,40125.94276400792
2021-05-02,0.0032809915155447,0.0,56485.97885563919
2021-05-03,0.0032633522294201,0.0,35456.34863293706
2021-05-04,0.0031678486046089,0.0,32361.40069651842
2021-05-05,0.002962657975134,0.0,190200.64985312917
2021-05-06,0.0031216164693172,0.0,97686.03159038036
2021-05-07,0.0035898655555015,0.0,202252.95018856216
2021-05-08,0.0036735275946555,0.0,57457.84472749675
2021-05-09,0.0032261416235259,0.0,104306.86750460631
2021-05-10,0.0034390386344815,0.0,93647.43381472662
2021-05-11,0.0032732748735625,0.0,117329.8163476032
2021-05-12,0.0034984661358596,0.0,129827.9365335977
2021-05-13,0.0037564671032915,0.0,357290.7197164462
2021-05-14,0.0054235259120336,0.0,1295383.795359843
2021-05-15,0.0054086630672255,0.0,607008.0413213432
2021-05-16,0.0046899971182133,0.0,190277.75451990688
2021-05-17,0.0044261546925484,0.0,183356.39923657163
2021-05-18,0.0038798696323767,0.0,121435.9472420893
2021-05-19,0.003772719864076,0.0,44526.34151590541
2021-05-20,0.0030276307640887,0.0,233024.75645937023
2021-05-21,0.0031253641690358,0.0,100670.63744580896
2021-05-22,0.0027753395794547,0.0,98194.40972203758
2021-05-23,0.0026732020092604,0.0,55992.71642533598
2021-05-24,0.0023048382668185,0.0,167626.81624286616
2021-05-25,0.0025329075837255,0.0,84969.50632543767
2021-05-26,0.0025436403838454,0.0,84992.1794463018
2021-05-27,0.0026186787401047,0.0,55167.359939487775
2021-05-28,0.0026055224997984,0.0,36842.62849848315
2021-05-29,0.0025592067831026,0.0,46875.15062759811
2021-05-30,0.0025114927292482,0.0,31127.350115469817
2021-05-31,0.0025664694987299,0.0,17121.57583782438
2021-06-01,0.0025639778333072,0.0,21093.502702572463
2021-06-02,0.002482434368018,0.0,27142.22869105179
2021-06-03,0.0024989650366442,0.0,12341.04305210342
2021-06-04,0.0025491322776358,0.0,16961.416198141356
2021-06-05,0.0023952107781992,0.0,41867.548463221785
