Date,Open,High,Low,Close,Volume,market_cap,Time Open,Time High,Time Low,Time Close
2021-12-20,0.835938715945761,0.9142707245594979,0.8263760251962244,0.8798283733247816,4587029517.77,41569511380.44,2021-12-20T00:00:00.000Z,2021-12-20T04:01:03.000Z,2021-12-20T00:19:03.000Z,2021-12-20T23:59:59.999Z
2021-12-19,0.8271785283457296,0.8483337481939046,0.8213096020371161,0.8350331837757853,1576121375.25,39453059810.79,2021-12-19T00:00:00.000Z,2021-12-19T23:10:03.000Z,2021-12-19T01:31:03.000Z,2021-12-19T23:59:59.999Z
2021-12-18,0.7990073970503907,0.8346776052960836,0.7928083322125952,0.8273789355820146,1806931648.17,39091417282.49,2021-12-18T00:00:00.000Z,2021-12-18T11:39:03.000Z,2021-12-18T00:13:03.000Z,2021-12-18T23:59:59.999Z
2021-12-17,0.8059900805341766,0.828594227443332,0.7804215562340582,0.7992909491749818,2364224847.48,37764335881.16,2021-12-17T00:00:00.000Z,2021-12-17T05:29:03.000Z,2021-12-17T14:46:03.000Z,2021-12-17T23:59:59.999Z
2021-12-16,0.8277360276886132,0.8370393315208171,0.8046319339136332,0.8062298984414668,2178245899.74,38092182469.48,2021-12-16T00:00:00.000Z,2021-12-16T02:08:03.000Z,2021-12-16T23:58:03.000Z,2021-12-16T23:59:59.999Z
2021-12-15,0.8117229831812002,0.8400844440893267,0.7798139792999267,0.82743075304947,3088068967.79,39093865517.7,2021-12-15T00:00:00.000Z,2021-12-15T20:40:03.000Z,2021-12-15T15:59:03.000Z,2021-12-15T23:59:59.999Z
2021-12-14,0.7827989740448558,0.8175892171373054,0.7755896587738198,0.7962491258558733,3477802545.45,37620617955.13,2021-12-14T00:00:00.000Z,2021-12-14T12:06:03.000Z,2021-12-14T06:49:03.000Z,2021-12-14T23:59:59.999Z
2021-12-13,0.8413526816241628,0.8459352101569204,0.7644913127576639,0.7828943855092314,2509034504.01,36989642588.05,2021-12-13T00:00:00.000Z,2021-12-13T00:16:03.000Z,2021-12-13T19:43:03.000Z,2021-12-13T23:59:59.999Z
2021-12-12,0.8387451462537729,0.8568213869096303,0.8112060054611554,0.8413235680176845,1628060313.23,39750263455.57,2021-12-12T00:00:00.000Z,2021-12-12T18:15:03.000Z,2021-12-12T10:14:03.000Z,2021-12-12T23:59:59.999Z
2021-12-11,0.8020615812642671,0.8443103520006551,0.7893854736474945,0.8393128698767091,2056974460.77,39655263405.8,2021-12-11T00:00:00.000Z,2021-12-11T16:27:03.000Z,2021-12-11T00:19:03.000Z,2021-12-11T23:59:59.999Z
2021-12-10,0.8610252334857895,0.883410957627647,0.7963275380452138,0.8010973827916161,3267095313.95,37849684984.53,2021-12-10T00:00:00.000Z,2021-12-10T00:36:03.000Z,2021-12-10T23:56:03.000Z,2021-12-10T23:59:59.999Z
2021-12-09,0.8621431095823548,0.9305411166682037,0.8351285901806423,0.8612721395724603,4555815212.81,40692779515.98,2021-12-09T00:00:00.000Z,2021-12-09T10:00:03.000Z,2021-12-09T09:39:03.000Z,2021-12-09T23:59:59.999Z
2021-12-08,0.8175385909031686,0.885621542640935,0.8058975614737439,0.8633072586041923,3038966909.38,40788933386.8,2021-12-08T00:00:00.000Z,2021-12-08T18:40:03.000Z,2021-12-08T03:58:03.000Z,2021-12-08T23:59:59.999Z
2021-12-07,0.8290920785923829,0.8457670124810194,0.8071731818642568,0.8185884371081472,2720124734.87,38676090001.14,2021-12-07T00:00:00.000Z,2021-12-07T11:12:03.000Z,2021-12-07T22:55:03.000Z,2021-12-07T23:59:59.999Z
2021-12-06,0.8060473162734993,0.8318636160962471,0.7523323488292961,0.8282879906666055,3447952787.99,39134367676.94,2021-12-06T00:00:00.000Z,2021-12-06T22:56:03.000Z,2021-12-06T11:16:03.000Z,2021-12-06T23:59:59.999Z
2021-12-05,0.8467088122996064,0.8637749518035726,0.7803999395534011,0.8055949215549653,3553480780.08,38062181528.72,2021-12-05T00:00:00.000Z,2021-12-05T00:19:03.000Z,2021-12-05T15:36:03.000Z,2021-12-05T23:59:59.999Z
2021-12-04,0.9240922050914316,0.9266641694587888,0.6145046853091677,0.8470291953067601,6970805725.87,40019838915.64,2021-12-04T00:00:00.000Z,2021-12-04T00:22:03.000Z,2021-12-04T05:28:03.000Z,2021-12-04T23:59:59.999Z
2021-12-03,0.9734532569253869,0.9853202816088167,0.9059680038008984,0.9222437869873696,2714612021.98,43573524974.92,2021-12-03T00:00:00.000Z,2021-12-03T13:36:03.000Z,2021-12-03T20:20:03.000Z,2021-12-03T23:59:59.999Z
2021-12-02,0.9909150231482798,0.9909150231482798,0.959876726344205,0.9723124130313265,2250871710.75,45908803254.81,2021-12-02T00:00:00.000Z,2021-12-02T00:00:20.000Z,2021-12-02T03:21:18.000Z,2021-12-02T23:59:59.999Z
2021-12-01,0.9981898138256347,1.0182686175365088,0.9820228037763492,0.9909296247448917,2570587577.4,46787835444.72,2021-12-01T00:00:00.000Z,2021-12-01T16:20:08.000Z,2021-12-01T21:31:25.000Z,2021-12-01T23:59:59.999Z
2021-11-30,0.9914879186733307,1.030121065938034,0.9736733699542329,0.9987539217401573,2949826821.23,47100211146.6,2021-11-30T00:00:00.000Z,2021-11-30T15:31:26.000Z,2021-11-30T08:26:10.000Z,2021-11-30T23:59:59.999Z
2021-11-29,0.9698217976727854,1.0029054692062753,0.9663278744914837,0.9919607407690262,2917313727.24,46779851695.56,2021-11-29T00:00:00.000Z,2021-11-29T21:32:04.000Z,2021-11-29T09:45:03.000Z,2021-11-29T23:59:59.999Z
2021-11-28,0.947748513311578,0.9697721208416221,0.8965731680143237,0.9687512756558438,2605488238.82,45685317112.38,2021-11-28T00:00:00.000Z,2021-11-28T23:47:03.000Z,2021-11-28T18:43:03.000Z,2021-11-28T23:59:59.999Z
2021-11-27,0.9400134371922118,0.9672768807674248,0.9365614576594072,0.9471583622366552,2410404613.99,44667017449.99,2021-11-27T00:00:00.000Z,2021-11-27T08:37:03.000Z,2021-11-27T21:22:06.000Z,2021-11-27T23:59:59.999Z
2021-11-26,1.0449163201771703,1.0481365323405034,0.9254455820381833,0.9363501985108245,4293461689.48,44157315527.91,2021-11-26T00:00:00.000Z,2021-11-26T00:16:05.000Z,2021-11-26T08:29:03.000Z,2021-11-26T23:59:59.999Z
2021-11-25,1.0341068041153387,1.0646774994865975,1.0241566967454871,1.0318878289253934,3107133470.81,48662772244.55,2021-11-25T00:00:00.000Z,2021-11-25T18:43:03.000Z,2021-11-25T09:19:03.000Z,2021-11-25T23:59:59.999Z
2021-11-24,1.0671534338560085,1.074548608024025,1.011680684067289,1.0420753002690286,3151964355.91,49143202950.14,2021-11-24T00:00:00.000Z,2021-11-24T00:12:03.000Z,2021-11-24T14:50:03.000Z,2021-11-24T23:59:59.999Z
2021-11-23,1.0370944193762637,1.0717510259148466,1.0233464120262221,1.0670567357905913,3098367613.04,50321301841.37,2021-11-23T00:00:00.000Z,2021-11-23T23:04:03.000Z,2021-11-23T09:37:03.000Z,2021-11-23T23:59:59.999Z
2021-11-22,1.0601256254819202,1.069919180099547,1.0279282543856219,1.0366219718145626,2844568484.55,48886029570.33,2021-11-22T00:00:00.000Z,2021-11-22T13:42:03.000Z,2021-11-22T05:11:03.000Z,2021-11-22T23:59:59.999Z
2021-11-21,1.0967475411737972,1.0980785006164766,1.0591535960175522,1.0601730569955143,2213864918.06,49996674605.72,2021-11-21T00:00:00.000Z,2021-11-21T00:01:03.000Z,2021-11-21T23:56:03.000Z,2021-11-21T23:59:59.999Z
2021-11-20,1.091061530991113,1.101396299737047,1.064302225691639,1.0976460662681873,2575832703.44,51763863310.18,2021-11-20T00:00:00.000Z,2021-11-20T01:57:03.000Z,2021-11-20T15:56:03.000Z,2021-11-20T23:59:59.999Z
2021-11-19,1.040922510574563,1.0991929944535705,1.0205850854713385,1.0914922308644175,3716379231.11,51473654740.71,2021-11-19T00:00:00.000Z,2021-11-19T17:26:03.000Z,2021-11-19T03:45:03.000Z,2021-11-19T23:59:59.999Z
2021-11-18,1.0962808483091262,1.1583310380823615,1.0229195617568985,1.0419540622809151,5394362497.81,49137485490.9,2021-11-18T00:00:00.000Z,2021-11-18T01:41:03.000Z,2021-11-18T17:12:03.000Z,2021-11-18T23:59:59.999Z
2021-11-17,1.0901042756909767,1.1132862650047826,1.0699483670447645,1.0962907156767228,3701959224.93,51699946365.63,2021-11-17T00:00:00.000Z,2021-11-17T13:03:03.000Z,2021-11-17T09:43:03.000Z,2021-11-17T23:59:59.999Z
2021-11-16,1.1746535431121519,1.1746535431121519,1.0537176041061216,1.0909337967347803,4829173280.74,51447319559.6,2021-11-16T00:00:00.000Z,2021-11-16T00:00:03.000Z,2021-11-16T10:14:03.000Z,2021-11-16T23:59:59.999Z
2021-11-15,1.1888237873665466,1.2198826163019185,1.1703198187203845,1.1713707238264741,2850390389.06,55240642586.96,2021-11-15T00:00:00.000Z,2021-11-15T07:02:03.000Z,2021-11-15T21:04:03.000Z,2021-11-15T23:59:59.999Z
2021-11-14,1.1911954082431615,1.199936324212347,1.169415145747045,1.1885967283565175,2210065757.16,56053003302.56,2021-11-14T00:00:00.000Z,2021-11-14T00:25:03.000Z,2021-11-14T17:40:03.000Z,2021-11-14T23:59:59.999Z
2021-11-13,1.1894685753631389,1.2041241636813043,1.1687652582616859,1.1919376939514734,2889142419.42,56210559815.27,2021-11-13T00:00:00.000Z,2021-11-13T16:44:03.000Z,2021-11-13T13:54:03.000Z,2021-11-13T23:59:59.999Z
2021-11-12,1.2162479032801654,1.2338813169520169,1.1570486967275007,1.189354747853632,4230289447.99,56088750725.02,2021-11-12T00:00:00.000Z,2021-11-12T00:26:03.000Z,2021-11-12T16:46:03.000Z,2021-11-12T23:59:59.999Z
2021-11-11,1.1927985674683919,1.2532926315618031,1.178312836594302,1.2183635462305453,4904300952.87,57456775920.13,2021-11-11T00:00:00.000Z,2021-11-11T07:27:03.000Z,2021-11-11T02:42:03.000Z,2021-11-11T23:59:59.999Z
2021-11-10,1.2571854684896975,1.3476618487007666,1.1258284926695539,1.1933728810295776,7430166330.4,56186000040.88,2021-11-10T00:00:00.000Z,2021-11-10T17:31:03.000Z,2021-11-10T21:25:03.000Z,2021-11-10T23:59:59.999Z
2021-11-09,1.2825324367507003,1.2875780616090626,1.232059830546819,1.2589302742109294,5211033825.09,59272552244.73,2021-11-09T00:00:00.000Z,2021-11-09T00:03:03.000Z,2021-11-09T12:15:03.000Z,2021-11-09T23:59:59.999Z
2021-11-08,1.221030163733072,1.2963776001761538,1.221030163733072,1.282377221381555,5547697295.9,60376473907.13,2021-11-08T00:00:00.000Z,2021-11-08T05:29:03.000Z,2021-11-08T00:00:03.000Z,2021-11-08T23:59:59.999Z
2021-11-07,1.1532003416674503,1.2375817819096022,1.1481024070717563,1.2175338844113168,3384556620.17,57323540669.27,2021-11-07T00:00:00.000Z,2021-11-07T19:33:03.000Z,2021-11-07T00:34:03.000Z,2021-11-07T23:59:59.999Z
2021-11-06,1.1606339841496662,1.1733029272737747,1.1087739200492317,1.1524544554442655,2630197378.39,54259491823.57,2021-11-06T00:00:00.000Z,2021-11-06T01:01:03.000Z,2021-11-06T11:06:03.000Z,2021-11-06T23:59:59.999Z
2021-11-05,1.2019171406542906,1.2024041348272907,1.1413748112334126,1.1615327048088728,3572443865.62,54686911054.63,2021-11-05T00:00:00.000Z,2021-11-05T00:01:03.000Z,2021-11-05T15:10:03.000Z,2021-11-05T23:59:59.999Z
2021-11-04,1.2105186559973615,1.253728221991136,1.1669325129648012,1.202002503929923,5210115532.46,56592297184.32,2021-11-04T00:00:00.000Z,2021-11-04T02:04:03.000Z,2021-11-04T15:22:03.000Z,2021-11-04T23:59:59.999Z
2021-11-03,1.1359381555153378,1.2330253645849651,1.1269614659941767,1.208795870180902,6526803610.47,56912140279.91,2021-11-03T00:00:00.000Z,2021-11-03T05:07:03.000Z,2021-11-03T00:24:03.000Z,2021-11-03T23:59:59.999Z
2021-11-02,1.0925768419529027,1.1450940403521812,1.086117090801726,1.1361959054497728,3609677729.0,53494011976.35,2021-11-02T00:00:00.000Z,2021-11-02T16:31:03.000Z,2021-11-02T00:45:03.000Z,2021-11-02T23:59:59.999Z
2021-11-01,1.113152790978179,1.1312152925086856,1.0726574305239265,1.0928674247945191,3655823942.64,51381421184.11,2021-11-01T00:00:00.000Z,2021-11-01T00:53:03.000Z,2021-11-01T04:03:03.000Z,2021-11-01T23:59:59.999Z
2021-10-31,1.0859257162748355,1.1524499058887334,1.0727641031158885,1.1132473431667256,4607785326.87,52339587880.11,2021-10-31T00:00:00.000Z,2021-10-31T05:55:03.000Z,2021-10-31T13:37:03.000Z,2021-10-31T23:59:59.999Z
2021-10-30,1.0813781963739937,1.1142850066082215,1.0643895422026821,1.083949185300819,3261273037.79,50962128039.07,2021-10-30T00:00:00.000Z,2021-10-30T06:00:03.000Z,2021-10-30T22:37:03.000Z,2021-10-30T23:59:59.999Z
2021-10-29,1.0590470754411054,1.0901660379894416,1.05617889340793,1.0815032607309605,3549325709.34,50847132315.3,2021-10-29T00:00:00.000Z,2021-10-29T20:44:03.000Z,2021-10-29T00:17:03.000Z,2021-10-29T23:59:59.999Z
2021-10-28,0.9952387286907394,1.0819390053162345,0.984114480996732,1.0588204558022543,5528214768.08,49780694861.64,2021-10-28T00:00:00.000Z,2021-10-28T09:03:03.000Z,2021-10-28T00:59:03.000Z,2021-10-28T23:59:59.999Z
2021-10-27,1.1079413580046846,1.1251920091786292,0.9702048814608252,0.9954520841355458,6433932055.54,46801415837.96,2021-10-27T00:00:00.000Z,2021-10-27T01:33:03.000Z,2021-10-27T08:10:03.000Z,2021-10-27T23:59:59.999Z
2021-10-26,1.0951105904694574,1.1583430485887265,1.093227930365463,1.1080933392936474,3933349796.39,52097271165.58,2021-10-26T00:00:00.000Z,2021-10-26T21:00:03.000Z,2021-10-26T00:11:03.000Z,2021-10-26T23:59:59.999Z
2021-10-25,1.083307193908181,1.1038673989584213,1.0792059613675988,1.095158037370361,2595663483.21,51413671451.17,2021-10-25T00:00:00.000Z,2021-10-25T16:00:03.000Z,2021-10-25T00:08:03.000Z,2021-10-25T23:59:59.999Z
2021-10-24,1.0948760147126615,1.0965532264189488,1.0580435660928529,1.0842826968060457,2240272601.54,50903113917.36,2021-10-24T00:00:00.000Z,2021-10-24T00:18:03.000Z,2021-10-24T18:44:03.000Z,2021-10-24T23:59:59.999Z
2021-10-23,1.0898362376452333,1.1023858541982452,1.0785052778695292,1.0944972711434728,2236173912.52,51382650889.26,2021-10-23T00:00:00.000Z,2021-10-23T16:21:03.000Z,2021-10-23T11:03:03.000Z,2021-10-23T23:59:59.999Z
2021-10-22,1.0899009803870958,1.1258789968596272,1.0791151167835666,1.0883741190147442,3296407031.51,51095191252.34,2021-10-22T00:00:00.000Z,2021-10-22T15:02:03.000Z,2021-10-22T14:26:03.000Z,2021-10-22T23:59:59.999Z
2021-10-21,1.1454064714071286,1.163670083882604,1.0880849686332408,1.0893153063403513,4035726860.09,51139376561.02,2021-10-21T00:00:00.000Z,2021-10-21T01:39:03.000Z,2021-10-21T23:26:03.000Z,2021-10-21T23:59:59.999Z
2021-10-20,1.0919119951041847,1.1529840742573525,1.0885711456917047,1.1423281216521048,3394782025.04,53550188925.46,2021-10-20T00:00:00.000Z,2021-10-20T19:16:03.000Z,2021-10-20T00:43:03.000Z,2021-10-20T23:59:59.999Z
2021-10-19,1.0838923019663833,1.0999854871741765,1.0723561701421764,1.0920804144180112,2586014628.05,51194671132.94,2021-10-19T00:00:00.000Z,2021-10-19T03:43:03.000Z,2021-10-19T14:27:03.000Z,2021-10-19T23:59:59.999Z
2021-10-18,1.0948344140584079,1.1062191042616265,1.0671028203933477,1.0838420818754702,3186066187.89,50808473633.53,2021-10-18T00:00:00.000Z,2021-10-18T00:41:03.000Z,2021-10-18T13:06:03.000Z,2021-10-18T23:59:59.999Z
2021-10-17,1.1346921016516156,1.1399039673847504,1.0273646550094455,1.0934680948071502,3227519874.1,51259722973.64,2021-10-17T00:00:00.000Z,2021-10-17T10:53:03.000Z,2021-10-17T20:22:03.000Z,2021-10-17T23:59:59.999Z
2021-10-16,1.1414729274264173,1.185520009151314,1.1321191681339062,1.1350961604461802,3776545069.01,53211168217.19,2021-10-16T00:00:00.000Z,2021-10-16T12:20:03.000Z,2021-10-16T02:14:03.000Z,2021-10-16T23:59:59.999Z
2021-10-15,1.1335354893048377,1.1643300816904933,1.103971744165023,1.140550030743107,5364938374.95,53466835375.55,2021-10-15T00:00:00.000Z,2021-10-15T06:19:03.000Z,2021-10-15T09:06:03.000Z,2021-10-15T23:59:59.999Z
2021-10-14,1.127490832968002,1.1564227876830004,1.1193041243613449,1.1323155978570463,3184675622.79,53080820684.69,2021-10-14T00:00:00.000Z,2021-10-14T14:29:03.000Z,2021-10-14T08:00:03.000Z,2021-10-14T23:59:59.999Z
2021-10-13,1.1019657817102673,1.1376895387672012,1.0769792985390676,1.1283921360827949,3675636699.26,52815266691.03,2021-10-13T00:00:00.000Z,2021-10-13T22:25:03.000Z,2021-10-13T09:07:03.000Z,2021-10-13T23:59:59.999Z
2021-10-12,1.1383397082697662,1.1383397082697662,1.0676105234024138,1.101859192676922,3959747372.73,51573371752.85,2021-10-12T00:00:00.000Z,2021-10-12T00:00:03.000Z,2021-10-12T12:41:03.000Z,2021-10-12T23:59:59.999Z
2021-10-11,1.1372996737332983,1.1811038133067588,1.109963188892498,1.1378884395249607,4022773987.56,53259748518.61,2021-10-11T00:00:00.000Z,2021-10-11T07:38:03.000Z,2021-10-11T20:13:03.000Z,2021-10-11T23:59:59.999Z
2021-10-10,1.1602764614998538,1.2276626967059503,1.131306995629221,1.1384529522966635,5165905722.91,53286170975.52,2021-10-10T00:00:00.000Z,2021-10-10T06:58:03.000Z,2021-10-10T23:52:03.000Z,2021-10-10T23:59:59.999Z
2021-10-09,1.0618542451593311,1.2082144651085869,1.059254359238906,1.1599257885700773,4844564004.06,54291223685.59,2021-10-09T00:00:00.000Z,2021-10-09T16:54:03.000Z,2021-10-09T00:08:03.000Z,2021-10-09T23:59:59.999Z
2021-10-08,1.0677635195321715,1.0913702311514215,1.0569268419117361,1.062891293334139,2577289115.24,49749449084.16,2021-10-08T00:00:00.000Z,2021-10-08T09:01:03.000Z,2021-10-08T21:10:03.000Z,2021-10-08T23:59:59.999Z
2021-10-07,1.0771858327768877,1.0932087801501549,1.0462201132762783,1.0680260831838988,3192050513.12,49989786894.61,2021-10-07T00:00:00.000Z,2021-10-07T09:01:03.000Z,2021-10-07T01:35:03.000Z,2021-10-07T23:59:59.999Z
2021-10-06,1.084932690994435,1.1059048523285175,1.0215984613429598,1.0776559470964786,3806090853.55,50440520123.31,2021-10-06T00:00:00.000Z,2021-10-06T15:08:03.000Z,2021-10-06T08:39:03.000Z,2021-10-06T23:59:59.999Z
2021-10-05,1.0416879400758143,1.087493474542641,1.0387896539394237,1.0855031046719563,3251465578.54,50747746963.68,2021-10-05T00:00:00.000Z,2021-10-05T23:53:03.000Z,2021-10-05T00:06:03.000Z,2021-10-05T23:59:59.999Z
2021-10-04,1.055771395523486,1.0598595984904722,1.0107050312064543,1.0430042849274135,3164260800.04,48760908472.51,2021-10-04T00:00:00.000Z,2021-10-04T00:10:03.000Z,2021-10-04T15:03:03.000Z,2021-10-04T23:59:59.999Z
2021-10-03,1.0376884673363136,1.0884383776967816,1.0224916864144022,1.0551699438246798,3496121109.11,49329658369.87,2021-10-03T00:00:00.000Z,2021-10-03T18:45:03.000Z,2021-10-03T00:51:03.000Z,2021-10-03T23:59:59.999Z
2021-10-02,1.0420601324604173,1.0717598502941388,1.0095378851659396,1.0386753065146885,3884936924.25,48558526830.16,2021-10-02T00:00:00.000Z,2021-10-02T20:05:03.000Z,2021-10-02T08:36:03.000Z,2021-10-02T23:59:59.999Z
2021-10-01,0.9537644767463181,1.0639968368442834,0.9453554668468095,1.0426236143412335,5125674348.85,48743111955.39,2021-10-01T00:00:00.000Z,2021-10-01T13:31:03.000Z,2021-10-01T02:51:03.000Z,2021-10-01T23:59:59.999Z
2021-09-30,0.9275130048131083,0.9640814201320438,0.9229191706817989,0.9526360495574208,3051316850.03,44536153773.63,2021-09-30T00:00:00.000Z,2021-09-30T04:04:03.000Z,2021-09-30T00:07:03.000Z,2021-09-30T23:59:59.999Z
2021-09-29,0.894590704612796,0.9903496510439415,0.8879481617746038,0.9283493691670602,3558174319.64,43400740797.17,2021-09-29T00:00:00.000Z,2021-09-29T13:09:03.000Z,2021-09-29T00:20:03.000Z,2021-09-29T23:59:59.999Z
2021-09-28,0.92305890897963,0.9425933080235958,0.8924989473277539,0.8936890053846386,2818990506.0,41780353565.36,2021-09-28T00:00:00.000Z,2021-09-28T11:23:03.000Z,2021-09-28T23:58:03.000Z,2021-09-28T23:59:59.999Z
2021-09-27,0.94595802453465,0.98148704027035,0.92108313020043,0.9236852972927,3014579575.06,43152397719.64,2021-09-27T00:00:00.000Z,2021-09-27T02:03:03.000Z,2021-09-27T20:05:03.000Z,2021-09-27T23:59:59.999Z
2021-09-26,0.94157138921997,0.95669208695029,0.89483353594531,0.94472127725877,3142032668.82,44135149070.76,2021-09-26T00:00:00.000Z,2021-09-26T22:11:03.000Z,2021-09-26T08:23:03.000Z,2021-09-26T23:59:59.999Z
2021-09-25,0.94545720583676,0.95685763807546,0.91962512368694,0.94134180154237,3067009121.19,43977267938.92,2021-09-25T00:00:00.000Z,2021-09-25T04:31:03.000Z,2021-09-25T08:44:03.000Z,2021-09-25T23:59:59.999Z
2021-09-24,1.00245518215691,1.00319651157658,0.89239308750939,0.94592421790621,4425027059.07,44191347619.55,2021-09-24T00:00:00.000Z,2021-09-24T00:08:03.000Z,2021-09-24T11:19:03.000Z,2021-09-24T23:59:59.999Z
2021-09-23,1.00452488011798,1.01647129054877,0.97047867737863,1.00204017563657,3734263357.9,46812952763.1,2021-09-23T00:00:00.000Z,2021-09-23T03:21:16.000Z,2021-09-23T11:52:03.000Z,2021-09-23T23:59:59.999Z
2021-09-22,0.87382439117091,1.00935651323634,0.86962003848664,1.00407600756448,4813963291.54,46908062027.37,2021-09-22T00:00:00.000Z,2021-09-22T22:10:20.000Z,2021-09-22T00:47:08.000Z,2021-09-22T23:59:59.999Z
2021-09-21,0.92234350827221,0.95930818046377,0.86073431844519,0.87632852366318,4787985414.22,40940000990.62,2021-09-21T00:00:00.000Z,2021-09-21T12:14:23.000Z,2021-09-21T21:20:25.000Z,2021-09-21T23:59:59.999Z
2021-09-20,1.04898411765389,1.05040577065412,0.8878504519086,0.91715188861218,5775337510.83,42759674554.77,2021-09-20T00:00:00.000Z,2021-09-20T00:02:03.000Z,2021-09-20T12:40:03.000Z,2021-09-20T23:59:59.999Z
2021-09-19,1.07516813070014,1.08203627325378,1.04180667534547,1.04842798773919,2148537762.63,48880060223.91,2021-09-19T00:00:00.000Z,2021-09-19T08:02:03.000Z,2021-09-19T23:32:03.000Z,2021-09-19T23:59:59.999Z
2021-09-18,1.06591256742751,1.0946164791201,1.05738802219362,1.07566755023888,2308814475.73,50150029617.16,2021-09-18T00:00:00.000Z,2021-09-18T06:21:03.000Z,2021-09-18T00:41:03.000Z,2021-09-18T23:59:59.999Z
2021-09-17,1.09087838302964,1.10231364185911,1.05317063096386,1.06559782291702,2989925803.96,49680556383.25,2021-09-17T00:00:00.000Z,2021-09-17T05:03:03.000Z,2021-09-17T12:09:03.000Z,2021-09-17T23:59:59.999Z
2021-09-16,1.12124418102598,1.12920151470086,1.06809823182116,1.09149754219614,3168621353.7,50888059285.64,2021-09-16T00:00:00.000Z,2021-09-16T00:15:03.000Z,2021-09-16T20:54:03.000Z,2021-09-16T23:59:59.999Z
2021-09-15,1.09693869772486,1.12932146972685,1.08056455126053,1.12135279587976,2997048679.83,52279978058.44,2021-09-15T00:00:00.000Z,2021-09-15T20:05:03.000Z,2021-09-15T06:24:03.000Z,2021-09-15T23:59:59.999Z
2021-09-14,1.06536971566885,1.09765283547902,1.058841546315,1.09657447177768,3378813326.75,51124757110.01,2021-09-14T00:00:00.000Z,2021-09-14T23:39:03.000Z,2021-09-14T00:04:03.000Z,2021-09-14T23:59:59.999Z
2021-09-13,1.11942288,1.12591424,1.02964666938574,1.06467826477805,4391908806.05,49598337463.74,2021-09-13T00:00:00.000Z,2021-09-13T00:06:03.000Z,2021-09-13T14:24:03.000Z,2021-09-13T23:59:59.999Z
2021-09-12,1.08027844,1.12724511,1.0598676,1.11963609,3403286575.57,52158563410.7,2021-09-12T00:00:00.000Z,2021-09-12T23:25:03.000Z,2021-09-12T01:25:03.000Z,2021-09-12T23:59:59.999Z
2021-09-11,1.05659683,1.11130144,1.05330614,1.07990638,3986494411.89,50307743576.21,2021-09-11T00:00:00.000Z,2021-09-11T12:23:03.000Z,2021-09-11T03:44:03.000Z,2021-09-11T23:59:59.999Z
2021-09-10,1.08757358,1.24171894,1.03431682,1.05726704,7726257542.62,49253083572.93,2021-09-10T00:00:00.000Z,2021-09-10T01:46:03.000Z,2021-09-10T21:54:03.000Z,2021-09-10T23:59:59.999Z
