Date,Open,High,Low,Close,Volume,Market Cap,Time Open,Time High,Time Low,Time Close
2021-03-12,289.99910361,290.03475508,253.946655,263.68583121,3960814748.6,40748105861.56,2021-03-12T00:00:00.000Z,2021-03-12T00:01:10.000Z,2021-03-12T13:14:09.000Z,2021-03-12T23:59:59.999Z
2021-03-11,278.50908333,313.11012995,273.37791827,289.79078867,4676132221.54,44782177640.77,2021-03-11T00:00:00.000Z,2021-03-11T14:16:08.000Z,2021-03-11T08:20:10.000Z,2021-03-11T23:59:59.999Z
2021-03-10,293.4238746,295.0706288,268.57849106,279.35802339,4544623649.72,43169973367.2,2021-03-10T00:00:00.000Z,2021-03-10T00:04:08.000Z,2021-03-10T02:11:08.000Z,2021-03-10T23:59:59.999Z
2021-03-09,240.39546961,296.65863836,236.05025111,293.46322088,8676266998.18,45349688817.8,2021-03-09T00:00:00.000Z,2021-03-09T22:37:08.000Z,2021-03-09T00:34:08.000Z,2021-03-09T23:59:59.999Z
2021-03-08,240.17957929,242.68826699,229.44112136,240.31866521,5016770824.12,37137112621.85,2021-03-08T00:00:00.000Z,2021-03-08T00:27:08.000Z,2021-03-08T09:37:08.000Z,2021-03-08T23:59:59.999Z
2021-03-07,226.67274019,243.34313098,225.54637783,240.17921656,5081569246.63,37115563234.61,2021-03-07T00:00:00.000Z,2021-03-07T10:34:08.000Z,2021-03-07T05:12:08.000Z,2021-03-07T23:59:59.999Z
2021-03-06,226.19776882,232.09888609,220.07507956,226.66685132,4489684331.03,35027459802.16,2021-03-06T00:00:00.000Z,2021-03-06T08:28:08.000Z,2021-03-06T13:29:09.000Z,2021-03-06T23:59:59.999Z
2021-03-05,229.83529834,230.36663239,216.27261787,226.37256524,4969642573.0,34981982953.99,2021-03-05T00:00:00.000Z,2021-03-05T14:29:08.000Z,2021-03-05T01:29:08.000Z,2021-03-05T23:59:59.999Z
2021-03-04,241.04549139,249.46561352,226.08494287,229.94506397,5580339594.61,35534051133.02,2021-03-04T00:00:00.000Z,2021-03-04T02:10:09.000Z,2021-03-04T18:55:12.000Z,2021-03-04T23:59:59.999Z
2021-03-03,239.68898307,254.25362407,236.90875833,241.0913696,5827707430.59,37256520784.14,2021-03-03T00:00:00.000Z,2021-03-03T10:01:08.000Z,2021-03-03T00:09:08.000Z,2021-03-03T23:59:59.999Z
2021-03-02,254.95334871,264.16931194,228.64164235,239.52253899,5882262804.22,37014085020.96,2021-03-02T00:00:00.000Z,2021-03-02T00:30:16.000Z,2021-03-02T19:16:08.000Z,2021-03-02T23:59:59.999Z
2021-03-01,209.95130231,259.4910633,209.95130231,254.62993345,5008256560.58,39348672760.5,2021-03-01T00:00:00.000Z,2021-03-01T15:47:10.000Z,2021-03-01T00:00:10.000Z,2021-03-01T23:59:59.999Z
2021-02-28,225.44594103,228.17304578,195.85266987,209.57440411,3129699002.57,32386116331.48,2021-02-28T00:00:00.000Z,2021-02-28T00:20:10.000Z,2021-02-28T18:01:13.000Z,2021-02-28T23:59:59.999Z
2021-02-27,221.98090485,237.17943506,220.09940099,225.2494434,2755271254.14,34808423808.26,2021-02-27T00:00:00.000Z,2021-02-27T06:47:10.000Z,2021-02-27T23:29:10.000Z,2021-02-27T23:59:59.999Z
2021-02-26,235.27028703,238.75501184,210.31076123,221.68042929,4167145957.64,34256894118.13,2021-02-26T00:00:00.000Z,2021-02-26T17:04:10.000Z,2021-02-26T07:43:10.000Z,2021-02-26T23:59:59.999Z
2021-02-25,254.46760565,264.70513367,233.88595612,233.88595612,4059853073.09,36143048172.2,2021-02-25T00:00:00.000Z,2021-02-25T00:44:09.000Z,2021-02-25T23:59:10.000Z,2021-02-25T23:59:59.999Z
2021-02-24,231.12160429,280.08819553,214.52471427,254.35913166,7154121651.12,39306825005.83,2021-02-24T00:00:00.000Z,2021-02-24T09:40:11.000Z,2021-02-24T00:28:09.000Z,2021-02-24T23:59:59.999Z
2021-02-23,267.3644247,268.53684519,190.41246334,230.99425179,8280752930.04,35696185048.45,2021-02-23T00:00:00.000Z,2021-02-23T00:01:10.000Z,2021-02-23T09:13:09.000Z,2021-02-23T23:59:59.999Z
2021-02-22,294.61236996,295.4785873,223.01936315,267.50980645,7885768925.16,41339035406.18,2021-02-22T00:00:00.000Z,2021-02-22T00:01:10.000Z,2021-02-22T14:19:10.000Z,2021-02-22T23:59:59.999Z
2021-02-21,254.53927959,307.58810163,250.54081029,293.92359148,8505963718.53,45420831168.45,2021-02-21T00:00:00.000Z,2021-02-21T14:30:14.000Z,2021-02-21T00:05:10.000Z,2021-02-21T23:59:59.999Z
2021-02-20,332.91844188,334.45504831,227.91374977,255.95373113,9680520705.92,39553242902.32,2021-02-20T00:00:00.000Z,2021-02-20T00:01:10.000Z,2021-02-20T22:42:12.000Z,2021-02-20T23:59:59.999Z
2021-02-19,195.98785607,342.87959279,195.38574404,332.61603256,17982945189.09,51400081847.51,2021-02-19T00:00:00.000Z,2021-02-19T14:55:13.000Z,2021-02-19T00:07:09.000Z,2021-02-19T23:59:59.999Z
2021-02-18,165.0188303,199.45562941,163.27489074,195.93263972,6110987388.82,30278016488.67,2021-02-18T00:00:00.000Z,2021-02-18T17:02:09.000Z,2021-02-18T04:16:09.000Z,2021-02-18T23:59:59.999Z
2021-02-17,130.08013316,175.11614725,127.09211746,164.67009984,5236224271.1,25446929134.14,2021-02-17T00:00:00.000Z,2021-02-17T20:07:09.000Z,2021-02-17T04:47:09.000Z,2021-02-17T23:59:59.999Z
2021-02-16,129.73979382,133.28061453,126.7966373,130.05666054,1925775293.73,20098017961.73,2021-02-16T00:00:00.000Z,2021-02-16T09:49:09.000Z,2021-02-16T21:23:10.000Z,2021-02-16T23:59:59.999Z
2021-02-15,136.27678404,139.21975779,119.73498666,129.56788016,2414986848.42,20022485367.87,2021-02-15T00:00:00.000Z,2021-02-15T00:25:08.000Z,2021-02-15T02:35:08.000Z,2021-02-15T23:59:59.999Z
2021-02-14,133.47377707,138.75676588,128.7317134,136.42651676,2312597445.34,21082369583.07,2021-02-14T00:00:00.000Z,2021-02-14T13:10:10.000Z,2021-02-14T06:04:08.000Z,2021-02-14T23:59:59.999Z
2021-02-13,136.92798712,138.47053083,125.72860218,133.45268257,2116751635.41,20622814702.87,2021-02-13T00:00:00.000Z,2021-02-13T00:10:08.000Z,2021-02-13T11:15:12.000Z,2021-02-13T23:59:59.999Z
2021-02-12,124.15943093,140.24317145,121.72706872,136.94839191,2981627649.86,21163016403.59,2021-02-12T00:00:00.000Z,2021-02-12T12:31:08.000Z,2021-02-12T04:29:08.000Z,2021-02-12T23:59:59.999Z
2021-02-11,129.30523877,131.53569738,119.09625926,124.43425707,2809765027.34,19229172294.5,2021-02-11T00:00:00.000Z,2021-02-11T13:32:08.000Z,2021-02-11T11:59:08.000Z,2021-02-11T23:59:59.999Z
2021-02-10,107.70855687,148.07477153,107.70855687,129.73715081,7000323240.28,20048643233.31,2021-02-10T00:00:00.000Z,2021-02-10T09:04:08.000Z,2021-02-10T00:00:08.000Z,2021-02-10T23:59:59.999Z
2021-02-09,79.80701892,115.13184392,78.44632612,107.89927906,4425849540.38,16673976091.88,2021-02-09T00:00:00.000Z,2021-02-09T16:40:11.000Z,2021-02-09T02:35:08.000Z,2021-02-09T23:59:59.999Z
2021-02-08,68.52555921,79.83154155,67.85923475,79.83154155,2133574290.95,12336590446.72,2021-02-08T00:00:00.000Z,2021-02-08T23:59:08.000Z,2021-02-08T02:55:08.000Z,2021-02-08T23:59:59.999Z
2021-02-07,72.86821713,74.61254552,64.49789838,68.59052075,1493688264.6,10599484196.39,2021-02-07T00:00:00.000Z,2021-02-07T00:24:08.000Z,2021-02-07T16:19:08.000Z,2021-02-07T23:59:59.999Z
2021-02-06,67.85464013,75.40188209,62.2081248,72.73360043,2114553791.92,11239725837.63,2021-02-06T00:00:00.000Z,2021-02-06T10:20:09.000Z,2021-02-06T01:52:07.000Z,2021-02-06T23:59:59.999Z
2021-02-05,56.0108048,68.46396074,56.0108048,67.84556675,1431595318.77,10484364379.67,2021-02-05T00:00:00.000Z,2021-02-05T23:49:07.000Z,2021-02-05T00:00:08.000Z,2021-02-05T23:59:59.999Z
2021-02-04,52.24221033,57.07090989,51.60264311,55.92512552,940905213.97,8642265397.38,2021-02-04T00:00:00.000Z,2021-02-04T22:01:08.000Z,2021-02-04T09:13:07.000Z,2021-02-04T23:59:59.999Z
2021-02-03,51.0501037,52.67743405,49.95558469,52.24263599,714000887.59,8073200034.66,2021-02-03T00:00:00.000Z,2021-02-03T23:40:13.000Z,2021-02-03T08:34:07.000Z,2021-02-03T23:59:59.999Z
2021-02-02,51.55188381,52.91186646,49.38707351,51.05640444,1006694242.38,7889888369.65,2021-02-02T00:00:00.000Z,2021-02-02T11:10:09.000Z,2021-02-02T06:20:08.000Z,2021-02-02T23:59:59.999Z
2021-02-01,44.30907487,52.13868407,43.52419288,51.60769628,1256933735.33,7975081034.01,2021-02-01T00:00:00.000Z,2021-02-01T22:37:07.000Z,2021-02-01T00:34:07.000Z,2021-02-01T23:59:59.999Z
2021-01-31,44.79869943,45.70770902,43.4290746,44.27599213,512545443.39,6842092372.87,2021-01-31T00:00:00.000Z,2021-01-31T00:53:07.000Z,2021-01-31T15:37:07.000Z,2021-01-31T23:59:59.999Z
2021-01-30,42.85351073,44.98825414,42.68006512,44.77227836,533768579.48,6918784866.52,2021-01-30T00:00:00.000Z,2021-01-30T15:49:07.000Z,2021-01-30T02:01:07.000Z,2021-01-30T23:59:59.999Z
2021-01-29,42.38617929,44.00945418,41.90700127,42.8523495,651771602.85,6622092912.22,2021-01-29T00:00:00.000Z,2021-01-29T11:43:07.000Z,2021-01-29T04:23:07.000Z,2021-01-29T23:59:59.999Z
2021-01-28,40.98641768,43.07650825,40.50751763,42.52910584,533847526.99,6572141168.67,2021-01-28T00:00:00.000Z,2021-01-28T22:40:11.000Z,2021-01-28T00:25:07.000Z,2021-01-28T23:59:59.999Z
2021-01-27,41.75617132,42.04783643,39.73079927,40.99487847,519618043.15,6335052741.108132,2021-01-27T00:00:00.000Z,2021-01-27T00:31:09.000Z,2021-01-27T14:53:08.000Z,2021-01-27T23:59:59.999Z
2021-01-26,41.65512898,42.47721623,40.0078334,41.69473571,546536514.31,6443203628.684699,2021-01-26T00:00:00.000Z,2021-01-26T03:13:09.000Z,2021-01-26T14:49:08.000Z,2021-01-26T23:59:59.999Z
2021-01-25,41.87605262,43.35352592,40.63365735,41.62370324,507172505.42,6432226784.1089945,2021-01-25T00:00:00.000Z,2021-01-25T13:28:09.000Z,2021-01-25T21:37:09.000Z,2021-01-25T23:59:59.999Z
