Date,Open,High,Low,Close,Volume,Market Cap
2017-10-11,0.183020842,0.234710544,0.180756488,0.190729086,17678.251619145667,3242907.401489857
2017-10-10,0.235957444,0.23684116,0.182656066,0.182900237,12547.649955103663,3429262.405933892
2017-10-09,0.233173414,0.25488883,0.228454388,0.235942528,8290.732653882356,3734435.460378036
2017-10-08,0.222604594,0.237747313,0.217923144,0.233375302,8545.95961801223,3553118.7209180305
2017-10-07,0.225237397,0.252411342,0.221274326,0.222639987,6955.904426701316,3581313.159215345
2017-10-06,0.231055023,0.247266106,0.213863713,0.219908947,9556.189416803698,3439295.3508483027
2017-10-05,0.263002055,0.269261433,0.22200029,0.230933213,15140.805897727774,3745103.505460298
2017-10-04,0.263386939,0.299730348,0.223770198,0.262944525,20373.509789117485,3883248.564795034
2017-10-03,0.31859633,0.323327892,0.246003568,0.263220915,44484.556515576405,4599041.462910784
2017-10-02,0.238547085,0.394065065,0.238547085,0.322680731,52133.863740881054,5162463.927708765
2017-10-01,0.20728437,0.322392988,0.192009911,0.236860092,36145.64443865688,3578747.094965344
2017-09-30,0.195735,0.232448636,0.163331769,0.232386342,19850.17298076238,2944924.5956250546
2017-09-29,0.184557,0.200614,0.168689,0.198547,14397.746527777776,2860684.8114089444
2017-09-28,0.170109,0.193087,0.159271,0.18863,9775.09375,2747895.762051571
2017-09-27,0.177604,0.192205,0.172546,0.172546,5510.611888111888,2816922.0271335635
2017-09-26,0.181112,0.186785,0.172053,0.177603,4060.5087108013936,2776701.0758629306
2017-09-25,0.179607,0.18566,0.172944,0.181537,3453.0804195804194,2787465.1677155206
2017-09-24,0.171207,0.189154,0.167218,0.179607,10849.947552447553,2804369.8165794946
2017-09-23,0.187824,0.203414,0.151114,0.170136,16160.166666666666,2792964.516901073
2017-09-22,0.165013,0.187809,0.144764,0.187495,6155.377622377622,2453832.818872419
2017-09-21,0.170986,0.17668,0.163947,0.16416,5684.565972222223,2664165.662754205
2017-09-20,0.172333,0.182465,0.160362,0.171126,11729.801393728225,2630902.8021732057
2017-09-19,0.147376,0.182977,0.146629,0.171936,7960.170731707317,2485197.4105826723
2017-09-18,0.149907,0.15678,0.14094,0.147475,4337.484320557492,2384611.912173025
2017-09-17,0.157549,0.169974,0.143561,0.149668,12877.604895104894,2418796.91638634
2017-09-16,0.131407,0.161137,0.12423,0.156036,9206.63763066202,2255548.406365712
2017-09-15,0.159769,0.168011,0.131607,0.131607,7357.423611111111,2335525.088369851
2017-09-14,0.175633,0.175633,0.156112,0.159757,10047.975609756097,2540579.064521528
2017-09-13,0.18462,0.204292,0.174526,0.175578,9254.076655052264,2937441.6481313584
2017-09-12,0.178278,0.190717,0.168649,0.187941,4907.239583333333,2766394.587596936
2017-09-11,0.200443,0.20184,0.16856,0.181509,7323.371527777777,2827311.223440411
2017-09-10,0.199924,0.206672,0.174137,0.198893,6887.777003484321,2975897.644198858
2017-09-09,0.218559,0.224668,0.189784,0.199579,13450.690972222224,3264052.88004312
2017-09-08,0.226337,0.233341,0.216186,0.218619,12157.785714285714,3424708.9976802715
2017-09-07,0.227148,0.241644,0.216523,0.226242,13509.194444444443,3529344.505607486
2017-09-06,0.207767,0.230326,0.194865,0.228811,17737.299651567944,3332130.053579565
2017-09-05,0.242336,0.24986,0.198961,0.210583,12797.652777777776,3427165.7262658286
2017-09-04,0.232943,0.254413,0.226879,0.242281,14311.666666666666,3638898.968050671
2017-09-03,0.235898,0.257518,0.215884,0.232376,19799.912891986063,3611763.829212592
2017-09-02,0.232404,0.251765,0.226844,0.242439,20002.79513888889,3641060.138366492
2017-09-01,0.23814,0.273806,0.225005,0.232517,26464.125,3775122.6848058496
2017-08-31,0.227609,0.238605,0.2185,0.224073,18660.409722222223,3449856.683703755
2017-08-30,0.211643,0.232078,0.208919,0.227741,21114.198606271777,3345225.8808766506
2017-08-29,0.205124,0.253603,0.197026,0.211675,19602.9375,3218243.314552461
2017-08-28,0.216435,0.240031,0.194227,0.204891,15650.795138888889,3166116.8967452724
2017-08-27,0.200033,0.253957,0.19328,0.21649,23833.243902439022,3247004.7377574164
2017-08-26,0.238795,0.250385,0.183382,0.199666,48126.739583333336,3088891.7554199877
2017-08-25,0.27257,0.281301,0.210768,0.239044,26120.8125,3817274.2492419207
2017-08-24,0.263959,0.279969,0.256673,0.273151,17685.07638888889,4091055.655097724
2017-08-23,0.279558,0.282634,0.249585,0.260407,23229.09059233449,4079526.729271239
2017-08-22,0.296958,0.331304,0.263253,0.279398,38640.15972222222,4267106.364731941
2017-08-21,0.298061,0.331298,0.263184,0.2987,35479.038194444445,4334102.813193414
2017-08-20,0.260068,0.311719,0.250494,0.293944,21738.80487804878,4159905.764602709
2017-08-19,0.284563,0.30041,0.249908,0.261941,26205.243055555555,4145403.3528713104
2017-08-18,0.264481,0.295142,0.259264,0.284496,38199.15277777778,4154598.281715458
2017-08-17,0.315537,0.392126,0.259748,0.264456,59268.5625,4909742.54524517
2017-08-16,0.249671,0.323817,0.235201,0.315293,40808.05226480837,3978399.6077654287
2017-08-15,0.269187,0.295722,0.244171,0.248308,31619.972222222223,4019521.122729929
2017-08-14,0.248195,0.34472,0.247896,0.269854,55514.11111111111,4325179.159224314
2017-08-13,0.305127,0.335796,0.241385,0.248914,35065.10452961672,4584283.730932015
2017-08-12,0.327214,0.347687,0.304152,0.30526,32170.135416666668,4834160.634004512
2017-08-11,0.32003,0.416628,0.30175,0.32716,106628.73958333331,5319247.061215358
2017-08-10,0.345928,0.497984,0.176121,0.335617,141153.32986111112,5167371.469382023
2017-08-09,0.409147,0.442501,0.345567,0.345928,105641.7456445993,5919259.62529682
2017-08-08,0.447962,0.49068,0.338598,0.408631,100041.99305555556,6363686.538779488
2017-08-07,0.531923,0.53805,0.420156,0.447939,67826.48958333333,7755192.760494035
2017-08-06,0.473947,0.564728,0.472879,0.521066,82816.07665505227,7817349.699421861
2017-08-05,0.490209,0.498421,0.462242,0.467745,80761.65972222222,7423661.615418838
2017-08-04,0.464039,0.513557,0.444416,0.498641,103670.5,7698963.379068833
2017-08-03,0.484369,0.541366,0.456578,0.479529,92814.28472222222,7724044.732070791
2017-08-02,0.595262,0.615233,0.485582,0.485582,88729.62717770034,8183207.751897418
2017-08-01,0.642031,0.658404,0.578492,0.6065,74175.71180555556,9600572.82538144
2017-07-31,0.641434,0.668836,0.61563,0.649006,71317.64930555556,9633606.203648057
2017-07-30,0.700483,0.704332,0.633049,0.646053,131705.42857142858,9885074.348844737
2017-07-29,0.786137,0.839942,0.637963,0.694832,291356.1736111111,11221006.872227656
2017-07-28,0.747107,0.822649,0.595139,0.697399,229698.10416666663,10850707.384039912
2017-07-27,0.972195,0.984676,0.644318,0.748511,407490.2395833333,12424570.243409405
2017-07-26,1.10354,1.26721,0.775148,0.972676,925074.362369338,16000409.213053573
2017-07-25,0.800207,1.53844,0.800207,1.10994,1092020.3519163765,16616556.548990171
2017-07-24,0.508003,1.01094,0.437967,0.823941,694184.5208333334,8969627.344957104
2017-07-23,1.15508,1.19578,0.353171,0.525859,647221.456445993,13605115.844859574
2017-07-22,1.04556,1.60906,0.860744,1.1203,1169741.795138889,16292640.654662214
2017-07-21,1.93834,1.94031,0.756631,1.08826,1403568.3368055555,22166129.43923501
2017-07-20,2.13193,2.9191,1.05185,1.93292,1625301.986111111,32469006.27825319
2017-07-19,3.52776,3.82515,2.23239,2.27366,2065106.306620209,48332073.28275141
2017-07-18,3.75876,4.46182,3.11269,3.47128,3748649.236111111,57766532.90129254
2017-07-17,2.37872,4.27155,2.32925,3.78766,4052215.173611111,50463956.47275099
2017-07-16,3.22802,3.90465,1.52733,2.4117,3629647.4843205577,38155734.33987745
2017-07-15,4.72634,6.82447,3.09373,3.31352,8064771.763888889,74129565.00075567
2017-07-14,2.64974,6.84069,2.32565,4.84396,7052481.22614841,57277949.92782906
2017-07-13,0.830616,3.52254,0.826556,2.9475,2180205.9035533,22865260.960397456
2017-07-12,0.612021,0.837021,0.566111,0.832525,915844.8397212544,10301468.311858883
2017-07-11,0.85025,0.906224,0.363025,0.61527,1324682.420138889,10662886.49594773
2017-07-10,0.473712,1.41619,0.229689,0.841539,1449040.71875,11235039.167421058
2017-07-09,0.177392,0.57996,0.165012,0.473338,404974.6202090592,6048015.551256646
2017-07-08,0.127273,0.960712,0.115146,0.155755,70325.98263888889,2771835.294211973
2017-07-07,0.0868873,0.127628,0.0720436,0.127468,25141.17013888889,1385609.9973387264
2017-07-06,0.0649227,0.090235,0.050532,0.0898401,5376.388888888889,997568.9941462484
2017-07-05,0.0597952,0.0737618,0.0596592,0.0649284,7482.993031358885,991230.0315949788
2017-07-04,0.0719255,0.0849426,0.0579346,0.0598584,11277.100694444443,1062171.79266501
2017-07-03,0.0737358,0.0828918,0.0673076,0.0720736,2300.6631944444443,1091329.3026983354
2017-07-02,0.0765738,0.0830127,0.0726544,0.0739266,1192.0662020905922,1128327.057825819
2017-07-01,0.0755266,0.0851332,0.0751094,0.0824638,9901.069444444443,1176595.351942146
2017-06-30,0.079283,0.0923249,0.0732361,0.0755719,6123.125,1172396.236388061
2017-06-29,0.0749939,0.085514,0.0633749,0.0794993,1820.4566210045664,1056355.2863781515
2017-06-28,0.0551275,0.0745826,0.0520044,0.0744686,2185.507692307692,876438.156023476
2017-06-27,0.0558855,0.0637844,0.0303121,0.053856,5414.324,813073.7874200701
2017-06-26,0.0557786,0.0738993,0.0526172,0.0560055,5510.34375,941472.3439091432
2017-06-25,0.0810964,0.0813459,0.0548893,0.0557251,6079.996527777777,1107738.3093696958
2017-06-24,0.0824342,0.0982845,0.0755896,0.0810287,9212.191637630662,1239162.5979586083
2017-06-23,0.0622616,0.0898782,0.0622616,0.0824342,3041.399305555556,1072804.5211317951
2017-06-22,0.0518882,0.0677046,0.0518882,0.0622615,11726.84375,859504.9115743856
2017-06-21,0.0816412,0.0899032,0.0516593,0.0518883,17351.149305555555,1034538.2528948508
2017-06-20,0.0796602,0.0935242,0.0796602,0.0816161,4531.6933797909405,1439432.8817274934
2017-06-19,0.0874693,0.0874693,0.0756899,0.0796608,2264.8263888888887,1103301.4020203466
2017-06-18,0.0799362,0.0875466,0.0750341,0.0874693,2574.787456445993,1197013.1888865605
2017-06-17,0.0713325,0.0870599,0.0694636,0.0799362,3672.470383275261,1133360.0098411338
2017-06-16,0.0751007,0.0937181,0.0553031,0.0710238,6182.979166666667,1076169.5730149471
2017-06-15,0.0685502,0.094349,0.0684965,0.0750488,4549.5,1164658.9497718883
2017-06-14,0.0742375,0.0899271,0.0637208,0.0818962,3213.4947368421053,1143853.4645241702
2017-06-13,0.0882201,0.115855,0.0724749,0.0744738,6703.885416666667,1276412.0715822969
2017-06-12,0.0933353,0.0950263,0.0873879,0.0882424,4633.027777777777,1342609.562298593
2017-06-11,0.0996745,0.105351,0.0923611,0.092996,2321.555555555556,1468648.0450044624
2017-06-10,0.112202,0.112251,0.0976902,0.0996294,7858.3728222996515,1504173.521024772
2017-06-09,0.0883215,0.134504,0.0843425,0.112106,6759.427083333333,1463867.819288991
2017-06-08,0.114413,0.128158,0.0849313,0.0878988,2278.5071428571428,1439895.1341952346
2017-06-07,0.131288,0.138778,0.0828721,0.114471,7369.2125435540065,1528395.7133161258
2017-06-06,0.0647675,0.131352,0.0647675,0.131251,6919.010416666667,1099106.8577129478
2017-06-05,0.0712752,0.0775933,0.0634943,0.06474,7006.298611111111,1041024.1114826722
2017-06-04,0.0731267,0.0819474,0.0712153,0.0712153,8948.538194444445,1160968.014704796
2017-06-03,0.0959433,0.0972047,0.0712,0.0729825,18359.78048780488,1299722.6866765006
2017-06-02,0.0913995,0.0980009,0.0766971,0.0961612,39203.11111111111,1282051.647106893
2017-06-01,0.084995,0.0964077,0.079342,0.0823362,59950.15277777778,1265465.0357521162
2017-05-31,0.0879388,0.106661,0.083539,0.0836049,52948.53658536585,1310258.6648446268
2017-05-30,0.091574,0.0986553,0.0794407,0.0885492,36128.50347222222,1249289.5474787096
2017-05-29,0.0714671,0.119617,0.0714671,0.0916762,21763.291666666668,1355628.749577201
2017-05-28,0.087514,0.123948,0.0611699,0.0710774,7144.267361111111,1079523.995616089
2017-05-27,0.0922585,0.117708,0.0812343,0.0883578,6740.404181184669,1390001.7392063516
2017-05-26,0.0976611,0.136993,0.0832634,0.0937145,11600.583038869258,1438205.8362857176
2017-05-25,0.070671,0.121225,0.0625211,0.0974502,3405.645833333333,1179122.374617356
2017-05-24,0.0675595,0.0802263,0.047459,0.0617127,5067.240418118467,907209.2873622827
2017-05-23,0.0633476,0.0902011,0.0611418,0.0671446,4354.131944444444,993394.5380849974
2017-05-22,0.0639478,0.0909818,0.0565079,0.0634326,6683.899305555556,1008744.754692877
2017-05-21,0.0801743,0.0890266,0.0626258,0.0638995,5065.71875,1103421.657740462
2017-05-20,0.0592511,0.095089,0.0592511,0.0801665,3639.177700348432,965825.41928265
2017-05-19,0.0599884,0.0830702,0.0552347,0.0591682,2708.614583333333,907774.3213029336
2017-05-18,0.0724613,0.0813514,0.0592413,0.0600788,3044.0381944444443,1020506.8813737516
2017-05-17,0.0709634,0.0814872,0.0675519,0.0723466,1712.7317073170732,1035099.9221825282
2017-05-16,0.0778762,0.080851,0.0683342,0.0709065,1924.2604166666667,1052268.1524445524
2017-05-15,0.0817617,0.0865646,0.0771872,0.0778121,2062.0069444444443,1179799.3382459912
2017-05-14,0.0809742,0.0989488,0.0770753,0.0817024,3883.0833333333335,1220140.5429752278
2017-05-13,0.0805526,0.100175,0.0714244,0.0809853,3483.588850174216,1167774.2938381815
2017-05-12,0.0770551,0.0912303,0.07026,0.0806713,3387.659722222222,1103225.2260194628
2017-05-11,0.0839402,0.0932685,0.0729829,0.0770567,4482.107638888889,1176796.9563748406
2017-05-10,0.0940949,0.103665,0.0830366,0.0838996,10718.142857142857,1349964.7926824442
2017-05-09,0.0799301,0.103554,0.0793802,0.0940774,10230.440972222224,1250725.1601402785
2017-05-08,0.087655,0.0952116,0.0754573,0.0799284,12912.114583333334,1211529.131541994
2017-05-07,0.0933239,0.100717,0.0701135,0.0876494,13558.940972222224,1222722.5393537623
2017-05-06,0.0939674,0.102319,0.0646118,0.078322,24879.7212543554,1210428.6247696003
2017-05-05,0.0939168,0.132396,0.0755192,0.0937389,17927.92361111111,1444165.518406478
2017-05-04,0.113262,0.130169,0.091181,0.0938366,13524.434027777776,1558656.25816693
2017-05-03,0.050667,0.116395,0.0505977,0.113264,16929.696864111498,1258784.0537384695
2017-05-02,0.0777188,0.0877787,0.0351098,0.0506988,18642.36458333333,817867.5839715033
2017-05-01,0.0702531,0.0894003,0.0674796,0.0777199,15245.927083333334,1077537.1351022262
2017-04-30,0.0790563,0.100825,0.0614129,0.0702394,33605.489583333336,1109540.8491619364
2017-04-29,0.131346,0.131727,0.065072,0.0786172,33373.24738675958,1421845.145981943
2017-04-28,0.116309,0.131733,0.072216,0.131365,65170.40972222222,1604369.831949964
2017-04-27,0.0759294,0.117459,0.063406,0.116311,46988.65277777778,1463595.1656536325
2017-04-26,0.037817,0.0899363,0.037817,0.075918,26758.49825783972,1014833.1726555296
2017-04-25,0.0248685,0.0955757,0.0229912,0.0378231,10861.482638888889,576116.6175140529
2017-04-24,0.0246342,0.0362105,0.0201237,0.0248595,4807.90625,401310.4507019347
2017-04-23,0.0251498,0.039136,0.0195443,0.0246426,3649.8125,366660.4786024798
2017-04-22,0.0332835,0.0407224,0.0141479,0.0251393,4884.473867595819,406388.5829266861
2017-04-21,0.0418639,0.0431245,0.0304011,0.0332816,11507.097222222224,484703.5762044333
2017-04-20,0.0165999,0.0418584,0.0165097,0.0399277,7066.746527777777,392023.8620581653
2017-04-19,0.0119391,0.0261291,0.00960161,0.0165758,13278.219512195124,167368.45309034578
2017-04-18,0.00360797,0.0119427,0.00360797,0.00958886,2387.090277777778,84725.40532902694
2017-04-17,0.016427,0.0253094,0.00314253,0.00360873,2333.5104166666665,134335.9831820806
2017-04-16,0.00712199,0.0248505,0.0058322,0.0164264,4657.690972222223,126893.97139750728
2017-04-15,0.00284135,0.0103791,0.00284052,0.00712364,364.98954703832754,32997.33196810973
2017-04-14,0.00240074,0.00349974,0.00239614,0.00284069,243.16666666666663,26920.694477652927
2017-04-13,0.00222927,0.00300233,0.00192275,0.00240224,119.52777777777776,22857.658994148773
2017-04-12,0.00202999,0.0022917,0.00180632,0.00223066,31.29616724738676,20152.248409794243
2017-04-11,0.0017818,0.00261694,0.00176856,0.00202905,55.22222222222222,19101.51652557484
2017-04-10,0.00177568,0.00288676,0.00176349,0.00178208,205.41319444444449,19226.227075991166
2017-04-09,0.00161235,0.00220407,0.00152391,0.00177523,146.875,16512.158245205883
2017-04-08,0.00159662,0.00232135,0.00148848,0.00158788,205.43554006968645,15392.856431589104
2017-04-07,0.00140597,0.00159908,0.00140597,0.00159743,209.70833333333331,14523.552726757318
2017-04-04,0.000782541,0.00341571,0.000782541,0.000840322,26.770408163265305,9699.510975121497
2017-04-03,0.000486225,0.00250889,0.000483952,0.000782448,130.6724738675958,8974.833442251831
2017-04-02,0.000450152,0.000850348,0.000449644,0.000486126,9.506944444444445,5413.4403401315085
2017-04-01,0.000431101,0.00105231,0.00041418,0.000450009,5.361111111111111,4452.059889582757
2017-03-31,0.000540784,0.000598095,0.000428417,0.000431038,74.07986111111111,4479.576668370435
2017-03-30,0.00020943,0.00103081,0.000113758,0.000540634,266.29616724738673,4660.341919168198
2017-03-29,0.000146408,0.00021107,0.000113843,0.000209498,21.09027777777778,1402.528804951906
2017-03-28,0.000135341,0.000165118,0.000135341,0.000146496,1.0,1436.149264936153
2017-03-27,0.000136189,0.00017087,0.000133586,0.000135087,0.0,1301.4101266755008
2017-03-26,0.000140628,0.00016514,0.000135557,0.000136472,1.0,1395.0978606886704
2017-03-25,0.00017656,0.00017688,0.000140154,0.000140279,4.135416666666667,1538.297113332459
2017-03-24,0.000136388,0.000210438,0.000133761,0.000176516,4.627329192546584,1515.4083288859758
2017-03-23,0.00014567,0.00015666,0.000121705,0.000136419,5.456445993031359,1294.2029766740804
2017-03-22,0.00013705,0.000145916,0.00013705,0.00014559,2.0,1346.721706936827
2017-03-21,0.000134776,0.000148824,0.000134776,0.00013693,2.9087719298245616,1350.316711130362
2017-03-20,0.000126596,0.000192584,0.000126596,0.000134947,1.0,1356.942234521313
2017-03-19,0.00014303,0.000153994,0.000124495,0.000126531,0.0,1313.1363359616078
2017-03-18,0.000154415,0.000154415,0.000142944,0.000142944,0.0,1400.3833759115348
2017-03-17,0.000162449,0.000188697,0.000149817,0.00015451,0.0,1591.2433484831636
2017-03-16,0.0002108,0.000211557,0.000161741,0.000162443,0.0,1792.8662180949923
2017-03-15,0.000221746,0.00023428,0.000207621,0.00021081,5.0,2005.3142193911424
2017-03-14,0.000146566,0.000255938,0.00014615,0.000221715,12.927083333333334,1918.6346928914977
2017-03-13,0.0001411,0.000290518,0.000141043,0.000146567,6.437837837837838,1518.412672717415
2017-03-12,0.000145174,0.00015287,0.000136952,0.000141025,0.0,1346.977005075209
2017-03-11,0.000142619,0.000164675,0.000140042,0.000145135,0.0,1409.8512330058286
2017-03-10,0.000138,0.000153391,0.000136948,0.000142602,0.0,1348.880065836072
2017-03-09,0.00015906,0.000160181,0.00013777,0.00013822,1.0,1378.7132873588075
2017-03-08,0.000165468,0.000174362,0.000157399,0.000159094,1.0,1569.4384912257783
2017-03-07,0.000164726,0.00016588,0.000164398,0.000165454,0.0,1563.9613473041918
2017-03-06,0.000150618,0.000164748,0.000148567,0.000164748,0.0,1432.7355659780558
2017-03-05,0.000152999,0.000153528,0.000147661,0.000150685,0.0,1440.198690866146
2017-03-04,0.000150121,0.000153637,0.000150085,0.000153017,0.0,1437.491955039407
2017-03-03,0.00017115,0.000200146,0.000145874,0.00015018,0.0,1478.1369138053406
2017-03-02,0.000141596,0.000170999,0.000141563,0.000170999,0.0,1509.5689803144187
2017-03-01,0.000235994,0.00023759,0.000140618,0.000141569,1.0,1406.8029962034675
2017-02-28,0.000139824,0.000235992,0.000139606,0.000235806,1.0,1358.2818433880975
2017-02-27,0.000274522,0.000274759,0.000139136,0.000139868,1.0,1409.1165699420803
2017-02-26,0.000140842,0.000275393,0.000134951,0.000274351,1.0,1665.5276369661976
2017-02-25,0.000151674,0.000156051,0.000139999,0.000140862,2.0,1442.5927178956815
2017-02-24,0.000156442,0.000339654,0.000149896,0.000152702,2.625668449197861,1721.1841454818507
2017-02-23,0.000144989,0.000468804,0.000143072,0.000156478,3.4539007092198584,1826.3687768546577
2017-02-22,0.000140397,0.000145243,0.000140001,0.00014498,1.0,1345.3565541644384
2017-02-21,0.000136223,0.000140464,0.00013542,0.000140464,0.0,1297.9578208919052
2017-02-20,0.000137075,0.000137385,0.00013565,0.000136205,0.0,1293.553216536523
2017-02-19,0.000136007,0.000137943,0.000136007,0.000137041,0.0,1303.4888002660912
2017-02-18,0.000133567,0.000136912,0.000133333,0.000136141,0.0,1276.399867592198
2017-02-17,0.000151122,0.000152707,0.000131875,0.000133583,1.7762557077625571,1307.63986322254
2017-02-16,0.000120546,0.000433578,0.00012019,0.000151113,3.0069444444444446,2053.863265912257
2017-02-15,0.000118877,0.000121381,0.000118377,0.00012055,2.663716814159292,1137.5939672416685
2017-02-14,0.000119902,0.000120252,0.00011712,0.000118923,9.714285714285714,1131.2469128470557
2017-02-13,0.000180389,0.000361037,0.00011975,0.000119891,29.59507042253521,3718.728787036449
2017-02-12,9.8867e-05,0.000100929,9.8283e-05,0.000100851,0.0,948.1116794074156
2017-02-11,9.9438e-05,9.9891e-05,9.4669e-05,9.8984e-05,1.0,922.988677178684
2017-02-10,0.000106307,0.000108899,9.5334e-05,9.9294e-05,1.0,980.1107267400552
2017-02-09,0.00018043,0.000183425,0.000104338,0.000106299,13.5,1305.799385368731
2017-02-08,8.3052e-05,0.000180528,8.3052e-05,0.000180414,9.512820512820513,969.6906840395154
2017-02-07,8.2187e-05,8.3571e-05,8.2187e-05,8.302e-05,0.0,786.3795410440903
2017-02-06,8.3432e-05,0.000103144,8.2152e-05,8.2267e-05,0.0,833.6580660791884
2017-02-05,8.2393e-05,8.3672e-05,8.1213e-05,8.3405e-05,0.0,781.2866121406944
2017-02-04,8.0944e-05,8.271e-05,8.0703e-05,8.2299e-05,0.0,775.5220191098992
2017-02-03,7.9129e-05,8.1082e-05,7.8658e-05,8.0934e-05,0.0,754.6514010259792
2017-02-02,7.7644e-05,7.9084e-05,7.7632e-05,7.9078e-05,0.0,741.3198225845538
2017-02-01,7.3658e-05,7.7762e-05,7.3631e-05,7.7659e-05,0.0,712.9961394201426
2017-01-31,0.000128733,0.000129036,7.3601e-05,7.3659e-05,0.0,802.7130180596888
2017-01-30,7.3727e-05,0.000129245,5.5353e-05,0.000128742,0.0,782.4690243971849
2017-01-29,0.000137965,0.000138587,7.3669e-05,7.3707e-05,0.0,1103.2885353682734
2017-01-28,8.258e-05,0.0001381,8.2426e-05,0.000137986,2.0,829.5079262273816
2017-01-27,9.013e-05,9.1933e-05,8.2373e-05,8.2601e-05,2.0,851.7555610060454
2017-01-26,8.9229e-05,9.0325e-05,8.9169e-05,9.0099e-05,0.0,851.5098426559829
2017-01-25,0.000147457,0.000147457,8.9268e-05,8.9268e-05,0.0,867.9343278593293
2017-01-24,9.2361e-05,0.000148523,9.1674e-05,0.000147399,2.414342629482072,1099.470732765284
2017-01-23,9.2181e-05,0.000100958,8.9756e-05,9.2294e-05,1.4457831325301205,880.97032324855
2017-01-22,8.9504e-05,0.000110327,8.9503e-05,9.2199e-05,0.0,893.6646264573436
2017-01-21,9.8939e-05,9.8939e-05,8.9476e-05,8.95e-05,0.0,904.7490984445589
2017-01-20,9.7127e-05,9.9508e-05,9.7127e-05,9.8907e-05,0.0,934.3134263777388
2017-01-19,9.9808e-05,0.000100925,9.4413e-05,9.6761e-05,0.0,926.0132745184964
2017-01-18,9.1446e-05,0.000100162,9.1388e-05,9.9918e-05,6.0,914.159916438805
2017-01-17,8.2183e-05,0.000141451,8.2027e-05,9.1365e-05,6.916981132075471,948.9710344749342
2017-01-16,8.1872e-05,9.8738e-05,8.1287e-05,8.2208e-05,0.0,786.1644204221075
2017-01-15,8.2284e-05,8.3509e-05,8.1246e-05,8.179e-05,0.0,783.7969765443851
2017-01-14,8.0533e-05,8.29e-05,7.8e-05,8.2318e-05,0.0,762.5739148286281
2017-01-13,7.7889e-05,8.2625e-05,7.5576e-05,8.0375e-05,0.0,738.5254760303698
2017-01-12,9.0759e-05,9.1945e-05,7.6277e-05,7.8044e-05,0.0,804.5587557648337
2017-01-11,9.033e-05,9.1487e-05,9.0106e-05,9.0868e-05,0.0,858.0103464726594
2017-01-10,0.000100092,0.000100505,8.9057e-05,9.0444e-05,1.0,886.6875526872574
2017-01-09,9.0857e-05,0.000119541,9.0094e-05,9.9959e-05,1.0,938.5306141724766
2017-01-08,9.022e-05,9.0783e-05,8.2356e-05,9.0248e-05,0.0,830.1404191183291
2017-01-07,0.000101062,0.000104681,8.8394e-05,9.0033e-05,1.0,897.3560728781357
2017-01-06,0.000126889,0.000131021,9.1042e-05,0.000101585,1.0,1065.9911350199902
