Date,Unnamed: 0,compound,negative,neutral,positive,likes,retweets,Open,High,Low,Close,Volume,Market Cap,Time Open,Time High,Time Low,Time Close,order_number,risk_of_PAD
2017-05-02,0,1,0.0,0.687,0.313,15.0,11.0,7.1590402512811e-05,8.8202999904752e-05,5.8523201005301e-05,7.476349856006e-05,12045.5,1002539.08081,2017-05-02T00:00:00.000Z,2017-05-02T13:24:22.000Z,2017-05-02T22:14:18.000Z,2017-05-02T23:59:59.999Z,0,0
2017-05-07,1,0,0.0,1.0,0.0,0.0,0.0,7.9703197116032e-05,9.488200157648e-05,6.377330282703e-05,7.9860801633913e-05,16507.5,1070891.18386,2017-05-07T00:00:00.000Z,2017-05-07T01:29:17.000Z,2017-05-07T22:44:16.000Z,2017-05-07T23:59:59.999Z,0,0
2017-05-09,2,0,0.0,0.946,0.054,3.6666666666666665,1.3333333333333333,0.0001023759978124,0.0001047379992087,7.1176902565639e-05,8.784000237938e-05,13945.7,1177888.04508,2017-05-09T00:00:00.000Z,2017-05-09T05:19:18.000Z,2017-05-09T21:04:18.000Z,2017-05-09T23:59:59.999Z,0,0
2017-05-11,3,0,0.0,1.0,0.0,6.0,3.0,0.0001056620021699,0.0001903329975903,0.000104740000097,0.0001462950021959,106379.0,1961738.7472,2017-05-11T00:00:00.000Z,2017-05-11T22:24:16.000Z,2017-05-11T02:44:16.000Z,2017-05-11T23:59:59.999Z,0,0
2017-05-12,4,0,0.0,1.0,0.0,0.5,0.0,0.0001464350061723,0.000198021007236,0.0001345960045,0.0001362649927614,91462.9,1827241.74023,2017-05-12T00:00:00.000Z,2017-05-12T11:59:16.000Z,2017-05-12T19:59:16.000Z,2017-05-12T23:59:59.999Z,0,0
2017-05-17,5,0,0.0,1.0,0.0,0.0,0.0,0.0001390919933328,0.0001701889996184,0.00012044399773,0.0001627409947104,68909.8,2182270.92832,2017-05-17T00:00:00.000Z,2017-05-17T19:49:18.000Z,2017-05-17T02:19:16.000Z,2017-05-17T23:59:59.999Z,0,0
2017-05-18,6,1,0.0,0.8705,0.1295,0.5,0.0,0.0001626540033612,0.0003016919945366,0.0001447130052838,0.0002453979977872,545512.0,3290657.67857,2017-05-18T00:00:00.000Z,2017-05-18T22:54:19.000Z,2017-05-18T04:34:18.000Z,2017-05-18T23:59:59.999Z,0,0
2017-05-19,7,0,0.0625,0.887,0.0505,1.0,0.0,0.0002451630134601,0.0004849109973292,0.0002451630134601,0.0003730480093508,1446320.0,5002376.81511,2017-05-19T00:00:00.000Z,2017-05-19T13:59:16.000Z,2017-05-19T00:04:17.000Z,2017-05-19T23:59:59.999Z,0,0
2017-05-20,8,0,0.0,0.923,0.077,0.3333333333333333,0.3333333333333333,0.0003920579911209,0.0004177170048933,0.0003360749979037,0.0003682980022858,491970.0,4938681.82178,2017-05-20T00:00:00.000Z,2017-05-20T07:04:16.000Z,2017-05-20T15:54:18.000Z,2017-05-20T23:59:59.999Z,0,0
2017-05-21,9,0,0.0328333333333333,0.8966666666666666,0.0705,2.6666666666666665,0.3333333333333333,0.0003681659873109,0.0009742859983816,0.0003255630144849,0.0009742859983816,2587680.0,13064661.1098,2017-05-21T00:00:00.000Z,2017-05-21T23:59:23.000Z,2017-05-21T02:44:17.000Z,2017-05-21T23:59:59.999Z,0,0
