Date,Unnamed: 0,compound,negative,neutral,positive,likes,retweets,Open,High,Low,Close,Volume,Market Cap,Time Open,Time High,Time Low,Time Close,order_number,risk_of_PAD
2020-12-01,0,0,0.0399117647058823,0.8476176470588235,0.1125294117647058,6.441176470588236,0.8823529411764706,31.41150907,31.87190904,29.48413485,30.10830281,467818960.31,4347836463.326504,2020-12-01T00:00:00.000Z,2020-12-01T11:17:07.000Z,2020-12-01T13:02:07.000Z,2020-12-01T23:59:59.999Z,1,0
2020-12-02,1,0,0.033078947368421,0.8707631578947368,0.0961578947368421,8.68421052631579,0.868421052631579,30.14750388,30.91014098,29.74890232,30.29736127,371441750.08,4375137745.144314,2020-12-02T00:00:00.000Z,2020-12-02T09:25:08.000Z,2020-12-02T00:07:07.000Z,2020-12-02T23:59:59.999Z,1,0
2020-12-03,2,0,0.0328787878787878,0.8435454545454545,0.1235757575757575,3.909090909090909,0.5151515151515151,30.30398472,30.76911715,29.97830866,30.70443037,324897559.61,4433921193.747932,2020-12-03T00:00:00.000Z,2020-12-03T11:07:06.000Z,2020-12-03T05:46:06.000Z,2020-12-03T23:59:59.999Z,1,0
2020-12-04,3,0,0.0302058823529411,0.8917352941176471,0.0780588235294117,7.205882352941177,1.5,30.7160009,31.11662024,28.92553054,29.07220783,362626785.74,4198217550.56075,2020-12-04T00:00:00.000Z,2020-12-04T01:22:06.000Z,2020-12-04T23:01:07.000Z,2020-12-04T23:59:59.999Z,1,0
2020-12-05,4,0,0.0278974358974358,0.8959230769230769,0.0761794871794871,10.025641025641026,1.1282051282051282,29.07513897,30.00295115,28.75748277,29.72948849,307895991.1,4293133190.12281,2020-12-05T00:00:00.000Z,2020-12-05T09:17:07.000Z,2020-12-05T00:12:07.000Z,2020-12-05T23:59:59.999Z,1,0
2020-12-06,5,0,0.0205,0.9146666666666666,0.0648333333333333,6.861111111111111,1.3333333333333333,29.72870598,30.1336466,29.09603129,29.54080394,249993855.49,4265885902.98676,2020-12-06T00:00:00.000Z,2020-12-06T01:22:06.000Z,2020-12-06T13:49:06.000Z,2020-12-06T23:59:59.999Z,1,0
2020-12-07,6,0,0.0340333333333333,0.8959333333333334,0.0700333333333333,2.3666666666666667,0.3,29.53038224,29.65660097,29.09027429,29.37813565,238972453.96,4242395534.326317,2020-12-07T00:00:00.000Z,2020-12-07T00:31:07.000Z,2020-12-07T18:49:06.000Z,2020-12-07T23:59:59.999Z,1,0
2020-12-08,7,0,0.0262619047619047,0.8865952380952381,0.0871428571428571,8.0,1.2857142857142858,29.38087478,29.48814075,27.51166497,27.6363057,323672205.52,3990863861.965324,2020-12-08T00:00:00.000Z,2020-12-08T00:43:06.000Z,2020-12-08T23:16:07.000Z,2020-12-08T23:59:59.999Z,1,0
2020-12-09,8,0,0.023235294117647,0.9053529411764706,0.0714705882352941,4.411764705882353,0.3529411764705882,27.63660667,28.3788379,26.99604501,28.1293041,323390503.72,4062056065.459138,2020-12-09T00:00:00.000Z,2020-12-09T22:17:07.000Z,2020-12-09T08:39:06.000Z,2020-12-09T23:59:59.999Z,1,0
2020-12-10,9,0,0.0390338983050847,0.8724406779661016,0.0885084745762711,28.64406779661017,3.711864406779661,28.13152143,28.23804973,27.43250658,27.69619012,263890749.87,3999511565.02344,2020-12-10T00:00:00.000Z,2020-12-10T00:49:07.000Z,2020-12-10T15:16:07.000Z,2020-12-10T23:59:59.999Z,1,0
2020-12-11,10,0,0.0107179487179487,0.9027435897435898,0.0865384615384615,3.615384615384616,1.051282051282051,27.6971213,27.74111883,26.76522624,27.36100351,278060132.18,3951108419.3336425,2020-12-11T00:00:00.000Z,2020-12-11T00:02:06.000Z,2020-12-11T11:40:09.000Z,2020-12-11T23:59:59.999Z,1,0
2020-12-12,11,0,0.0149230769230769,0.9065897435897436,0.0785128205128205,5.282051282051282,1.205128205128205,27.35827081,28.24186395,27.32848915,28.16445065,238973887.11,4067131458.549537,2020-12-12T00:00:00.000Z,2020-12-12T22:59:07.000Z,2020-12-12T00:03:07.000Z,2020-12-12T23:59:59.999Z,1,0
2020-12-13,12,0,0.0352325581395348,0.8417209302325582,0.1230232558139534,5.1395348837209305,0.627906976744186,28.16547706,29.2513724,28.06197444,29.10169187,265728019.63,4202475238.853697,2020-12-13T00:00:00.000Z,2020-12-13T17:13:07.000Z,2020-12-13T04:16:07.000Z,2020-12-13T23:59:59.999Z,1,0
2020-12-14,13,0,0.0440285714285714,0.8822571428571429,0.0737428571428571,5.285714285714286,0.8285714285714286,29.10685967,30.17433687,28.69362187,30.02957848,335453985.98,4336468153.843549,2020-12-14T00:00:00.000Z,2020-12-14T22:42:07.000Z,2020-12-14T07:21:07.000Z,2020-12-14T23:59:59.999Z,1,0
2020-12-15,14,0,0.0265714285714285,0.886952380952381,0.0865,3.261904761904762,0.9523809523809524,30.02698961,30.296968,29.3809862,29.54728368,294288115.28,4266821619.623901,2020-12-15T00:00:00.000Z,2020-12-15T01:01:07.000Z,2020-12-15T22:05:11.000Z,2020-12-15T23:59:59.999Z,1,0
