Date,Unnamed: 0,compound,negative,neutral,positive,likes,retweets,Open,High,Low,Close,Volume,Market Cap,Time Open,Time High,Time Low,Time Close,order_number,risk_of_PAD
2020-12-01,0,1,0.0129047619047619,0.8734285714285713,0.1137142857142857,61.90476190476191,9.523809523809524,0.01597537,0.01644031,0.01439227,0.01475701,169583249.01,949105613.4114492,2020-12-01T00:00:00.000Z,2020-12-01T08:02:02.000Z,2020-12-01T13:16:03.000Z,2020-12-01T23:59:59.999Z,6,0
2020-12-02,1,1,0.0178082191780821,0.8804657534246575,0.1017123287671232,41.45205479452055,4.164383561643835,0.01475732,0.01687871,0.01445868,0.01639513,192625527.43,1054462020.848734,2020-12-02T00:00:00.000Z,2020-12-02T20:34:02.000Z,2020-12-02T00:07:02.000Z,2020-12-02T23:59:59.999Z,6,0
2020-12-03,2,1,0.0282045454545454,0.8496363636363636,0.1221136363636363,41.56818181818182,6.295454545454546,0.01640016,0.01791812,0.01607657,0.01739001,230150040.65,1118448608.6906984,2020-12-03T00:00:00.000Z,2020-12-03T15:04:02.000Z,2020-12-03T07:16:02.000Z,2020-12-03T23:59:59.999Z,6,0
2020-12-04,3,1,0.0345102040816326,0.8378775510204081,0.1276326530612244,47.61224489795919,4.6938775510204085,0.01739102,0.01774465,0.01549343,0.01577396,171198722.75,1014511078.8828652,2020-12-04T00:00:00.000Z,2020-12-04T00:25:02.000Z,2020-12-04T23:01:05.000Z,2020-12-04T23:59:59.999Z,6,0
2020-12-05,4,1,0.009225,0.8474999999999999,0.1432749999999999,18.9,1.925,0.01575753,0.01765113,0.01550867,0.01749452,177805737.43,1125170385.89587,2020-12-05T00:00:00.000Z,2020-12-05T18:14:02.000Z,2020-12-05T00:08:02.000Z,2020-12-05T23:59:59.999Z,6,0
2020-12-06,5,0,0.0246,0.85884,0.11664,26.82,2.22,0.01749129,0.01755272,0.01655838,0.01715767,157601280.07,1103505547.9153235,2020-12-06T00:00:00.000Z,2020-12-06T00:04:02.000Z,2020-12-06T13:49:02.000Z,2020-12-06T23:59:59.999Z,6,0
2020-12-07,6,1,0.01322,0.88314,0.10364,64.04,32.82,0.01715217,0.01847495,0.0165285,0.01813316,239821926.34,1166244948.2718318,2020-12-07T00:00:00.000Z,2020-12-07T16:52:02.000Z,2020-12-07T02:19:02.000Z,2020-12-07T23:59:59.999Z,6,0
2020-12-08,7,1,0.0158863636363636,0.8570909090909091,0.127,36.52272727272727,4.090909090909091,0.01813654,0.01828554,0.01605362,0.0163551,206426111.45,1051887786.171313,2020-12-08T00:00:00.000Z,2020-12-08T00:35:02.000Z,2020-12-08T23:16:05.000Z,2020-12-08T23:59:59.999Z,6,0
2020-12-09,8,1,0.0253555555555555,0.8607111111111111,0.1138888888888888,31.266666666666666,3.8222222222222224,0.0163502,0.01707891,0.01513832,0.01680604,196114387.22,1080890466.2578602,2020-12-09T00:00:00.000Z,2020-12-09T21:13:02.000Z,2020-12-09T08:39:02.000Z,2020-12-09T23:59:59.999Z,6,0
2020-12-10,9,1,0.037,0.8554375,0.1075416666666666,29.375,2.25,0.01680119,0.01686568,0.01565378,0.0159095,132681910.89,1023228923.6138456,2020-12-10T00:00:00.000Z,2020-12-10T00:05:02.000Z,2020-12-10T15:20:03.000Z,2020-12-10T23:59:59.999Z,6,0
2020-12-11,10,0,0.0481428571428571,0.8478285714285714,0.1040285714285714,12.628571428571428,0.8857142857142857,0.01590905,0.01598509,0.01496853,0.01560552,145143480.43,1003678133.4110672,2020-12-11T00:00:00.000Z,2020-12-11T19:14:02.000Z,2020-12-11T11:40:02.000Z,2020-12-11T23:59:59.999Z,6,0
