Date,Unnamed: 0,compound,negative,neutral,positive,likes,retweets,Close
2021-01-01,1,0,0.0728,0.8355777777777778,0.0916666666666666,7.933333333333334,0.6,0.0019039999460801
2021-01-02,2,0,0.0859428571428571,0.8311428571428572,0.0828857142857143,6.342857142857143,0.3142857142857143,0.0019330000504851
2021-01-03,3,0,0.0617,0.8707,0.0676,4.325,0.925,0.0020469999872148
2021-01-04,4,0,0.0642894736842105,0.835578947368421,0.1001315789473684,17.263157894736842,1.4736842105263157,0.0018570000538602
2021-01-05,5,0,0.0534761904761904,0.8605238095238096,0.0859523809523809,6.880952380952381,0.5952380952380952,0.0018960000015795
2021-01-06,6,0,0.0445365853658536,0.8360243902439025,0.1194878048780487,22.365853658536587,1.7560975609756098,0.0019980000797659
2021-01-07,7,0,0.0616818181818181,0.8389545454545455,0.0993863636363636,2.477272727272727,0.1818181818181818,0.0019640000537037
2021-01-08,8,0,0.0538421052631578,0.8647368421052631,0.0813947368421052,3.842105263157895,0.5526315789473685,0.0018899999558925
2021-01-09,9,0,0.0454736842105263,0.8572368421052632,0.0973157894736842,11.81578947368421,0.8157894736842105,0.0019610000308603
2021-01-10,10,0,0.0484054054054054,0.8829729729729731,0.0686486486486486,2.216216216216216,0.1351351351351351,0.0018670000135898
2021-01-11,11,0,0.0534222222222222,0.8412888888888889,0.1053111111111111,32.31111111111111,15.4,0.0016809999942779
2021-01-12,12,0,0.0724473684210526,0.8193947368421053,0.108078947368421,5.078947368421052,0.1842105263157894,0.0015539999585598
2021-01-13,13,0,0.0502857142857142,0.8512571428571428,0.0984571428571428,6.057142857142857,1.1714285714285717,0.0017300000181421
2021-01-14,14,0,0.0393846153846153,0.8672051282051282,0.0934358974358974,3.743589743589744,0.717948717948718,0.0017280000029131
2021-01-15,15,0,0.0564634146341463,0.8687560975609756,0.0747560975609756,8.439024390243903,0.3658536585365853,0.0017010000301524
2021-01-16,16,0,0.046840909090909,0.8503181818181819,0.1027954545454545,6.25,0.5681818181818182,0.0017430000007152
2021-01-17,17,0,0.0568,0.87668,0.06648,3.28,0.28,0.0017069999594241
2021-01-18,18,1,0.0337179487179487,0.8673076923076923,0.0989743589743589,11.615384615384617,0.6923076923076923,0.0016550000291317
2021-01-19,19,0,0.0911578947368421,0.8238157894736842,0.0851315789473684,3.0789473684210527,0.4736842105263157,0.0017020000377669
2021-01-20,20,0,0.0722,0.8267142857142856,0.1010571428571428,1.4857142857142858,0.3714285714285714,0.0017089999746531
