Date,Unnamed: 0,compound,negative,neutral,positive,likes,retweets,Open,High,Low,Close,Volume,Market Cap,Time Open,Time High,Time Low,Time Close
2021-01-21,10,0,0.0375,0.8316666666666668,0.1308333333333333,51.76923076923077,6.448717948717949,0.29646649,0.30621835,0.26312363,0.26894641,4453463443.36,12211250678.406933,2021-01-21T00:00:00.000Z,2021-01-21T03:07:03.000Z,2021-01-21T22:41:03.000Z,2021-01-21T23:59:59.999Z
2021-01-23,11,0,0.0319529411764705,0.8667882352941177,0.1012941176470588,88.02352941176471,12.470588235294118,0.27261076,0.28262269,0.26697864,0.27182148,3018882841.38,12341790397.92694,2021-01-23T00:00:00.000Z,2021-01-23T01:01:03.000Z,2021-01-23T13:07:03.000Z,2021-01-23T23:59:59.999Z
2021-01-25,12,1,0.0274499999999999,0.8593875000000001,0.11315,60.9875,7.0625,0.27347297,0.28241733,0.26880025,0.26908877,2925493997.19,12217714233.2147,2021-01-25T00:00:00.000Z,2021-01-25T14:23:03.000Z,2021-01-25T22:32:03.000Z,2021-01-25T23:59:59.999Z
2021-01-27,13,0,0.0629875,0.8487375,0.0882625,66.7875,7.95,0.26885593,0.26897216,0.24553212,0.25194347,2940937078.98,11439248737.61861,2021-01-27T00:00:00.000Z,2021-01-27T00:04:03.000Z,2021-01-27T14:54:03.000Z,2021-01-27T23:59:59.999Z
2021-01-29,14,0,0.0604814814814814,0.8419876543209875,0.0975802469135802,143.90123456790124,23.34567901234568,0.27053047,0.31019353,0.26048783,0.28218765,8031899348.05,12812456127.64,2021-01-29T00:00:00.000Z,2021-01-29T05:49:03.000Z,2021-01-29T04:22:03.000Z,2021-01-29T23:59:59.999Z
2021-01-31,15,0,0.045860465116279,0.855953488372093,0.0981860465116279,38.19767441860465,4.348837209302325,0.43783155,0.49970232,0.38949785,0.49231408,24394851755.58,22353042408.27,2021-01-31T00:00:00.000Z,2021-01-31T10:39:03.000Z,2021-01-31T03:26:03.000Z,2021-01-31T23:59:59.999Z
2021-02-02,16,0,0.0369186046511627,0.8861976744186045,0.0768837209302325,66.96511627906976,10.988372093023257,0.37052046,0.40426357,0.34426852,0.36927,12756138062.39,16766345435.96,2021-02-02T00:00:00.000Z,2021-02-02T11:28:03.000Z,2021-02-02T01:55:03.000Z,2021-02-02T23:59:59.999Z
2021-02-04,17,0,0.0508372093023255,0.8281279069767441,0.1210348837209302,107.31395348837208,13.918604651162791,0.3934106,0.47230557,0.37918058,0.4464491,13193400182.32,20270587944.5,2021-02-04T00:00:00.000Z,2021-02-04T22:11:03.000Z,2021-02-04T09:13:03.000Z,2021-02-04T23:59:59.999Z
2021-02-06,18,0,0.0326162790697674,0.8741627906976744,0.0932325581395348,136.15116279069767,16.151162790697676,0.45015712,0.4522818,0.42671043,0.43909568,7625571665.58,19936712821.83,2021-02-06T00:00:00.000Z,2021-02-06T00:04:03.000Z,2021-02-06T01:55:03.000Z,2021-02-06T23:59:59.999Z
2021-02-08,19,0,0.0288160919540229,0.8622068965517241,0.1089885057471264,84.55172413793103,10.39080459770115,0.4177655,0.45991625,0.412719,0.447702,8180714581.31,20327474410.0,2021-02-08T00:00:00.000Z,2021-02-08T14:11:03.000Z,2021-02-08T02:56:03.000Z,2021-02-08T23:59:59.999Z
2021-02-10,20,0,0.036860465116279,0.863,0.1001511627906976,62.44186046511628,5.883720930232558,0.47191863,0.53410474,0.46599033,0.5034453,13793347171.84,22858444785.12,2021-02-10T00:00:00.000Z,2021-02-10T08:46:03.000Z,2021-02-10T12:41:03.000Z,2021-02-10T23:59:59.999Z
2021-02-12,21,0,0.0414651162790697,0.8757441860465115,0.0827790697674418,118.02325581395348,17.337209302325583,0.52462749,0.61262968,0.51826489,0.60859231,13950086407.32,27632542729.79,2021-02-12T00:00:00.000Z,2021-02-12T23:40:04.000Z,2021-02-12T01:11:03.000Z,2021-02-12T23:59:59.999Z
2021-02-14,22,1,0.023287356321839,0.8781034482758621,0.0985977011494252,46.94252873563219,5.172413793103448,0.62844966,0.63238589,0.56715511,0.5941931,10460949240.48,26978760718.17,2021-02-14T00:00:00.000Z,2021-02-14T00:07:03.000Z,2021-02-14T14:52:03.000Z,2021-02-14T23:59:59.999Z
2021-02-16,23,0,0.0565131578947368,0.8590000000000001,0.0844736842105263,26.73684210526316,1.947368421052632,0.54859501,0.57731516,0.49003827,0.52084597,10310430731.87,23648505355.39,2021-02-16T00:00:00.000Z,2021-02-16T04:43:03.000Z,2021-02-16T21:22:03.000Z,2021-02-16T23:59:59.999Z
2021-02-18,24,0,0.041759493670886,0.8490253164556961,0.1092025316455696,39.49367088607595,4.075949367088608,0.53509777,0.55864091,0.52387216,0.5324331,5621706994.69,24174607717.38,2021-02-18T00:00:00.000Z,2021-02-18T06:25:03.000Z,2021-02-18T12:16:03.000Z,2021-02-18T23:59:59.999Z
2021-02-20,25,0,0.0374024390243902,0.8592439024390244,0.1033658536585366,54.09756097560975,7.512195121951219,0.56688315,0.58242381,0.48244043,0.51751221,7892199926.39,23497139197.04,2021-02-20T00:00:00.000Z,2021-02-20T06:52:03.000Z,2021-02-20T22:45:04.000Z,2021-02-20T23:59:59.999Z
2021-02-22,26,0,0.0775584415584415,0.8428181818181819,0.0796493506493506,61.81818181818182,6.688311688311688,0.54832441,0.63985051,0.52006904,0.57174115,18769236631.59,25959351669.07,2021-02-22T00:00:00.000Z,2021-02-22T06:01:03.000Z,2021-02-22T04:46:03.000Z,2021-02-22T23:59:59.999Z
2021-02-24,27,0,0.0483670886075949,0.857493670886076,0.094126582278481,15.430379746835444,1.2658227848101269,0.47420092,0.49936965,0.45475888,0.47183151,8015468859.3,21423051552.55,2021-02-24T00:00:00.000Z,2021-02-24T09:28:03.000Z,2021-02-24T22:15:04.000Z,2021-02-24T23:59:59.999Z
2021-02-26,28,0,0.0379277108433734,0.8535180722891567,0.1085542168674698,16.843373493975903,1.783132530120482,0.43494082,0.45043993,0.41555853,0.42790019,6476253874.48,19428392307.28,2021-02-26T00:00:00.000Z,2021-02-26T16:29:03.000Z,2021-02-26T00:38:03.000Z,2021-02-26T23:59:59.999Z
2021-02-28,29,0,0.040076923076923,0.859974358974359,0.0999358974358974,43.24358974358975,5.346153846153846,0.43776427,0.43944012,0.39769878,0.41495318,4325860134.43,18840545903.33,2021-02-28T00:00:00.000Z,2021-02-28T01:25:03.000Z,2021-02-28T16:16:03.000Z,2021-02-28T23:59:59.999Z
2021-03-02,30,0,0.0319078947368421,0.88525,0.0828421052631579,86.60526315789474,11.828947368421051,0.4464961,0.45476367,0.42484324,0.43683726,3388591213.18,19834171592.41,2021-03-02T00:00:00.000Z,2021-03-02T00:17:03.000Z,2021-03-02T17:15:03.000Z,2021-03-02T23:59:59.999Z
2021-03-04,31,0,0.0366162790697674,0.8771976744186047,0.0861511627906976,68.37209302325581,7.290697674418604,0.45005969,0.49314245,0.4380025,0.48660534,6027421636.99,22093842734.2,2021-03-04T00:00:00.000Z,2021-03-04T16:34:03.000Z,2021-03-04T04:58:03.000Z,2021-03-04T23:59:59.999Z
2021-03-06,32,0,0.0414545454545454,0.864987012987013,0.0935454545454545,27.92207792207792,3.3376623376623376,0.45786376,0.47068809,0.45249527,0.46510621,2758849692.45,21117695564.41,2021-03-06T00:00:00.000Z,2021-03-06T03:49:03.000Z,2021-03-06T13:29:03.000Z,2021-03-06T23:59:59.999Z
2021-03-08,33,0,0.0492705882352941,0.8456941176470588,0.105035294117647,58.50588235294118,8.8,0.46688845,0.48598939,0.45731861,0.47359734,3587390974.86,21503227134.57,2021-03-08T00:00:00.000Z,2021-03-08T10:04:03.000Z,2021-03-08T09:40:03.000Z,2021-03-08T23:59:59.999Z
2021-03-10,34,0,0.0403255813953488,0.8568837209302327,0.1027674418604651,38.23255813953488,5.313953488372093,0.48590298,0.48764747,0.45883117,0.46316597,3271277630.62,21029601065.38,2021-03-10T00:00:00.000Z,2021-03-10T00:04:03.000Z,2021-03-10T21:11:03.000Z,2021-03-10T23:59:59.999Z
2021-03-12,35,0,0.0349374999999999,0.8834,0.081625,47.7375,4.5375,0.45299132,0.46369387,0.43301496,0.44113069,3326213717.01,20029110602.28,2021-03-12T00:00:00.000Z,2021-03-12T03:43:03.000Z,2021-03-12T13:34:03.000Z,2021-03-12T23:59:59.999Z
2021-03-14,36,0,0.0609102564102564,0.8389743589743589,0.1000897435897436,61.32051282051282,5.217948717948718,0.45963106,0.46209239,0.44211151,0.44211151,2509435799.58,20073643665.36,2021-03-14T00:00:00.000Z,2021-03-14T00:25:03.000Z,2021-03-14T23:59:03.000Z,2021-03-14T23:59:59.999Z
2021-03-16,37,0,0.0426626506024096,0.8578795180722891,0.0994457831325301,87.86746987951807,17.132530120481928,0.43745378,0.51495941,0.43007769,0.46259998,7382009786.12,21003902721.03,2021-03-16T00:00:00.000Z,2021-03-16T06:34:03.000Z,2021-03-16T01:09:03.000Z,2021-03-16T23:59:59.999Z
2021-03-18,38,0,0.026126582278481,0.8958227848101266,0.0780253164556962,63.48101265822785,5.455696202531645,0.47238267,0.49080923,0.45583595,0.47291937,3265976424.64,21472444567.65,2021-03-18T00:00:00.000Z,2021-03-18T12:19:03.000Z,2021-03-18T13:31:03.000Z,2021-03-18T23:59:59.999Z
2021-03-20,39,0,0.0491494252873563,0.8289885057471265,0.1219080459770114,79.10344827586206,12.011494252873565,0.47110529,0.55292916,0.47016115,0.52699085,6757879312.33,23927507590.93,2021-03-20T00:00:00.000Z,2021-03-20T22:31:04.000Z,2021-03-20T00:13:03.000Z,2021-03-20T23:59:59.999Z
2021-03-22,40,0,0.036465909090909,0.8767613636363637,0.0867840909090909,54.71590909090909,6.125,0.51981021,0.60261755,0.505471,0.54994159,9732075815.54,24969563563.05,2021-03-22T00:00:00.000Z,2021-03-22T18:31:03.000Z,2021-03-22T00:55:03.000Z,2021-03-22T23:59:59.999Z
2021-03-24,41,0,0.0651358024691358,0.8428641975308643,0.0920123456790123,71.12345679012346,6.271604938271605,0.5562654,0.56467728,0.46928451,0.48883678,5446433135.03,22195159228.16,2021-03-24T00:00:00.000Z,2021-03-24T13:33:03.000Z,2021-03-24T22:26:03.000Z,2021-03-24T23:59:59.999Z
2021-03-26,42,0,0.027,0.8636024096385543,0.1094457831325301,52.566265060240966,10.698795180722891,0.51738933,0.57497524,0.51651503,0.56705516,5807865028.36,25746588636.17,2021-03-26T00:00:00.000Z,2021-03-26T11:49:03.000Z,2021-03-26T00:01:03.000Z,2021-03-26T23:59:59.999Z
2021-03-28,43,0,0.03115,0.8666,0.10225,59.525,5.9125,0.5503772,0.56220472,0.54547788,0.55075583,2795107714.91,25006533341.54,2021-03-28T00:00:00.000Z,2021-03-28T08:04:03.000Z,2021-03-28T12:23:03.000Z,2021-03-28T23:59:59.999Z
2021-03-30,44,0,0.0575822784810126,0.8523037974683544,0.090126582278481,56.53164556962025,7.417721518987341,0.56773738,0.58590329,0.56308406,0.56685858,3831603058.2,25737663164.89,2021-03-30T00:00:00.000Z,2021-03-30T04:19:03.000Z,2021-03-30T03:59:03.000Z,2021-03-30T23:59:59.999Z
2021-04-01,45,0,0.0466666666666666,0.86204,0.0912666666666666,41.54666666666667,5.093333333333334,0.5739587,0.59581686,0.55900232,0.57929188,4725008531.38,26302184998.9,2021-04-01T00:00:00.000Z,2021-04-01T01:11:03.000Z,2021-04-01T14:17:03.000Z,2021-04-01T23:59:59.999Z
2021-04-03,46,0,0.0319871794871794,0.8675,0.1005128205128205,34.833333333333336,6.1923076923076925,0.61677892,0.65335013,0.587748,0.59091504,6757992981.01,26829923528.05,2021-04-03T00:00:00.000Z,2021-04-03T06:10:03.000Z,2021-04-03T22:35:03.000Z,2021-04-03T23:59:59.999Z
2021-04-05,47,0,0.0499390243902439,0.8469268292682925,0.103170731707317,56.52439024390244,4.817073170731708,0.64670265,0.93685533,0.63397378,0.92047305,26415199262.5,41793184885.01,2021-04-05T00:00:00.000Z,2021-04-05T21:32:03.000Z,2021-04-05T01:03:03.000Z,2021-04-05T23:59:59.999Z
2021-04-07,48,0,0.0382857142857142,0.860935064935065,0.1007532467532467,92.6103896103896,9.07792207792208,1.09754682,1.10448837,0.8694135,0.91757616,21942171677.96,41661654117.6,2021-04-07T00:00:00.000Z,2021-04-07T00:19:03.000Z,2021-04-07T12:17:03.000Z,2021-04-07T23:59:59.999Z
2021-04-09,49,0,0.042076923076923,0.8607051282051282,0.0971923076923077,62.15384615384615,5.551282051282051,1.05341665,1.08315914,0.9865853,1.02083654,10235269531.24,46350091393.65,2021-04-09T00:00:00.000Z,2021-04-09T21:06:05.000Z,2021-04-09T14:31:03.000Z,2021-04-09T23:59:59.999Z
2021-04-11,50,0,0.0266818181818181,0.8777954545454545,0.0955454545454545,82.48863636363636,9.5,1.3720684,1.49207181,1.30882764,1.36053004,21224874412.44,61773544985.43,2021-04-11T00:00:00.000Z,2021-04-11T05:27:03.000Z,2021-04-11T12:23:03.000Z,2021-04-11T23:59:59.999Z
2021-04-13,51,0,0.0377303370786516,0.8583595505617978,0.1038988764044943,35.30337078651685,4.089887640449438,1.47008036,1.88843866,1.42303428,1.79400136,31123574741.03,81454889101.26,2021-04-13T00:00:00.000Z,2021-04-13T18:23:03.000Z,2021-04-13T01:29:03.000Z,2021-04-13T23:59:59.999Z
2021-04-15,52,0,0.0491481481481481,0.8520740740740741,0.0988271604938271,39.65432098765432,6.493827160493828,1.83728053,1.88281943,1.65810336,1.76606672,15403982671.33,80186544121.73,2021-04-15T00:00:00.000Z,2021-04-15T00:06:03.000Z,2021-04-15T11:01:03.000Z,2021-04-15T23:59:59.999Z
2021-04-17,53,0,0.0324647887323943,0.8706619718309859,0.0969014084507042,55.71830985915493,6.098591549295775,1.55302723,1.74052804,1.5415027,1.56005467,14507135285.07,70832766981.07,2021-04-17T00:00:00.000Z,2021-04-17T07:25:03.000Z,2021-04-17T00:04:03.000Z,2021-04-17T23:59:59.999Z
2021-04-19,54,0,0.0344444444444444,0.8613086419753087,0.1042222222222222,104.1604938271605,21.62962962962963,1.40945697,1.53038051,1.25830678,1.31504432,17637508685.03,59708309820.39,2021-04-19T00:00:00.000Z,2021-04-19T05:00:03.000Z,2021-04-19T14:43:03.000Z,2021-04-19T23:59:59.999Z
2021-04-21,55,0,0.0612666666666666,0.8491333333333334,0.0896133333333333,53.333333333333336,6.413333333333333,1.38615723,1.45853957,1.28282336,1.29649777,12545052976.99,58866221973.52,2021-04-21T00:00:00.000Z,2021-04-21T02:48:03.000Z,2021-04-21T23:12:03.000Z,2021-04-21T23:59:59.999Z
2021-04-23,56,0,0.0511904761904761,0.8190238095238096,0.1298214285714285,85.47619047619048,12.416666666666666,1.15713867,1.19400409,0.90107929,1.1696597,20235915090.16,53107262635.37,2021-04-23T00:00:00.000Z,2021-04-23T00:30:03.000Z,2021-04-23T02:26:03.000Z,2021-04-23T23:59:59.999Z
2021-04-25,57,0,0.0517564102564102,0.8661923076923077,0.082051282051282,63.21794871794872,4.833333333333333,1.04948955,1.1530248,0.95291451,1.03225582,8573604939.48,46868572792.79,2021-04-25T00:00:00.000Z,2021-04-25T16:02:03.000Z,2021-04-25T21:43:03.000Z,2021-04-25T23:59:59.999Z
2021-04-27,58,0,0.0468,0.8703749999999999,0.082775,46.425,4.675,1.36674334,1.45973609,1.33118985,1.40095461,13584693516.6,63608983018.9,2021-04-27T00:00:00.000Z,2021-04-27T11:18:03.000Z,2021-04-27T14:11:03.000Z,2021-04-27T23:59:59.999Z
2021-04-29,59,0,0.0464186046511627,0.8737674418604652,0.079813953488372,48.68604651162791,4.453488372093023,1.35796493,1.41833098,1.33094667,1.3993598,7633164142.11,63536572211.27,2021-04-29T00:00:00.000Z,2021-04-29T10:59:03.000Z,2021-04-29T01:11:03.000Z,2021-04-29T23:59:59.999Z
2021-05-01,60,0,0.0386891891891891,0.8806621621621621,0.0806351351351351,133.44594594594594,9.594594594594597,1.59840905,1.66501101,1.529947,1.65102495,8206771323.36,74963184004.41,2021-05-01T00:00:00.000Z,2021-05-01T22:58:03.000Z,2021-05-01T09:07:03.000Z,2021-05-01T23:59:59.999Z
2021-05-03,61,0,0.0574567901234567,0.8391604938271604,0.103395061728395,34.06172839506173,4.54320987654321,1.56249349,1.62159853,1.5285558,1.5559947,7612512785.49,70648428003.59,2021-05-03T00:00:00.000Z,2021-05-03T05:28:03.000Z,2021-05-03T13:52:03.000Z,2021-05-03T23:59:59.999Z
2021-05-05,62,0,0.0394814814814814,0.873567901234568,0.0869629629629629,54.04938271604938,7.54320987654321,1.38806972,1.62253647,1.37127434,1.61451155,13318453320.15,73305328517.53,2021-05-05T00:00:00.000Z,2021-05-05T23:03:03.000Z,2021-05-05T00:03:03.000Z,2021-05-05T23:59:59.999Z
2021-05-07,63,1,0.0208749999999999,0.8671749999999999,0.111975,50.275,5.5,1.60397992,1.69125827,1.51129109,1.58175517,10400571927.49,55532777769.36,2021-05-07T00:00:00.000Z,2021-05-07T12:31:02.000Z,2021-05-07T04:38:03.000Z,2021-05-07T23:59:59.999Z
2021-05-09,64,0,0.0439506172839506,0.8656913580246913,0.0903827160493827,81.1604938271605,10.962962962962964,1.5634791,1.59341471,1.44412707,1.53529288,8243079607.25,53901564261.5,2021-05-09T00:00:00.000Z,2021-05-09T02:14:02.000Z,2021-05-09T04:16:03.000Z,2021-05-09T23:59:59.999Z
2021-05-11,65,0,0.0493975903614457,0.8727710843373494,0.0778433734939759,39.73493975903615,3.7951807228915664,1.39183542,1.48685968,1.36367565,1.47768244,7973181908.11,51878958423.65,2021-05-11T00:00:00.000Z,2021-05-11T18:45:03.000Z,2021-05-11T01:14:03.000Z,2021-05-11T23:59:59.999Z
2021-05-13,66,0,0.0506363636363636,0.835935064935065,0.1134155844155844,73.83116883116882,8.077922077922079,1.27127315,1.388924,1.20945694,1.35891006,12358993945.77,47709058585.35,2021-05-13T00:00:00.000Z,2021-05-13T07:15:03.000Z,2021-05-13T00:04:03.000Z,2021-05-13T23:59:59.999Z
2021-05-15,67,0,0.0345609756097561,0.8742926829268294,0.0911341463414634,79.2439024390244,6.463414634146342,1.40170561,1.58247834,1.32481202,1.48588012,13321419261.16,52166765090.56,2021-05-15T00:00:00.000Z,2021-05-15T15:36:02.000Z,2021-05-15T10:28:02.000Z,2021-05-15T23:59:59.999Z
2021-05-17,68,0,0.0539756097560975,0.8376951219512195,0.1083414634146341,105.15853658536584,13.890243902439025,1.44920368,1.55932523,1.32827902,1.49630034,13573485605.69,52532601631.21,2021-05-17T00:00:00.000Z,2021-05-17T12:12:03.000Z,2021-05-17T04:07:03.000Z,2021-05-17T23:59:59.999Z
2021-05-19,69,0,0.0735444444444444,0.8264,0.1000888888888888,59.43333333333333,11.022222222222222,1.59327046,1.64437979,0.87531797,1.07031315,20523476458.45,37576904035.11,2021-05-19T00:00:00.000Z,2021-05-19T00:28:02.000Z,2021-05-19T12:56:02.000Z,2021-05-19T23:59:59.999Z
2021-05-21,70,0,0.0556190476190476,0.8619642857142857,0.0824285714285714,59.833333333333336,5.142857142857143,1.18118321,1.21592606,0.86954786,1.0069763,10998911190.64,46457226450.41,2021-05-21T00:00:00.000Z,2021-05-21T00:42:02.000Z,2021-05-21T21:20:03.000Z,2021-05-21T23:59:59.999Z
2021-05-23,71,0,0.0391866666666666,0.8616133333333332,0.0991466666666666,37.54666666666667,3.986666666666667,0.90651086,0.96734611,0.65225395,0.79701534,10816054413.04,36770599361.44,2021-05-23T00:00:00.000Z,2021-05-23T01:18:03.000Z,2021-05-23T16:42:03.000Z,2021-05-23T23:59:59.999Z
2021-05-25,72,0,0.05132,0.83392,0.11472,57.06666666666667,6.266666666666667,0.9940301,1.05784017,0.88382712,0.97618689,8637179369.24,45044780046.37,2021-05-25T00:00:00.000Z,2021-05-25T00:41:03.000Z,2021-05-25T12:40:03.000Z,2021-05-25T23:59:59.999Z
2021-05-27,73,0,0.0419135802469135,0.8571481481481482,0.1009506172839506,40.72839506172839,5.209876543209877,1.0335741,1.042896,0.93561635,0.97023464,5204084864.76,44770121605.38,2021-05-27T00:00:00.000Z,2021-05-27T00:04:03.000Z,2021-05-27T03:19:03.000Z,2021-05-27T23:59:59.999Z
2021-05-29,74,0,0.0421392405063291,0.8521392405063292,0.1057341772151898,44.86075949367088,7.0,0.89949546,0.93979238,0.79506977,0.83178801,5156278121.01,38381695412.82,2021-05-29T00:00:00.000Z,2021-05-29T05:19:02.000Z,2021-05-29T20:21:03.000Z,2021-05-29T23:59:59.999Z
2021-05-31,75,0,0.0355057471264367,0.8520229885057472,0.1124597701149425,59.42528735632184,7.218390804597701,0.90638442,1.04902159,0.88255551,1.04658407,6277821473.87,48293159732.06,2021-05-31T00:00:00.000Z,2021-05-31T23:51:03.000Z,2021-05-31T03:11:03.000Z,2021-05-31T23:59:59.999Z
2021-06-02,76,0,0.0381111111111111,0.8628472222222222,0.0990555555555555,89.80555555555556,16.194444444444443,1.01121407,1.0497459,0.98136508,1.02440033,3598008181.75,47277113119.81,2021-06-02T00:00:00.000Z,2021-06-02T15:24:03.000Z,2021-06-02T01:11:03.000Z,2021-06-02T23:59:59.999Z
2021-06-04,77,0,0.0438767123287671,0.8704794520547945,0.0856164383561643,157.46575342465752,25.12328767123288,1.04510574,1.0452713,0.92016741,0.97019603,4638523696.86,44775529764.24,2021-06-04T00:00:00.000Z,2021-06-04T00:03:03.000Z,2021-06-04T12:11:03.000Z,2021-06-04T23:59:59.999Z
2021-06-06,78,0,0.0464761904761904,0.8383928571428572,0.1151785714285714,82.86904761904762,10.821428571428571,0.92348092,0.9495324,0.91875968,0.94528629,2308242806.66,43625920334.92,2021-06-06T00:00:00.000Z,2021-06-06T06:01:03.000Z,2021-06-06T00:03:03.000Z,2021-06-06T23:59:59.999Z
2021-06-08,79,0,0.0565866666666666,0.8643733333333333,0.0790133333333333,79.84,8.973333333333333,0.86278092,0.88549837,0.78864339,0.87578752,4491339500.53,40452252990.58,2021-06-08T00:00:00.000Z,2021-06-08T22:32:02.000Z,2021-06-08T15:22:03.000Z,2021-06-08T23:59:59.999Z
2021-06-10,80,0,0.0270416666666666,0.876263888888889,0.0967222222222222,78.83333333333333,10.069444444444445,0.92132381,0.92782748,0.85379667,0.86918199,3157272779.96,40147146244.49,2021-06-10T00:00:00.000Z,2021-06-10T00:03:03.000Z,2021-06-10T20:34:03.000Z,2021-06-10T23:59:59.999Z
2021-06-12,81,0,0.0324324324324324,0.8948243243243243,0.0727162162162162,53.567567567567565,11.72972972972973,0.84787876,0.84787876,0.8076977,0.83268337,2731548389.57,38461290203.89,2021-06-12T00:00:00.000Z,2021-06-12T00:00:03.000Z,2021-06-12T02:32:03.000Z,2021-06-12T23:59:59.999Z
2021-06-14,82,0,0.0621097560975609,0.8387317073170731,0.099170731707317,77.71951219512195,8.682926829268293,0.88304764,0.92611019,0.86381507,0.89289677,3005221040.25,41242521556.87,2021-06-14T00:00:00.000Z,2021-06-14T16:17:02.000Z,2021-06-14T12:21:02.000Z,2021-06-14T23:59:59.999Z
2021-06-16,83,0,0.0373611111111111,0.8516944444444445,0.1109861111111111,97.04166666666669,7.416666666666667,0.86685424,0.87337545,0.82755368,0.83190807,2916163481.02,38438955213.66,2021-06-16T00:00:00.000Z,2021-06-16T07:04:03.000Z,2021-06-16T15:15:03.000Z,2021-06-16T23:59:59.999Z
2021-06-18,84,0,0.0400136986301369,0.8627534246575342,0.0972465753424657,65.3013698630137,7.191780821917808,0.842324,0.84491953,0.77498521,0.79764845,2509639517.66,36855962940.44,2021-06-18T00:00:00.000Z,2021-06-18T08:07:03.000Z,2021-06-18T18:55:03.000Z,2021-06-18T23:59:59.999Z
2021-06-20,85,0,0.0756944444444444,0.840013888888889,0.0842777777777777,72.0,8.958333333333334,0.76037673,0.78429488,0.69937224,0.77637699,3068578655.98,35873098743.8,2021-06-20T00:00:00.000Z,2021-06-20T21:34:03.000Z,2021-06-20T12:24:03.000Z,2021-06-20T23:59:59.999Z
2021-06-22,86,0,0.0565243902439024,0.8396463414634147,0.1038414634146341,65.1219512195122,11.597560975609756,0.60723167,0.64891896,0.5127098,0.54506708,4784173339.17,25206364296.26,2021-06-22T00:00:00.000Z,2021-06-22T03:41:03.000Z,2021-06-22T13:53:03.000Z,2021-06-22T23:59:59.999Z
