Date,Close
2021-01-01,0.0019039999460801482
2021-01-02,0.0019330000504851341
2021-01-03,0.0020469999872148037
2021-01-04,0.0018570000538602471
2021-01-05,0.001896000001579523
2021-01-06,0.001998000079765916
2021-01-07,0.001964000053703785
2021-01-08,0.0018899999558925629
2021-01-09,0.001961000030860305
2021-01-10,0.001867000013589859
2021-01-11,0.001680999994277954
2021-01-12,0.0015539999585598707
2021-01-13,0.0017300000181421638
2021-01-14,0.001728000002913177
2021-01-15,0.0017010000301524997
2021-01-16,0.0017430000007152557
2021-01-17,0.001706999959424138
2021-01-18,0.0016550000291317701
2021-01-19,0.001702000037766993
2021-01-20,0.0017089999746531248
2021-01-21,0.0015119999879971147
2021-01-22,0.0015930000226944685
2021-01-23,0.0015620000194758177
2021-01-24,0.0016139999497681856
2021-01-25,0.0015059999423101544
2021-01-26,0.0015030000358819962
2021-01-27,0.0013920000055804849
2021-01-28,0.0016400000313296914
2021-01-29,0.0015569999814033508
2021-01-30,0.0015059999423101544
2021-01-31,0.001487000030465424
2021-02-01,0.0015829999465495348
2021-02-02,0.0015360000543296337
2021-02-03,0.0015739999944344163
2021-02-04,0.0015190000412985682
2021-02-05,0.0015079999575391412
2021-02-06,0.0015150000108405948
2021-02-07,0.0015069999499246478
2021-02-08,0.0015810000477358699
2021-02-09,0.0016850000247359276
2021-02-10,0.0017500000540167093
2021-02-11,0.0017960000550374389
2021-02-12,0.001927000004798174
2021-02-13,0.0021619999315589666
2021-02-14,0.0021929999347776175
2021-02-15,0.002025000052526593
2021-02-16,0.0021230001002550125
2021-02-17,0.002211000071838498
2021-02-18,0.002199999988079071
2021-02-19,0.0027119999285787344
2021-02-20,0.006283999886363745
2021-02-21,0.006037000101059675
2021-02-22,0.005028999876230955
2021-02-23,0.00456500006839633
2021-02-24,0.004308999981731176
2021-02-25,0.004616000223904848
2021-02-26,0.0040699997916817665
2021-02-27,0.003792000003159046
2021-02-28,0.003544999985024333
2021-03-01,0.004172000102698803
2021-03-02,0.004170999862253666
2021-03-03,0.00431300001218915
